Date,Rn,Rg,RH,Ta,Pa,Tbc,P
2021-06-27 09:30:0,55.46264,70.44233,94.67833,16.85333,1007.1615199999999,16.9,0.063
2021-06-27 10:00:0,52.15566,62.006119999999996,95.54166,16.331670000000003,1007.24744,16.453329999999998,0.24
2021-06-27 10:30:0,79.83906999999999,90.69643,96.145,16.00167,1007.387,16.14167,0.157
2021-06-27 11:00:0,63.18776,70.962,96.665,16.09,1007.61764,16.223329999999997,0.556
2021-06-27 11:30:0,93.64301,104.5251,96.81499000000001,15.753329999999998,1008.04976,15.906670000000002,0.547
2021-06-27 12:00:0,182.7489,203.4241,96.82833000000001,15.91833,1008.37184,16.12,0.133
2021-06-27 12:30:0,149.6557,168.7401,95.73,15.971670000000001,1008.62408,16.16,0.013000000000000001
2021-06-27 13:00:0,193.9607,219.8766,92.90333000000001,15.795,1008.863,15.869489999999999,0.0
2021-06-27 13:30:0,314.4053,358.8137,88.655,16.34,1008.85496,16.47,0.0
2021-06-27 14:00:0,166.2535,195.168,85.58333,15.938329999999999,1009.10996,16.04833,0.0
2021-06-27 14:30:0,249.7055,290.9192,84.59834000000001,16.10833,1009.19576,16.27458,0.0
2021-06-27 15:00:0,171.5092,205.7985,86.76833,15.83,1009.2574400000001,16.01833,0.0
2021-06-27 15:30:0,220.111,262.77,83.95333000000001,16.49,1009.12592,16.73,0.0
2021-06-27 16:00:0,156.5946,187.5333,83.40333000000001,16.67333,1009.1849599999999,16.83667,0.0
2021-06-27 16:30:0,167.5788,204.9788,81.02,16.88833,1009.2574400000001,17.05667,0.0
2021-06-27 17:00:0,160.2672,200.5087,79.53166,16.98167,1009.3058,17.183329999999998,0.0
2021-06-27 17:30:0,103.117,136.4993,80.02166,16.96,1009.3674800000001,17.08833,0.0
2021-06-27 18:00:0,54.75601999999999,80.32285,83.56166,16.565,1009.42388,16.50333,0.073
2021-06-27 18:30:0,37.01682,64.70411999999999,77.18999000000001,16.11,1009.5821599999999,16.03333,0.0
2021-06-27 19:00:0,29.29198,55.16831,77.65165999999999,15.913329999999998,1009.60904,15.836670000000002,0.0
2021-06-27 19:30:0,10.70952,32.79436,81.43166,15.655,1009.55,15.608329999999999,0.0
2021-06-27 20:00:0,-1.690075,14.12421,86.77665999999999,15.163329999999998,1009.75124,15.16,0.0
2021-06-27 20:30:0,-0.7317393,12.182839999999999,91.025,14.79333,1009.81964,14.73,0.309
2021-06-27 21:00:0,-8.930859,7.191217999999999,94.91666,14.553329999999999,1009.7438,14.56833,0.002
2021-06-27 21:30:0,-17.45115,0.0,95.77333,14.415,1009.97552,14.39833,0.0
2021-06-27 22:00:0,-17.0986,0.0,95.48333000000001,14.40833,1010.2596800000001,14.305,0.0
2021-06-27 22:30:0,-18.96004,0.0,94.67166,14.371670000000002,1010.2325599999999,14.20667,0.0
2021-06-27 23:00:0,-27.31666,0.0,94.71999,14.201670000000002,1010.22836,14.00167,0.0
2021-06-27 23:30:0,-45.37615,0.0,93.79833,14.145,1010.1459199999999,13.595,0.0
2021-06-28 00:00:0,-56.01934,0.0,94.43333,13.79667,1010.16296,13.231670000000001,0.0
2021-06-28 00:30:0,-51.88852,0.0,95.52833000000001,13.441670000000002,1010.1872,12.85167,0.0
2021-06-28 01:00:0,-69.3649,0.0,95.65333000000001,13.2,1010.1388400000001,12.581669999999999,0.0
2021-06-28 01:30:0,-69.10793000000001,0.0,95.99332,12.915,1009.9455199999999,12.31667,0.0
2021-06-28 02:00:0,-67.0099,0.0,96.12833,12.78,1009.62056,12.24,0.0
2021-06-28 02:30:0,-52.67638,0.0,96.655,12.69667,1009.4862800000001,12.21667,0.0
2021-06-28 03:00:0,-42.40309,0.0,96.95834,12.52333,1009.4218400000001,12.12833,0.0
2021-06-28 03:30:0,-38.268440000000005,0.0,97.29166,12.40833,1009.1022800000001,12.05833,0.0
2021-06-28 04:00:0,-26.3216,0.0,97.53333,12.49667,1008.8847199999999,12.293330000000001,0.0
2021-06-28 04:30:0,-26.00855,0.0,97.59999,12.42333,1008.82832,12.32333,0.0
2021-06-28 05:00:0,-27.398740000000004,0.0,97.56333000000001,12.16,1008.71288,12.03333,0.0
2021-06-28 05:30:0,-25.03185,0.971239,97.395,11.93667,1008.6645199999999,11.77667,0.0
2021-06-28 06:00:0,3.65867,26.848540000000003,97.14999,11.998330000000001,1008.48188,11.885,0.0
2021-06-28 06:30:0,12.48216,40.50708,95.72166,12.35833,1008.3798800000001,12.248330000000001,0.0
2021-06-28 07:00:0,-5.896408,59.678309999999996,94.18833000000001,12.501669999999999,1008.5732,12.30167,0.0
2021-06-28 07:30:0,154.8673,246.8022,91.9,13.336670000000002,1008.3851599999999,13.08474,0.0
2021-06-28 08:00:0,105.2102,141.3308,87.27166,14.265,1008.45236,14.16167,0.0
2021-06-28 08:30:0,77.79733,103.5342,85.01333000000001,14.70333,1008.5436800000001,14.631670000000002,0.0
2021-06-28 09:00:0,57.493719999999996,77.88866999999999,81.05333,15.175,1008.6447199999999,15.061670000000001,0.0
2021-06-28 09:30:0,110.5113,133.9659,87.67,14.645,1008.93248,14.685,0.059000000000000004
2021-06-28 10:00:0,92.97035,111.4615,92.44999,14.576670000000002,1009.13588,14.785,0.391
2021-06-28 10:30:0,106.0459,122.0294,96.02166,14.541670000000002,1009.3524800000001,14.72833,0.679
2021-06-28 11:00:0,231.4352,265.8748,95.15165999999999,15.47833,1009.4830400000001,15.701670000000002,0.109
2021-06-28 11:30:0,461.6588,542.1562,87.54166,16.85667,1009.8113599999999,17.098329999999997,0.048
2021-06-28 12:00:0,360.9741,437.8214,79.07166,17.26666,1009.92572,17.457620000000002,0.011000000000000001
2021-06-28 12:30:0,325.1351,394.14300000000003,75.23833,17.598329999999997,1010.07332,17.825,0.0
2021-06-28 13:00:0,181.6002,231.3362,74.00166,16.883329999999997,1010.46776,16.95167,0.0
2021-06-28 13:30:0,376.2373,451.2847,78.87167,16.74,1010.4462800000001,16.98,0.068
2021-06-28 14:00:0,675.8493,825.2928,74.35166,17.95833,1010.43284,18.72167,0.002
2021-06-28 14:30:0,874.2075,1045.4389999999999,67.17667,19.255,1010.3228,20.331670000000003,0.0
2021-06-28 15:00:0,595.0744,727.2601,65.31833,19.18667,1010.48288,19.88136,0.0
2021-06-28 15:30:0,467.616,586.2374,65.17166,19.12667,1010.4818,19.69166,0.0
2021-06-28 16:00:0,423.0345,539.3932,65.34,18.92333,1010.6201599999999,19.37667,0.0
2021-06-28 16:30:0,362.5884,464.6278,67.005,18.935,1010.4717199999999,19.39166,0.0
2021-06-28 17:00:0,221.7529,288.4066,70.475,18.51333,1010.4114800000001,18.76833,0.0
2021-06-28 17:30:0,197.7033,272.168,70.93666,18.50167,1010.2180400000001,18.71167,0.0
2021-06-28 18:00:0,181.1479,251.0366,73.74,18.4,1009.84232,18.64,0.0
2021-06-28 18:30:0,141.3193,195.5425,75.30166,18.09,1009.54448,18.316670000000002,0.0
2021-06-28 19:00:0,34.99649,48.396209999999996,88.34166,16.468329999999998,1009.4907199999999,16.511670000000002,1.879
2021-06-28 19:30:0,22.80174,30.303040000000003,94.87167,15.803329999999999,1009.3539199999999,15.87333,0.902
2021-06-28 20:00:0,12.4477,18.38286,95.32166,15.833329999999998,1009.1338400000001,15.86,0.49700000000000005
2021-06-28 20:30:0,1.076415,7.021478999999999,94.82999000000001,15.826670000000002,1009.00772,15.768329999999999,0.8809999999999999
2021-06-28 21:00:0,-2.305884,0.9572206,95.27166,15.8,1008.76976,15.77167,1.9669999999999999
2021-06-28 21:30:0,-5.931831,0.0,95.63667,15.85167,1009.2057199999999,15.823329999999999,1.526
2021-06-28 22:00:0,-5.4469959999999995,0.0,95.51833,15.833329999999998,1009.796,15.76271,0.541
2021-06-28 22:30:0,-7.306805000000001,0.0,95.16833000000001,15.9,1010.0841199999999,15.798329999999998,0.185
2021-06-28 23:00:0,-6.745156,0.0,94.65165999999999,15.75,1010.2326800000001,15.638329999999998,0.511
2021-06-28 23:30:0,-5.737419,0.0,95.52665999999999,15.52167,1010.31848,15.436670000000001,0.925
2021-06-29 00:00:0,-7.047303,0.0,95.77,15.5,1010.43884,15.4,0.217
2021-06-29 00:30:0,-2.6886669999999997,0.0,94.95834,15.05,1010.5124,14.986670000000002,4.502
2021-06-29 01:00:0,-7.886003,0.203118,95.99,15.14,1010.4712400000001,14.98814,0.389
2021-06-29 01:30:0,-18.46625,0.0,95.645,15.366670000000001,1010.37644,15.255,0.004
2021-06-29 02:00:0,-23.1265,0.0,95.80666,15.215,1010.17616,15.03667,0.0
2021-06-29 02:30:0,-20.39917,0.000694426,95.03166,15.39,1010.1012800000001,15.16833,0.0
2021-06-29 03:00:0,-17.34442,0.0,95.95499000000001,15.13,1010.1234800000001,14.986670000000002,0.322
2021-06-29 03:30:0,-6.676914999999999,0.0,96.23833,15.038329999999998,1010.2034,14.906670000000002,2.2119999999999997
2021-06-29 04:00:0,-9.131625,0.0,95.83166999999999,14.69333,1010.04848,14.621670000000002,0.045
2021-06-29 04:30:0,-5.505108,0.000347213,96.34666,14.70333,1010.1210800000001,14.586670000000002,1.682
2021-06-29 05:00:0,-16.86776,0.0,96.05666,14.803329999999999,1010.21384,14.6,0.006
2021-06-29 05:30:0,-13.964739999999999,0.5176895,95.93999000000001,14.881670000000002,1010.2067599999999,14.62333,0.161
2021-06-29 06:00:0,-0.4845392,3.19679,96.77333,14.891670000000001,1010.29268,14.80667,0.46399999999999997
2021-06-29 06:30:0,26.72748,61.28447,96.79166,15.246670000000002,1010.4627199999999,15.12333,0.01
2021-06-29 07:00:0,114.6422,169.9775,94.60166,15.996670000000002,1010.3498,15.788329999999998,0.037000000000000005
2021-06-29 07:30:0,59.232119999999995,89.32803,92.89666,16.045,1010.5808,15.86,0.011000000000000001
2021-06-29 08:00:0,105.5824,166.546,91.45499000000001,15.901670000000001,1011.0234800000001,15.73833,0.006
2021-06-29 08:30:0,308.2136,409.4984,84.82833000000001,17.35666,1010.9776400000001,17.25666,0.0
2021-06-29 09:00:0,140.3293,172.1306,83.11333,16.80167,1011.1360400000001,16.71167,1.829
2021-06-29 09:30:0,142.7053,174.636,92.975,15.58833,1011.53852,15.67,0.040999999999999995
2021-06-29 10:00:0,324.19599999999997,398.4117,91.36667,16.398329999999998,1011.5037199999999,16.46667,0.046
2021-06-29 10:30:0,608.238,746.5126,75.94666,17.973329999999997,1011.48224,18.14167,0.0
2021-06-29 11:00:0,694.5547,832.5078,70.21666,18.82166,1011.57344,19.18833,0.0
2021-06-29 11:30:0,540.2446,643.6216,72.66166,18.795,1011.73184,19.20508,0.0
2021-06-29 12:00:0,674.1003,799.0292,72.44666,18.843329999999998,1011.97328,19.45167,0.0
2021-06-29 12:30:0,690.3947,845.1309,68.45666999999999,18.91,1012.23368,19.651670000000003,0.0
2021-06-29 13:00:0,613.1735,741.8961,69.91333,19.18,1012.19108,20.00678,0.0
2021-06-29 13:30:0,450.0451,539.2675,78.34167,18.19,1012.3671199999999,18.61525,0.0
2021-06-29 14:00:0,649.1367,791.9747,70.54,19.25333,1012.3755199999999,19.95833,0.0
2021-06-29 14:30:0,793.4726,959.3198,68.01333000000001,19.63833,1012.37324,20.48,0.0
2021-06-29 15:00:0,423.1797,521.6699,70.05833,19.1,1012.54448,19.70833,0.0
2021-06-29 15:30:0,555.7961,686.0465,68.20666999999999,19.206670000000003,1012.8042800000001,19.843329999999998,0.0
2021-06-29 16:00:0,518.1074,648.9881,66.55,19.18833,1012.9168400000001,19.76666,0.0
2021-06-29 16:30:0,566.2363,717.8226,63.34166999999999,19.57166,1012.80068,20.343329999999998,0.0
2021-06-29 17:00:0,439.5104,560.3199,64.14833,19.12167,1012.69652,19.67,0.0
2021-06-29 17:30:0,293.8138,394.4195,66.47666,18.741670000000003,1012.97684,19.008329999999997,0.0
2021-06-29 18:00:0,295.0581,413.3023,65.31499000000001,18.89,1013.243,19.22,0.0
2021-06-29 18:30:0,229.8826,352.2142,67.45834,18.425,1013.1298400000001,18.58,0.0
2021-06-29 19:00:0,160.8173,287.3774,66.255,18.656670000000002,1013.18072,18.69333,0.0
2021-06-29 19:30:0,68.87177,178.6044,66.79666,18.22833,1013.33372,18.171670000000002,0.0
2021-06-29 20:00:0,-15.68975,68.13011,72.26833,17.24166,1013.33636,17.12333,0.0
2021-06-29 20:30:0,-37.661,39.964,77.90165999999999,16.601670000000002,1013.3820800000001,16.25333,0.0
2021-06-29 21:00:0,-70.36249000000001,5.1442879999999995,83.04333000000001,15.991670000000001,1013.58872,15.138329999999998,0.0
2021-06-29 21:30:0,-66.15186,0.0,84.265,15.42167,1013.65316,13.945,0.0
2021-06-29 22:00:0,-58.63338,0.0,87.43666,14.77333,1013.7329599999999,13.325,0.0
2021-06-29 22:30:0,-62.66754,0.0,91.70666999999999,14.016670000000001,1013.936,12.885,0.0
2021-06-29 23:00:0,-62.91381,0.0,92.60999,13.86333,1013.9199199999999,12.74167,0.0
2021-06-29 23:30:0,-62.452490000000004,0.0,93.91666,13.41833,1013.8662800000001,12.35167,0.0
2021-06-30 00:00:0,-53.16321,0.0,94.86166,13.11333,1013.8770800000001,12.11167,0.0
2021-06-30 00:30:0,-52.58944,0.0,93.77166,13.4,1013.82872,12.14833,0.0
2021-06-30 01:00:0,-62.194590000000005,0.0,94.54166,13.07167,1013.7480800000001,11.92712,0.0
2021-06-30 01:30:0,-52.37376,0.0,94.94833,12.87833,1013.5386800000001,11.90833,0.0
2021-06-30 02:00:0,-0.5919166,0.1774368,95.99999,12.748330000000001,1013.3534,12.286669999999999,0.0
2021-06-30 02:30:0,-0.8810030000000001,0.20418970000000003,96.19166,13.145,1013.35064,12.953330000000001,0.0
2021-06-30 03:00:0,-4.175054,0.013541999999999998,95.88499,13.493329999999998,1013.35064,13.358329999999999,0.0
2021-06-30 03:30:0,-30.060959999999998,0.0,96.41833000000001,13.485,1013.3480000000001,13.39833,0.0
2021-06-30 04:00:0,-52.796659999999996,0.0,96.63167,13.02,1013.35604,12.72,0.0
2021-06-30 04:30:0,-28.406859999999998,0.0,97.08833,12.73833,1013.35604,12.28833,0.0
2021-06-30 05:00:0,-8.889469,0.09583471,96.81166,12.88167,1013.2862,12.44167,0.0
2021-06-30 05:30:0,-38.862829999999995,0.9968902000000001,96.47166,12.99167,1013.20832,12.61167,0.0
2021-06-30 06:00:0,-39.13065,18.170460000000002,96.43999000000001,12.90667,1013.33996,11.915,0.0
2021-06-30 06:30:0,-5.509591,61.00354,96.42666,13.01333,1013.35064,11.69,0.0
2021-06-30 07:00:0,68.73732,156.0664,94.58166999999999,13.92167,1013.3157199999999,12.76,0.0
2021-06-30 07:30:0,138.8533,245.5531,90.93166,15.256670000000002,1013.3050400000001,14.57,0.0
2021-06-30 08:00:0,231.822,351.2519,84.13332,16.78666,1013.2784,16.55167,0.0
2021-06-30 08:30:0,299.1136,425.67,76.045,17.74166,1012.9989199999999,17.905,0.0
2021-06-30 09:00:0,391.311,521.3852,73.395,18.24,1013.15408,18.58667,0.0
2021-06-30 09:30:0,429.5463,561.2719,70.86832,18.69,1013.16752,19.081670000000003,0.0
2021-06-30 10:00:0,639.9016,791.3472,67.22833,19.30667,1012.9958,19.99667,0.0
2021-06-30 10:30:0,646.0675,796.5664,64.52333,19.70833,1012.93472,20.38,0.0
2021-06-30 11:00:0,762.2557,918.2726,63.52166,20.44333,1012.7847199999999,21.22,0.0
2021-06-30 11:30:0,238.8743,314.6963,66.68166,19.636670000000002,1012.77344,20.01333,0.0
2021-06-30 12:00:0,479.03,593.5813,65.33166999999999,20.0,1012.9086800000001,20.61167,0.0
2021-06-30 12:30:0,749.7822,901.4009,63.50833000000001,20.93167,1012.7778800000001,22.06,0.0
2021-06-30 13:00:0,441.7538,546.8734,62.885,20.656670000000002,1012.655,21.215,0.0
2021-06-30 13:30:0,648.9471,778.678,61.605,21.28333,1012.63856,22.226670000000002,0.0
2021-06-30 14:00:0,827.4636,977.9195,62.308330000000005,21.53,1012.52588,22.56167,0.0
2021-06-30 14:30:0,259.3373,321.677,69.40333000000001,20.54,1012.60364,21.07667,0.0
2021-06-30 15:00:0,561.0109,677.9631,66.91167,20.96167,1012.53932,21.57,0.0
2021-06-30 15:30:0,578.1264,709.3688,64.55833,21.435,1012.4292800000001,22.17119,0.0
2021-06-30 16:00:0,712.9196,877.8931,61.349990000000005,22.005,1012.40252,22.96949,0.0
2021-06-30 16:30:0,635.677,788.9788,60.29,22.14,1012.28996,22.991670000000003,0.0
2021-06-30 17:00:0,419.0753,565.2947,60.235,21.935,1012.33004,22.49833,0.0
2021-06-30 17:30:0,415.8787,568.6017,59.503330000000005,22.151670000000003,1012.2362,22.51333,0.0
2021-06-30 18:00:0,325.0685,468.0758,61.01,21.815,1012.0324400000001,22.18135,0.0
2021-06-30 18:30:0,234.4508,368.1734,61.96666,21.49833,1012.0002800000001,21.66667,0.0
2021-06-30 19:00:0,153.156,275.0105,63.575,20.95,1011.86816,21.015,0.0
2021-06-30 19:30:0,77.5186,186.6514,65.25999,20.36167,1012.19264,20.32333,0.0
2021-06-30 20:00:0,10.587760000000001,107.3339,68.10833000000001,19.80667,1012.6306400000001,19.695,0.0
2021-06-30 20:30:0,-41.38731,42.569759999999995,73.85667,18.94666,1012.7700800000001,18.79166,0.0
2021-06-30 21:00:0,-67.62265,6.224806,79.24833000000001,17.81833,1012.8104,17.62,0.0
2021-06-30 21:30:0,-68.47798,0.0,85.42,16.76,1012.90172,16.33333,0.0
2021-06-30 22:00:0,-66.16197,0.0,89.49,15.975,1013.0975599999999,15.235,0.0
2021-06-30 22:30:0,-64.10056999999999,0.0,91.86832,15.445,1013.22428,14.735,0.0
2021-06-30 23:00:0,-63.37275,0.0,93.55999,15.05,1013.19848,14.16,0.0
2021-06-30 23:30:0,-63.76426,0.0,93.92833,14.91167,1013.3453599999999,14.071670000000001,0.0
2021-07-01 00:00:0,-62.31621,0.0,94.64333,14.8,1013.6234,13.775,0.0
2021-07-01 00:30:0,-60.06354,0.0,94.89,14.72833,1013.53844,13.29333,0.0
2021-07-01 01:00:0,-17.371560000000002,0.1760392,95.53,14.54,1013.36144,13.405,0.0
2021-07-01 01:30:0,-21.69136,0.0,95.65333000000001,14.70667,1013.36144,13.933329999999998,0.0
2021-07-01 02:00:0,-10.43546,0.0,95.53833,14.72667,1013.33732,14.21667,0.0
2021-07-01 02:30:0,-6.752235000000001,0.0274301,95.035,14.92167,1013.29712,14.445,0.0
2021-07-01 03:00:0,-7.365057000000001,0.02118012,94.78666,15.11333,1013.1551599999999,14.701670000000002,0.0
2021-07-01 03:30:0,-8.237547,0.0,94.65333000000001,15.188329999999999,1013.0204,14.83167,0.0
2021-07-01 04:00:0,-8.451338,0.0,94.555,15.236670000000002,1012.73504,14.95,0.0
2021-07-01 04:30:0,-14.77956,0.0,95.495,14.955,1012.6119199999999,14.915,0.0
2021-07-01 05:00:0,-48.5112,0.0,95.99667,14.87667,1012.4684,14.575,0.0
2021-07-01 05:30:0,-59.650380000000006,1.213495,96.01665,14.638329999999998,1012.51256,13.843329999999998,0.0
2021-07-01 06:00:0,-14.03023,30.023490000000002,96.49667,14.715,1012.69196,13.531670000000002,0.0
2021-07-01 06:30:0,6.418691,68.74553,94.78666,15.47,1012.7132,14.195,0.0
2021-07-01 07:00:0,54.629290000000005,134.7757,91.51167,16.20833,1012.6320800000001,15.528329999999999,0.0
2021-07-01 07:30:0,150.8645,248.3277,88.85833000000001,16.96167,1012.39316,16.793329999999997,0.0
2021-07-01 08:00:0,194.2559,285.0147,84.24332,17.99333,1012.2461599999999,18.071189999999998,0.0
2021-07-01 08:30:0,224.0378,323.8981,80.75832,18.598329999999997,1012.4912,18.805,0.0
2021-07-01 09:00:0,389.6074,517.9142,75.61832,19.805,1012.4160800000001,20.17833,0.0
2021-07-01 09:30:0,461.1673,594.6691,71.43833000000001,20.79167,1012.41656,21.24576,0.0
2021-07-01 10:00:0,537.248,668.1045,69.79333000000001,21.35833,1012.20416,21.898310000000002,0.0
2021-07-01 10:30:0,386.8989,475.7515,68.61666,21.69166,1012.04072,22.155,0.067
2021-07-01 11:00:0,433.466,524.8977,66.305,22.098329999999997,1011.9842,22.55667,0.0
2021-07-01 11:30:0,450.0307,534.2678,64.58166999999999,22.55,1011.8072,23.0322,0.0
2021-07-01 12:00:0,511.8035,609.8282,61.57833,23.20833,1011.63008,23.78,0.0
2021-07-01 12:30:0,325.6944,387.0057,60.223330000000004,23.175,1011.8367199999999,23.425420000000003,0.0
2021-07-01 13:00:0,370.8772,445.2522,61.21,23.20833,1011.8876,23.5,0.0
2021-07-01 13:30:0,349.7977,432.5239,61.491659999999996,23.558329999999998,1011.64892,23.855,0.0
2021-07-01 14:00:0,188.6868,231.3673,62.96666999999999,23.21667,1011.6918800000001,23.41666,0.0
2021-07-01 14:30:0,238.2476,288.7407,64.03,23.28,1011.5201599999999,23.46667,0.0
2021-07-01 15:00:0,284.5196,341.0051,69.43333,23.226670000000002,1011.3485599999999,23.51333,0.0
2021-07-01 15:30:0,340.0526,408.8055,69.64,23.27167,1011.3726800000001,23.59667,0.0
2021-07-01 16:00:0,455.9718,554.3161,67.37499,23.75666,1011.2252,24.226670000000002,0.0
2021-07-01 16:30:0,346.2943,422.4651,64.78833,24.055,1011.30836,24.43051,0.0
2021-07-01 17:00:0,230.1778,282.936,65.32333,23.81833,1011.362,24.01833,0.0
2021-07-01 17:30:0,264.8429,335.4999,63.455,23.91666,1011.20636,24.098329999999997,0.0
2021-07-01 18:00:0,239.5734,324.0922,63.48333,23.94833,1011.17156,24.13166,0.0
2021-07-01 18:30:0,203.924,284.1319,69.70333000000001,23.601670000000002,1011.1286,23.79,0.0
2021-07-01 19:00:0,93.23886999999999,135.4338,75.02333,22.63,1011.4128800000001,22.79167,0.0
2021-07-01 19:30:0,45.9253,84.57823,75.92166,21.655,1011.5549599999999,21.79,0.0
2021-07-01 20:00:0,18.036170000000002,49.30413,76.03,21.03333,1011.67556,21.105,0.0
2021-07-01 20:30:0,-6.591634,20.59993,76.45166,20.581670000000003,1011.9584,20.62333,0.0
2021-07-01 21:00:0,-27.00113,3.518677,75.19666,20.02833,1012.2386,20.015,0.0
2021-07-01 21:30:0,-36.69809,0.0,78.02166,19.38166,1012.4400800000001,19.26667,0.0
2021-07-01 22:00:0,-35.88578,0.0,82.14666,18.71167,1012.67624,18.62833,0.0
2021-07-01 22:30:0,-40.689659999999996,0.0,83.52333,18.26,1012.6736,18.11833,0.0
2021-07-01 23:00:0,-36.07134,0.002430158,85.61333,17.89,1012.68704,17.679660000000002,0.0
2021-07-01 23:30:0,-55.11801,0.0,88.15165999999999,17.48333,1012.5527599999999,17.25,0.0
2021-07-02 00:00:0,-24.453670000000002,0.208997,90.43333,17.07333,1012.6332800000001,16.581670000000003,0.0
2021-07-02 00:30:0,-25.01833,0.0,91.67166,16.945,1012.5608,16.851670000000002,0.0
2021-07-02 01:00:0,-30.2267,0.1294977,91.68833000000001,16.80167,1012.2656,16.63833,0.0
2021-07-02 01:30:0,-15.17591,0.1367563,90.545,16.865,1012.2978800000001,16.793329999999997,0.0
2021-07-02 02:00:0,-19.204829999999998,0.00034719,90.44833,16.82667,1012.2710000000001,16.735,0.0
2021-07-02 02:30:0,-35.80202,0.0,90.425,16.71333,1012.118,16.59667,0.0
2021-07-02 03:00:0,-56.027269999999994,0.0,92.44499,16.168329999999997,1011.96776,15.80667,0.0
2021-07-02 03:30:0,-23.0811,0.11908640000000001,92.98833,15.936670000000001,1011.82028,15.24833,0.0
2021-07-02 04:00:0,-44.12236,0.0,93.74,15.79667,1011.69236,15.05667,0.0
2021-07-02 04:30:0,-36.98676,0.0,94.66666,15.475,1011.51824,14.68167,0.0
2021-07-02 05:00:0,-16.37142,0.1312431,95.31499000000001,15.305,1011.7258400000001,14.745,0.0
2021-07-02 05:30:0,-24.796210000000002,2.117632,94.99,15.435,1011.7774400000001,15.063329999999999,0.0
2021-07-02 06:00:0,-29.94712,16.236,94.79166,15.43,1011.46376,15.003329999999998,0.0
2021-07-02 06:30:0,0.10928419999999998,39.57352,93.95999,15.64667,1011.29336,15.131670000000002,0.0
2021-07-02 07:00:0,29.437520000000003,73.76661999999999,93.35332,15.973329999999999,1011.2474,15.843329999999998,0.0
2021-07-02 07:30:0,43.069359999999996,102.486,92.07833000000001,16.425,1011.4113199999999,16.47167,0.0
2021-07-02 08:00:0,174.8717,259.8244,88.76333000000001,17.23667,1011.1682,17.296670000000002,0.0
2021-07-02 08:30:0,150.6213,214.8901,81.18666,18.60333,1011.2487199999999,18.75,0.0
2021-07-02 09:00:0,321.7389,391.1738,77.15165999999999,19.49333,1011.4473199999999,19.465,0.0
2021-07-02 09:30:0,337.4117,427.6825,75.23499,20.34,1011.33464,20.671670000000002,0.0
2021-07-02 10:00:0,466.31699999999995,591.6502,72.45499000000001,21.15833,1011.2225599999999,21.62167,0.0
2021-07-02 10:30:0,573.5422,713.7012,70.06166,22.363329999999998,1010.5467199999999,23.0,0.0
2021-07-02 11:00:0,572.6671,697.3051,67.55,23.10833,1010.4639199999999,23.87,0.0
2021-07-02 11:30:0,661.9628,802.1362,66.00667,23.738329999999998,1010.46344,24.515,0.0
2021-07-02 12:00:0,730.301,880.9974,63.8,24.62333,1010.1632,25.5,0.0
2021-07-02 12:30:0,668.789,811.6656,63.055,25.105,1009.83056,25.91333,0.0
2021-07-02 13:00:0,793.428,959.4034,60.70333,25.94333,1009.56512,26.98333,0.0
2021-07-02 13:30:0,754.4594,908.7131,58.55666,26.45,1009.49816,27.43167,0.0
2021-07-02 14:00:0,818.2912,980.0657,55.29,27.133329999999997,1009.05044,28.145,0.0
2021-07-02 14:30:0,653.1654,797.3857,55.21833,27.241670000000003,1008.89228,27.953329999999998,0.0
2021-07-02 15:00:0,325.6152,408.0703,57.654990000000005,27.031670000000002,1008.94604,27.31186,0.0
2021-07-02 15:30:0,249.3876,320.5111,58.508340000000004,26.68833,1009.08956,26.906670000000002,0.0
2021-07-02 16:00:0,514.3983,635.9811,56.775,27.19166,1009.0644800000001,27.64667,0.0
2021-07-02 16:30:0,359.9755,473.3175,58.60167,26.92833,1009.1266400000001,27.28833,0.0
2021-07-02 17:00:0,400.2077,520.0266,63.685,25.36,1009.42424,25.91333,0.0
2021-07-02 17:30:0,283.2496,373.4915,68.96166,23.51,1009.9024400000001,23.845,0.0
2021-07-02 18:00:0,145.0681,206.5143,72.39166999999999,22.27833,1010.06084,22.526670000000003,0.0
2021-07-02 18:30:0,159.2721,226.7098,73.21667,22.238329999999998,1009.52456,22.425,0.0
2021-07-02 19:00:0,143.8055,223.1391,71.90833,22.84,1009.45484,22.94915,0.0
2021-07-02 19:30:0,53.24941,103.1859,72.82833000000001,22.35,1009.46816,22.45833,0.0
2021-07-02 20:00:0,-4.411206,27.738220000000002,75.80666,21.81,1009.8372800000001,21.81167,0.0
2021-07-02 20:30:0,-14.42126,14.62934,78.82499,21.235,1010.1357199999999,21.258329999999997,0.0
2021-07-02 21:00:0,-20.229670000000002,1.344172,80.51666999999999,20.796670000000002,1010.5074800000001,20.82,0.0
2021-07-02 21:30:0,-19.1728,0.0,82.65666,20.421670000000002,1010.57744,20.35,0.0
2021-07-02 22:00:0,-17.84914,0.0,85.55,19.99,1010.8755199999999,19.42203,0.034
2021-07-02 22:30:0,-11.41118,0.0,90.43333,19.37167,1010.8245199999999,19.026670000000003,0.21600000000000003
2021-07-02 23:00:0,-15.42893,0.0,93.38167,18.99,1010.5668800000001,18.7983,0.0
2021-07-02 23:30:0,-21.1411,0.0,94.86166,18.705,1010.56424,18.64167,0.0
2021-07-03 00:00:0,-20.01495,0.0,94.01665,18.45833,1010.49716,18.325,0.0
