Date,Rn,Rg,RH,Ta,Pa,Tbc,P
2021-09-09 03:00:0,-20.24182,0.0,97.94333,16.92833,1007.7147199999999,15.2,0.0
2021-09-09 03:30:0,-13.529670000000001,0.0,97.99667,16.56333,1007.66,15.333329999999998,0.0
2021-09-09 04:00:0,-7.990533,0.05937589,98.10667,16.651670000000003,1007.59592,15.67966,0.0
2021-09-09 04:30:0,-1.785584,0.06458419,98.17,16.47167,1007.6279599999999,16.03333,0.0
2021-09-09 05:00:0,-1.8709169999999997,0.15347149999999998,98.24833000000001,16.62333,1007.816,16.43,0.0
2021-09-09 05:30:0,-1.8847990000000001,0.1281235,98.20999,16.865,1007.7933199999999,16.86666,0.0
2021-09-09 06:00:0,-2.777677,0.0,98.26167,16.775,1007.693,16.94,0.0
2021-09-09 06:30:0,-6.124048999999999,0.11180239999999998,98.3,16.735,1007.6982800000001,16.776670000000003,0.0
2021-09-09 07:00:0,8.713181,17.49172,98.31166,16.703329999999998,1007.8485199999999,16.726670000000002,0.0
2021-09-09 07:30:0,15.39129,23.28066,98.32333,16.93833,1007.819,17.02034,0.0
2021-09-09 08:00:0,19.83401,29.617859999999997,98.31499000000001,17.21,1007.7492800000001,17.31167,0.0
2021-09-09 08:30:0,33.46778,45.61473,98.34499,17.55167,1007.9907199999999,17.67333,0.0
2021-09-09 09:00:0,85.35154,102.9504,98.31499000000001,18.13,1008.22688,18.32333,0.502
2021-09-09 09:30:0,110.6459,136.304,98.3,18.90833,1008.4308800000001,19.12167,0.066
2021-09-09 10:00:0,249.0559,300.2965,98.27166,19.36167,1008.5220800000001,19.66166,0.038
2021-09-09 10:30:0,267.676,328.7561,97.20666999999999,19.88166,1008.7529599999999,20.16333,0.043
2021-09-09 11:00:0,88.57238000000001,117.3501,93.39,20.25,1008.9327199999999,20.43667,0.015
2021-09-09 11:30:0,42.996109999999994,61.77095,89.84499,20.276670000000003,1009.0911199999999,20.18667,0.16
2021-09-09 12:00:0,57.416090000000004,72.15095,93.34999,19.595,1009.16348,19.645,0.22
2021-09-09 12:30:0,77.22009,97.54391,95.85999,19.401670000000003,1009.14476,19.566670000000002,0.248
2021-09-09 13:00:0,168.19,203.1726,93.14333,19.76333,1008.99452,19.83898,0.047
2021-09-09 13:30:0,103.8856,130.8534,92.72832,19.741670000000003,1009.12328,19.835,0.11599999999999999
2021-09-09 14:00:0,193.5359,228.6772,93.18333,19.66667,1009.05344,19.815,0.27
2021-09-09 14:30:0,249.6015,302.8116,89.67,20.03333,1008.86828,20.183329999999998,0.012
2021-09-09 15:00:0,436.6595,529.4463,84.86667,20.82166,1008.5784800000001,21.20167,0.015
2021-09-09 15:30:0,428.4303,533.9971,74.75832,22.06666,1008.33968,22.475,0.003
2021-09-09 16:00:0,245.4869,320.3101,70.26833,22.66166,1007.9781199999999,22.95085,0.0
2021-09-09 16:30:0,148.0966,203.5653,73.25667,22.33333,1007.8449199999999,22.64167,0.0
2021-09-09 17:00:0,160.47,223.5214,73.43166,22.20833,1007.7614,22.49166,0.0
2021-09-09 17:30:0,224.3945,316.6447,69.09333000000001,22.58667,1007.74676,22.965,0.0
2021-09-09 18:00:0,218.09599999999998,318.2707,67.28,22.885,1007.7393199999999,23.15,0.0
2021-09-09 18:30:0,36.02797,122.4844,69.87333000000001,22.245,1007.7226400000001,22.331670000000003,0.0
2021-09-09 19:00:0,-16.22596,42.31731,75.59666,21.455,1008.0654800000001,21.44333,0.0
2021-09-09 19:30:0,-56.67106,5.401994,80.49833000000001,20.71333,1008.2906,20.655,0.0
2021-09-09 20:00:0,-46.1046,0.0,84.29166,19.95833,1008.39308,19.35333,0.0
2021-09-09 20:30:0,-51.79278,0.0,86.78833,19.39667,1008.64004,18.348329999999997,0.0
2021-09-09 21:00:0,-55.62607,0.0,90.61666,18.48166,1008.5541199999999,17.285,0.0
2021-09-09 21:30:0,-53.733990000000006,0.0,93.96166,17.668329999999997,1008.8010800000001,16.55167,0.0
2021-09-09 22:00:0,-47.367779999999996,0.0,93.56499000000001,17.69333,1009.2412400000001,16.258329999999997,0.0
2021-09-09 22:30:0,-48.0292,0.0,93.89,17.43667,1009.2063199999999,16.226670000000002,0.0
2021-09-09 23:00:0,-39.146159999999995,0.0,95.08666,17.06,1009.08056,16.0,0.0
2021-09-09 23:30:0,-28.35349,0.0,95.00999,16.96333,1009.04396,15.735,0.0
2021-09-10 00:00:0,-28.64491,0.0,94.15666,16.96667,1009.2162800000001,15.768329999999999,0.0
2021-09-10 00:30:0,-25.5296,0.0,92.95666999999999,17.03,1009.3480400000001,15.76,0.0
2021-09-10 01:00:0,-21.01565,0.002430453,93.69999,16.828329999999998,1009.3506800000001,16.03666,0.0
2021-09-10 01:30:0,-17.90752,0.08437164,92.71166,17.023329999999998,1009.3497199999999,16.265,0.0
2021-09-10 02:00:0,-16.78366,0.0,93.63167,16.84667,1009.27496,16.445,0.0
2021-09-10 02:30:0,-50.013709999999996,0.0,93.25999,16.855,1009.0716800000001,16.03333,0.0
2021-09-10 03:00:0,-49.654720000000005,0.0,92.55999,17.01,1009.0296800000001,15.71186,0.0
2021-09-10 03:30:0,-30.25985,0.02222147,91.42666,17.473329999999997,1009.10564,15.97833,0.0
2021-09-10 04:00:0,-30.707309999999996,0.0,93.25166,17.05667,1009.2589999999999,16.265,0.0
2021-09-10 04:30:0,-18.482470000000003,0.0,95.215,16.245,1009.2968,15.868329999999998,0.0
2021-09-10 05:00:0,-9.536103,0.0,95.8,16.07,1009.2959599999999,15.8983,0.026000000000000002
2021-09-10 05:30:0,-9.35905,0.0,96.46333,15.985,1009.34684,15.85167,0.0
2021-09-10 06:00:0,-8.727703,0.0,96.63667,16.14,1009.3919599999999,15.941670000000002,0.0
2021-09-10 06:30:0,-21.068089999999998,0.0,96.88667,16.47,1009.55924,15.98136,0.0
2021-09-10 07:00:0,-30.95481,8.680214,97.23833,16.29167,1009.95416,15.721670000000001,0.0
2021-09-10 07:30:0,-8.189066,29.901359999999997,97.57333,16.203329999999998,1010.057,15.58833,0.0
2021-09-10 08:00:0,125.0652,175.4691,96.01833,17.401670000000003,1010.42156,16.386670000000002,0.0
2021-09-10 08:30:0,224.9584,300.7505,87.125,19.81167,1010.43104,19.265,0.0
2021-09-10 09:00:0,204.6515,267.5313,81.68333,20.885,1010.56436,21.04,0.0
2021-09-10 09:30:0,346.577,436.2374,76.6,21.7,1010.7791599999999,22.098329999999997,0.0
2021-09-10 10:00:0,378.3011,491.0721,75.02833000000001,21.87167,1011.18704,22.24333,0.0
2021-09-10 10:30:0,399.8194,498.7408,67.925,22.421670000000002,1011.41756,23.01695,0.0
2021-09-10 11:00:0,373.8898,467.2643,70.12333000000001,22.22833,1011.5397199999999,22.823729999999998,0.0
2021-09-10 11:30:0,491.8854,620.3215,69.80833,22.52167,1011.42392,23.24333,0.0
2021-09-10 12:00:0,333.8199,427.3071,69.70833,22.47167,1011.3776,23.22373,0.0
2021-09-10 12:30:0,522.6436,658.4175,63.12666,23.24667,1011.3566,24.133329999999997,0.0
2021-09-10 13:00:0,668.1457,832.0328,60.40833000000001,23.92667,1011.33512,25.02833,0.0
2021-09-10 13:30:0,675.3445,847.3488,58.51,24.03333,1011.33512,25.31167,0.0
2021-09-10 14:00:0,637.0785,808.9595,57.51333,23.95833,1011.3807199999999,25.06666,0.0
2021-09-10 14:30:0,640.5733,808.2256,57.43,24.35333,1011.50144,25.46,0.0
2021-09-10 15:00:0,511.8566,664.2532,59.64167,23.78,1011.6248,24.695,0.0
2021-09-10 15:30:0,499.7666,652.7317,61.213330000000006,23.805,1011.665,24.64,0.0
2021-09-10 16:00:0,435.3606,559.8429,60.588330000000006,23.968329999999998,1011.7401199999999,24.84667,0.0
2021-09-10 16:30:0,414.9669,548.4106,59.863330000000005,24.12,1011.7562,24.82333,0.0
2021-09-10 17:00:0,274.2373,388.2129,60.973330000000004,23.79,1011.98144,24.34167,0.0
2021-09-10 17:30:0,277.9446,396.8385,63.3,23.4,1012.2094400000001,24.00167,0.0
2021-09-10 18:00:0,144.8419,251.4868,65.18833000000001,22.918329999999997,1012.25504,23.28833,0.0
2021-09-10 18:30:0,38.34966,140.078,67.36833,22.171670000000002,1012.5178400000001,22.27167,0.0
2021-09-10 19:00:0,-26.94985,61.32621999999999,70.49166,21.37167,1012.7478800000001,21.405079999999998,0.0
2021-09-10 19:30:0,-67.58379000000001,8.183071,77.09666,20.328329999999998,1013.0355199999999,20.34,0.0
2021-09-10 20:00:0,-71.42759000000001,0.0,82.25333,19.285,1013.36324,18.78983,0.0
2021-09-10 20:30:0,-68.06889,0.0,85.69333,18.53666,1013.66384,17.52034,0.0
2021-09-10 21:00:0,-65.32083,0.0,89.23167,17.88833,1013.9214800000001,16.476670000000002,0.0
2021-09-10 21:30:0,-64.13062,0.0,90.86166,17.62,1014.25424,15.586670000000002,0.0
2021-09-10 22:00:0,-62.12798000000001,0.0,92.91,17.281670000000002,1014.3562400000001,14.88,0.0
2021-09-10 22:30:0,-61.71983,0.0,95.015,16.71667,1014.4088,14.34167,0.0
2021-09-10 23:00:0,-58.74235,0.0,95.83833,16.16333,1014.75272,13.8661,0.0
2021-09-10 23:30:0,-47.71024,0.00034721199999999995,95.84499,16.24333,1014.9036800000001,13.316670000000002,0.0
2021-09-11 00:00:0,-34.6672,0.0,97.09167,15.971670000000001,1014.96464,13.006780000000001,0.0
2021-09-11 00:30:0,-24.800179999999997,0.0,97.07166,15.86333,1014.9539599999999,12.62203,0.0
2021-09-11 01:00:0,-21.60341,0.0,97.58166999999999,14.243329999999998,1014.92972,12.23667,0.0
2021-09-11 01:30:0,-22.40737,0.10313139999999998,98.04333000000001,14.26,1014.9512,12.26833,0.0
2021-09-11 02:00:0,-20.48809,0.0,98.11166,13.73,1014.87596,11.73333,0.0
2021-09-11 02:30:0,-19.09284,0.0,98.21833000000001,13.676670000000001,1014.8303599999999,11.28333,0.0
2021-09-11 03:00:0,-15.940179999999998,0.0027780179999999997,98.25833,12.75667,1014.7310000000001,10.86833,0.0
2021-09-11 03:30:0,-16.220860000000002,0.0,98.37,12.17833,1014.65036,10.706669999999999,0.0
2021-09-11 04:00:0,-15.43014,0.226068,98.405,12.71833,1014.49736,10.43667,0.0
2021-09-11 04:30:0,-15.794360000000001,0.0,98.43333,11.95,1014.32012,9.994999,0.0
2021-09-11 05:00:0,-16.75103,0.01423811,98.47166,11.84167,1014.1509199999999,9.771666999999999,0.0
2021-09-11 05:30:0,-17.207639999999998,0.13509089999999999,98.50333,10.945,1014.0808400000001,9.69,0.0
2021-09-11 06:00:0,-15.758379999999999,0.0,98.50832,10.29167,1014.07664,9.393332000000001,0.0
2021-09-11 06:30:0,-12.10406,0.22226439999999997,98.62167,10.203330000000001,1014.2406800000001,9.343333,0.0
2021-09-11 07:00:0,-4.318429,12.647260000000001,98.59499,10.465,1014.36812,9.511666,0.0
2021-09-11 07:30:0,26.3482,52.948530000000005,98.605,10.956669999999999,1014.33296,9.847457,0.0
2021-09-11 08:00:0,87.24207,120.8547,98.56833,11.77,1014.2728400000001,10.98814,0.0
2021-09-11 08:30:0,152.683,194.3212,98.52499,12.99333,1014.2537599999999,13.118329999999998,0.0
2021-09-11 09:00:0,241.8833,313.1932,98.44333,14.836670000000002,1014.28004,15.00167,0.0
2021-09-11 09:30:0,296.994,395.4781,98.35332,16.295,1014.46232,16.69833,0.0
2021-09-11 10:00:0,396.4486,530.5712,91.79,17.895,1014.2999599999999,18.69333,0.0
2021-09-11 10:30:0,452.2855,606.5905,70.93999000000001,20.545,1014.2651599999999,21.023329999999998,0.0
2021-09-11 11:00:0,497.0659,655.5745,64.62333000000001,21.578329999999998,1014.29204,22.18167,0.0
2021-09-11 11:30:0,519.7124,680.3510000000001,61.09166,22.113329999999998,1014.11468,22.955,0.0
2021-09-11 12:00:0,598.9576,769.2449,56.205,23.098329999999997,1013.5791199999999,24.485,0.0
2021-09-11 12:30:0,616.8741,789.3334,54.186659999999996,23.62167,1013.2718,24.95167,0.0
2021-09-11 13:00:0,665.4934,842.2723,53.393330000000006,23.92,1012.9952,25.29833,0.0
2021-09-11 13:30:0,419.9826,556.5239,50.78667,24.421670000000002,1012.7109199999999,25.386670000000002,0.0
2021-09-11 14:00:0,302.106,417.439,50.65166,24.526670000000003,1012.5741199999999,25.21667,0.0
2021-09-11 14:30:0,610.0684,763.8147,47.92666,25.19,1012.22012,26.05667,0.0
2021-09-11 15:00:0,599.8079,761.7405,46.43333,26.03333,1011.8769199999999,27.35833,0.0
2021-09-11 15:30:0,354.1564,489.835,45.99,25.691670000000002,1011.7347199999999,26.51333,0.0
2021-09-11 16:00:0,333.9228,462.18199999999996,46.436659999999996,25.80667,1011.57116,26.60339,0.0
2021-09-11 16:30:0,378.5498,525.0368,45.035,26.07333,1011.30836,26.723329999999997,0.0
2021-09-11 17:00:0,161.5818,273.7358,47.43333,25.66333,1011.2493199999999,26.148329999999998,0.0
2021-09-11 17:30:0,193.1747,326.7168,46.80833,25.765,1011.0938,26.151670000000003,0.0
2021-09-11 18:00:0,111.2559,234.1417,47.04333,25.63166,1010.9703199999999,25.785,0.0
2021-09-11 18:30:0,17.85174,124.5353,48.385,25.113329999999998,1010.89532,25.04166,0.0
2021-09-11 19:00:0,-29.897609999999997,65.67520999999999,51.43333,24.44166,1010.75312,24.20339,0.0
2021-09-11 19:30:0,-72.39873,6.102172,55.99666,23.133329999999997,1010.8648400000001,22.61833,0.0
2021-09-11 20:00:0,-71.4963,0.0,60.683330000000005,21.898329999999998,1011.27296,20.88166,0.0
2021-09-11 20:30:0,-65.90593,0.0,63.445,21.098329999999997,1011.4979599999999,19.71333,0.0
2021-09-11 21:00:0,-60.71201,0.0,67.57333,20.21167,1011.788,18.855,0.0
2021-09-11 21:30:0,-60.61618000000001,0.0,70.86166,19.796670000000002,1011.7691599999999,18.56,0.0
2021-09-11 22:00:0,-62.036669999999994,0.0,75.74332,19.113329999999998,1011.72092,18.315,0.0
2021-09-11 22:30:0,-62.71641999999999,0.0,79.84,18.55,1011.7262,17.656670000000002,0.0
2021-09-11 23:00:0,-60.8875,0.0,83.575,17.91,1011.7316,16.918329999999997,0.0
2021-09-11 23:30:0,-59.16905,0.0,85.79166,17.595,1011.7235599999999,16.33667,0.0
2021-09-12 00:00:0,-56.61466,0.0,86.68499,17.51,1011.7144400000001,16.06167,0.0
2021-09-12 00:30:0,-57.462480000000006,0.0,87.93833000000001,17.255,1011.4815199999999,16.043329999999997,0.0
2021-09-12 01:00:0,-57.16571,0.0,90.24833000000001,16.7,1011.5073199999999,15.53333,0.0
2021-09-12 01:30:0,-57.58305,0.0,90.60831999999999,16.55,1011.434,15.038329999999998,0.0
2021-09-12 02:00:0,-56.31621,0.0,91.59666,16.171670000000002,1011.32456,14.473329999999999,0.0
2021-09-12 02:30:0,-55.90588,0.0,91.87167,15.875,1011.28712,14.03333,0.0
2021-09-12 03:00:0,-55.07979,0.0,92.31499000000001,15.583329999999998,1011.14588,13.948329999999999,0.0
2021-09-12 03:30:0,-53.16251,0.0,92.0,15.503329999999998,1011.0653599999999,14.183329999999998,0.0
2021-09-12 04:00:0,-50.543,0.0,92.65666,15.311670000000001,1011.0734,13.595,0.0
2021-09-12 04:30:0,-49.76352,0.0,93.27333,15.175,1011.03308,13.33,0.0
2021-09-12 05:00:0,-48.63854,0.0,94.14,14.89667,1010.8692800000001,13.12,0.0
2021-09-12 05:30:0,-53.302119999999995,0.0,95.59834000000001,14.53333,1010.76464,13.191670000000002,0.0
2021-09-12 06:00:0,-56.60858,0.0,96.13167,14.308329999999998,1010.6813599999999,12.865,0.0
2021-09-12 06:30:0,-55.09174,0.0,96.295,14.22833,1010.7081199999999,12.418330000000001,0.0
2021-09-12 07:00:0,-46.84298,10.20295,96.08833,14.125,1010.5551199999999,12.11,0.0
2021-09-12 07:30:0,-12.466389999999999,50.90793,95.34666,14.361670000000002,1010.7027199999999,11.90333,0.0
2021-09-12 08:00:0,52.76245,130.3653,93.84,14.948329999999999,1010.8425199999999,12.46833,0.0
2021-09-12 08:30:0,137.8722,234.1753,89.21333,16.28,1010.96324,14.31,0.0
2021-09-12 09:00:0,219.9846,337.1953,82.12833,18.156670000000002,1010.9364800000001,17.99667,0.0
2021-09-12 09:30:0,298.3171,430.1093,72.95834,20.285,1010.71484,20.34667,0.0
2021-09-12 10:00:0,372.4102,516.2166,63.76333,22.22833,1010.6529199999999,22.50666,0.0
2021-09-12 10:30:0,436.5488,591.0032,56.94,23.473329999999997,1010.79032,24.08813,0.0
2021-09-12 11:00:0,499.746,663.0513,50.60667,24.51667,1010.7143599999999,25.29167,0.0
2021-09-12 11:30:0,542.6206,711.6097,48.83833,25.151670000000003,1010.3792,26.08475,0.0
2021-09-12 12:00:0,583.4451,756.9218,47.10333,25.47167,1010.2570400000001,26.76271,0.0
2021-09-12 12:30:0,604.0392,780.5423,45.553329999999995,25.976670000000002,1010.1068,27.31666,0.0
2021-09-12 13:00:0,611.7825,792.2401,43.49333,26.633329999999997,1009.9437199999999,27.78333,0.0
2021-09-12 13:30:0,607.2159,788.0994,41.638329999999996,27.15,1009.59824,28.286659999999998,0.0
2021-09-12 14:00:0,592.6152,770.4573,41.07333,27.19,1009.4164400000001,28.53333,0.0
2021-09-12 14:30:0,563.7084,739.5675,39.76167,27.815,1009.04972,28.898329999999998,0.0
2021-09-12 15:00:0,522.2075,692.7761,39.00666,28.011670000000002,1008.75944,29.00333,0.0
2021-09-12 15:30:0,471.7209,637.4895,39.18833,27.96667,1008.35864,28.96667,0.0
2021-09-12 16:00:0,409.1382,568.759,38.04833,28.545,1008.0234800000001,29.275,0.0
2021-09-12 16:30:0,338.0819,490.3467,38.68833,28.343329999999998,1007.8425199999999,28.98667,0.0
2021-09-12 17:00:0,259.1848,404.2848,38.5,28.35,1007.78348,28.85,0.0
2021-09-12 17:30:0,175.6475,310.6702,38.61333,28.17667,1007.7602,28.481659999999998,0.0
2021-09-12 18:00:0,88.03922,209.0064,39.59333,27.74,1007.65808,27.82,0.0
2021-09-12 18:30:0,2.15751,106.7114,41.24333,27.14,1007.64992,27.086440000000003,0.0
2021-09-12 19:00:0,-57.66469,32.23601,44.79667,26.065,1007.666,25.895,0.0
2021-09-12 19:30:0,-74.99672,5.327661,48.7,24.815,1007.717,24.51666,0.0
2021-09-12 20:00:0,-72.5822,0.0,53.973330000000004,23.33,1007.7348800000001,22.54,0.0
2021-09-12 20:30:0,-68.67144,0.0,57.75,22.22,1008.1696400000001,21.275,0.0
2021-09-12 21:00:0,-66.41481,0.0,60.028330000000004,21.38,1008.4119199999999,20.49,0.0
2021-09-12 21:30:0,-65.42905,0.0,60.935,20.851670000000002,1008.49772,19.97,0.0
2021-09-12 22:00:0,-63.820969999999996,0.0,62.21666999999999,20.348329999999997,1008.4038800000001,19.6,0.0
2021-09-12 22:30:0,-61.23509,0.0,63.96666999999999,19.718329999999998,1008.22676,18.473329999999997,0.0
2021-09-12 23:00:0,-58.9343,0.0,66.27,19.13166,1008.0576800000001,17.596610000000002,0.0
2021-09-12 23:30:0,-57.1951,0.0,68.70333000000001,18.675,1007.82692,17.43833,0.0
2021-09-13 00:00:0,-57.32877,0.0,69.63167,18.43,1007.7168800000001,17.06833,0.0
2021-09-13 00:30:0,-55.276740000000004,0.0,70.93499,18.136670000000002,1007.6841199999999,16.61666,0.0
2021-09-13 01:00:0,-54.15501,0.0,71.48333000000001,17.995,1007.66708,16.28,0.0
2021-09-13 01:30:0,-53.980090000000004,0.0,72.02499,17.831670000000003,1007.6337199999999,16.273329999999998,0.0
2021-09-13 02:00:0,-55.396930000000005,0.0,73.29,17.57667,1007.3832800000001,16.48,0.0
2021-09-13 02:30:0,-53.99006,0.0,73.60667,17.543329999999997,1007.32124,16.17833,0.0
2021-09-13 03:00:0,-51.83688,0.0,74.27333,17.37,1007.1308,15.745,0.0
2021-09-13 03:30:0,-49.961529999999996,0.0,76.29333000000001,16.99833,1007.17124,15.383329999999999,0.0
2021-09-13 04:00:0,-49.108779999999996,0.0,78.43,16.616670000000003,1006.9930400000001,14.915,0.0
2021-09-13 04:30:0,-49.28756,0.0,79.38499,16.44833,1007.03336,14.56833,0.0
2021-09-13 05:00:0,-47.20487,0.0,81.075,16.18,1006.83836,14.321670000000001,0.0
2021-09-13 05:30:0,-47.59636,0.0,82.245,16.02,1006.5914,14.515,0.0
2021-09-13 06:00:0,-47.695370000000004,0.0,82.42333,16.15,1006.3067599999999,14.72667,0.0
2021-09-13 06:30:0,-49.13835,0.0,81.27333,16.50167,1006.1106800000001,14.913329999999998,0.0
2021-09-13 07:00:0,-40.2631,9.814193,81.40833,16.58,1006.1912,14.528329999999999,0.0
2021-09-13 07:30:0,7.500574,64.47372,79.47334000000001,17.21333,1006.0649599999999,15.74915,0.0
2021-09-13 08:00:0,63.0573,137.1455,75.45999,18.54,1006.1246,18.238329999999998,0.0
2021-09-13 08:30:0,70.20152,152.8984,74.15333000000001,19.355,1005.8564,19.25167,0.0
2021-09-13 09:00:0,185.3829,291.8983,70.23833,20.85,1005.59156,20.8,0.0
2021-09-13 09:30:0,248.4438,356.5655,65.23167,22.473329999999997,1005.70964,22.71167,0.0
2021-09-13 10:00:0,290.1591,407.6142,63.52,23.26666,1005.8384,23.665,0.0
2021-09-13 10:30:0,315.8475,437.8791,60.215,24.625,1005.707,25.116670000000003,0.0
2021-09-13 11:00:0,433.7923,580.0626,56.485,26.00167,1005.4793599999999,26.72881,0.0
2021-09-13 11:30:0,435.1074,581.0543,51.84166,27.56167,1005.3706400000001,28.405,0.0
2021-09-13 12:00:0,186.3561,290.3511,51.53833,27.76333,1005.2633599999999,28.28,0.0
2021-09-13 12:30:0,285.1542,402.4866,51.09166,28.17833,1005.15884,28.785,0.0
2021-09-13 13:00:0,414.81300000000005,545.1131,49.255,29.101670000000002,1004.8924400000001,29.842370000000003,0.0
2021-09-13 13:30:0,436.0865,587.2334,38.03167,31.78,1004.3612,32.545,0.0
2021-09-13 14:00:0,609.1032,791.7912,30.795,33.16667,1003.9466,34.32542,0.0
2021-09-13 14:30:0,387.9758,543.2307,28.766659999999998,33.561659999999996,1003.9814,34.425,0.0
2021-09-13 15:00:0,512.6553,690.7097,28.006659999999997,33.248329999999996,1003.9760000000001,34.01667,0.0
2021-09-13 15:30:0,445.8352,617.817,27.40833,33.00666,1003.9197199999999,33.74746,0.0
2021-09-13 16:00:0,331.7613,483.0598,27.74333,32.81333,1003.6972400000001,33.37833,0.0
2021-09-13 16:30:0,302.3758,457.1308,29.56833,32.915,1003.41584,33.41833,0.0
2021-09-13 17:00:0,95.04566,188.5232,29.031670000000002,32.38,1003.37828,32.65333,0.0
2021-09-13 17:30:0,60.55251,135.8115,31.808329999999998,31.756659999999997,1003.3515199999999,31.965,0.0
2021-09-13 18:00:0,25.91785,96.28411,34.27666,31.37,1003.3380800000001,31.49833,0.0
2021-09-13 18:30:0,-21.42855,48.46161,36.82333,30.60833,1003.4613199999999,30.56,0.0
2021-09-13 19:00:0,-44.242340000000006,25.10683,39.64833,29.65,1003.81784,29.5,0.0
2021-09-13 19:30:0,-55.188140000000004,1.311057,43.12666,28.37333,1003.9916,27.94,0.0
2021-09-13 20:00:0,-56.228069999999995,0.0,46.513329999999996,27.53333,1004.10176,26.613329999999998,0.0
2021-09-13 20:30:0,-46.381209999999996,0.0,48.75333,26.83333,1004.2144400000001,26.05667,0.0
2021-09-13 21:00:0,-39.43496,0.0,49.19167,26.58833,1004.732,26.078329999999998,0.0
2021-09-13 21:30:0,-36.22449,0.12219660000000002,48.366659999999996,26.62167,1005.2576,26.331670000000003,0.0
2021-09-13 22:00:0,-42.23274,0.0,49.02666,26.285,1005.7136,26.24833,0.0
2021-09-13 22:30:0,-33.61828,0.0,60.418330000000005,24.223329999999997,1006.148,24.331670000000003,0.0
2021-09-13 23:00:0,-29.551409999999997,0.0,68.97666,23.1,1006.2357199999999,23.19333,0.0
2021-09-13 23:30:0,-25.66674,0.0,74.32666,22.305,1006.55708,22.363329999999998,0.0
2021-09-14 00:00:0,-25.72762,0.0,78.49667,21.6,1006.77716,21.60666,0.0
2021-09-14 00:30:0,-32.60176,0.0,80.78833,21.26833,1006.4956400000001,21.13,0.0
2021-09-14 01:00:0,-38.92497,0.0,83.31999,20.67667,1006.12544,20.535,0.0
2021-09-14 01:30:0,-37.144,0.0,84.94999,20.32667,1005.806,20.145,0.0
2021-09-14 02:00:0,-35.383340000000004,0.0,85.56333000000001,19.995,1005.40616,19.86,0.0
2021-09-14 02:30:0,-47.85518,0.01735891,76.97334000000001,20.68,1005.25592,20.24667,0.0
2021-09-14 03:00:0,-56.64388,0.0,78.56667,20.05667,1005.14324,19.52167,0.0
2021-09-14 03:30:0,-59.16865,0.0,82.70999,19.235,1004.7004400000001,18.66333,0.0
2021-09-14 04:00:0,-57.973440000000004,0.0,86.47832,18.54167,1004.60108,17.78666,0.0
2021-09-14 04:30:0,-47.0962,0.0,87.74667,18.26667,1004.5528400000001,17.31167,0.0
2021-09-14 05:00:0,-45.12522,0.001388839,88.09834000000001,18.125,1004.4830000000001,17.65333,0.0
2021-09-14 05:30:0,-51.44378,0.0,87.755,18.18667,1004.4267199999999,17.986439999999998,0.0
2021-09-14 06:00:0,-44.99694,0.0,89.09,17.93833,1004.1744800000001,17.706670000000003,0.0
2021-09-14 06:30:0,-42.632490000000004,0.0,90.71667,17.57667,1004.3112800000001,17.255,0.0
2021-09-14 07:00:0,-19.52279,2.575308,89.68833000000001,17.88166,1003.99736,17.66101,0.0
2021-09-14 07:30:0,-6.590469000000001,23.56073,88.17,18.255,1004.0160800000001,18.205,0.0
2021-09-14 08:00:0,19.35951,63.6758,86.84499,18.633329999999997,1003.9946,18.67,0.0
2021-09-14 08:30:0,29.53725,61.81961,85.68666,19.26333,1004.22272,19.435,0.0
2021-09-14 09:00:0,108.3511,164.636,84.67,20.185,1004.3139199999999,20.44333,0.0
2021-09-14 09:30:0,156.1366,228.175,82.67166,21.525,1004.1315199999999,21.92333,0.0
2021-09-14 10:00:0,218.2588,311.1956,79.27333,22.925,1004.19596,23.365,0.0
2021-09-14 10:30:0,267.5603,366.3692,74.42,24.308329999999998,1004.1698,24.79166,0.0
2021-09-14 11:00:0,315.2648,414.0764,66.22334000000001,25.953329999999998,1003.99148,26.511670000000002,0.0
2021-09-14 11:30:0,474.57,603.7265,57.161669999999994,27.695,1004.05652,28.52,0.0
2021-09-14 12:00:0,348.3173,453.8447,50.22667,28.74833,1004.1974,29.5,0.0
2021-09-14 12:30:0,158.5851,220.7536,45.775,28.75167,1004.21504,29.195,0.0
2021-09-14 13:00:0,247.2662,331.059,44.91833,28.73667,1004.22224,29.21333,0.0
2021-09-14 13:30:0,461.0015,586.3987,44.00666,29.14333,1004.24732,30.030509999999996,0.0
2021-09-14 14:00:0,449.3356,572.2966,43.766659999999995,28.941670000000002,1004.48684,29.87167,0.0
2021-09-14 14:30:0,409.225,544.0735,44.125,28.89333,1004.4599599999999,29.8661,0.0
2021-09-14 15:00:0,262.5232,367.496,47.50666,27.683329999999998,1004.55344,28.385,0.0
2021-09-14 15:30:0,401.4601,533.7002,49.84,27.0,1004.6106800000001,27.81333,0.0
2021-09-14 16:00:0,353.119,483.1864,50.818329999999996,26.54167,1004.54804,27.258329999999997,0.0
2021-09-14 16:30:0,337.3851,473.225,48.91833,26.58667,1004.5628,27.275,0.0
2021-09-14 17:00:0,255.5515,384.4771,47.865,26.59667,1004.4960800000001,27.12373,0.0
2021-09-14 17:30:0,169.6383,286.2704,47.21,26.468329999999998,1004.6220800000001,26.89,0.0
2021-09-14 18:00:0,87.10213,170.1459,51.50666,25.258329999999997,1004.8983199999999,25.62,0.0
