Freq [GHz],"dB(S(2,1)) [] - $eps1='4' $eps2='0.3'","dB(S(2,1)) [] - $eps1='4.5' $eps2='0.45'","dB(S(2,1)) [] - $eps1='5' $eps2='0.6'","dB(S(2,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(2,1)) [] - $eps1='6' $eps2='0.9'","dB(S(2,1)) [] - $eps1='6.5' $eps2='1'","dB(S(2,1)) [] - $eps1='7' $eps2='1.1'","dB(S(2,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(2,1)) [] - $eps1='8' $eps2='1.4'","dB(S(2,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(2,1)) [] - $eps1='9' $eps2='1.8'","dB(S(2,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(2,1)) [] - $eps1='10' $eps2='2.1'","dB(S(2,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(2,1)) [] - $eps1='11' $eps2='2.5'","dB(S(2,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(2,1)) [] - $eps1='12' $eps2='2.8'","dB(S(2,1)) [] - $eps1='12.5' $eps2='2.95'","dB(S(2,1)) [] - $eps1='13' $eps2='3.1'","dB(S(2,1)) [] - $eps1='13.5' $eps2='3.25'","dB(S(2,1)) [] - $eps1='14' $eps2='3.4'","dB(S(2,1)) [] - $eps1='14.5' $eps2='3.55'","dB(S(2,1)) [] - $eps1='15' $eps2='3.7'","dB(S(2,1)) [] - $eps1='15.5' $eps2='3.85'","dB(S(2,1)) [] - $eps1='16' $eps2='4'","arg(S(2,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(2,1)) [deg] - $eps1='4.5' $eps2='0.45'","arg(S(2,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(2,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(2,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(2,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(2,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(2,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(2,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(2,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(2,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(2,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(2,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(2,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(2,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(2,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(2,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(2,1)) [deg] - $eps1='12.5' $eps2='2.95'","arg(S(2,1)) [deg] - $eps1='13' $eps2='3.1'","arg(S(2,1)) [deg] - $eps1='13.5' $eps2='3.25'","arg(S(2,1)) [deg] - $eps1='14' $eps2='3.4'","arg(S(2,1)) [deg] - $eps1='14.5' $eps2='3.55'","arg(S(2,1)) [deg] - $eps1='15' $eps2='3.7'","arg(S(2,1)) [deg] - $eps1='15.5' $eps2='3.85'","arg(S(2,1)) [deg] - $eps1='16' $eps2='4'",
0.1567514677,-52.49787416,-52.23587546,-51.9515133,-51.72019227,-51.6686256,-51.5479905,-51.34670778,-51.38336705,-51.34976052,-51.18538235,-51.20824132,-51.22507616,-51.14162891,-51.20645572,-51.21118524,-51.18070064,-51.1869672,-51.22665673,-51.24380478,-51.16358448,-51.1801661,-51.16643982,-51.19006475,-50.96385139,-51.22507742,32.77321653,30.31497793,27.90697082,25.92501168,24.37540695,23.12006742,21.40591381,20.37571914,19.45724052,19.10331724,19.48302273,18.9803926,18.53872517,18.86784785,19.62324054,19.20904708,18.93718766,18.81699256,18.52890546,18.29660256,17.9943268,17.90766424,17.5985449,17.30723065,17.13807161,
0.1624266145,-51.84381049,-51.58248219,-51.29791591,-51.06549489,-51.0124275,-50.88794492,-50.68462611,-50.71808869,-50.6805725,-50.51066179,-50.52971381,-50.54467672,-50.45879666,-50.52457809,-50.52879843,-50.49768018,-50.50286124,-50.54093021,-50.55815894,-50.47629648,-50.49245386,-50.47727832,-50.50073574,-50.27224588,-50.53477586,28.56382918,26.02338755,23.53530484,21.48305099,19.87154762,18.55905739,16.79476458,15.71552432,14.75918656,14.38012118,14.76432055,14.24920619,13.7945437,14.13460286,14.91067172,14.48869876,14.20754565,14.07937846,13.78893583,13.54789277,13.23757749,13.14827235,12.83341527,12.53409848,12.36155056,
0.1681017613,-51.20355696,-50.9421363,-50.65685517,-50.42282192,-50.36776758,-50.23945688,-50.03304363,-50.06298388,-50.02122414,-49.84486688,-49.86059703,-49.87353622,-49.78492491,-49.85167074,-49.85575196,-49.82372827,-49.82783125,-49.86455852,-49.88098314,-49.79750629,-49.81306775,-49.79638848,-49.81963278,-49.58859299,-49.85244472,24.35254932,21.72852252,19.16313636,17.04171003,15.36907118,14.00262334,12.1862324,11.05789871,10.06345786,9.666715049,10.05110844,9.526495755,9.056275371,9.408762146,10.20494715,9.774755549,9.486641972,9.354589388,9.05513382,8.80656094,8.487369587,8.394882068,8.075569936,7.768053964,7.592388488,
0.173776908,-50.57524536,-50.31329514,-50.02675942,-49.79052665,-49.73301657,-49.60018672,-49.39030415,-49.41628892,-49.3698147,-49.1878918,-49.19908276,-49.2097031,-49.11806961,-49.18597123,-49.19007462,-49.15697122,-49.15979491,-49.19507362,-49.21079971,-49.12539767,-49.14028083,-49.12188133,-49.14476224,-48.91098791,-49.17608147,20.1354464,17.43330395,14.79064755,12.60123205,10.86851108,9.446924082,7.57988402,6.403155107,5.368939555,4.945526819,5.341747809,4.803134883,4.322613814,4.688105613,5.504951266,5.06566239,4.770223516,4.634334944,4.326468222,4.070643098,3.744700838,3.649072963,3.323468784,3.006727002,2.826916292,
0.1794520548,-49.9574177,-49.69447133,-49.40606083,-49.16713758,-49.10673209,-48.96883377,-48.7549517,-48.776186,-48.72484629,-48.53728396,-48.54350147,-48.55147371,-48.45649403,-48.52586894,-48.53017021,-48.49578844,-48.49721488,-48.53101125,-48.54558442,-48.45820741,-48.47233982,-48.45206641,-48.47445298,-48.23773342,-48.50414609,15.91694109,13.13658489,10.41812542,8.161010275,6.369098905,4.891889198,2.973649981,1.749489593,0.6764872918,0.2307121639,0.634086451,0.08313046104,-0.4094617302,-0.02920386125,0.8088174265,0.3609585241,0.05832044825,-0.08157478889,-0.3983039213,-0.6608905819,-0.9959921402,-1.09492084,-1.425753294,-1.752381916,-1.934039856,
0.1851272016,-49.34884965,-49.08436915,-48.79358431,-48.551267,-48.48739571,-48.34400251,-48.12545535,-48.14199664,-48.08481029,-47.88911932,-47.8920437,-47.89733718,-47.79871056,-47.86971279,-47.87448063,-47.83882373,-47.8384982,-47.8697999,-47.8839771,-47.79443334,-47.80764146,-47.7854292,-47.80715417,-47.56717607,-47.83491997,11.69768414,8.839025656,6.044847597,3.720491577,1.869455754,0.3361883587,-1.633414908,-2.906471972,-4.016238075,-4.484126017,-4.072497553,-4.634815449,-5.142090695,-4.745912867,-3.886169368,-4.341368227,-4.653258048,-4.800511543,-5.122700318,-5.394337053,-5.736232835,-5.839546834,-6.175437146,-6.511654964,-6.696865256,
0.1908023483,-48.74698161,-48.48165158,-48.18785674,-47.94161184,-47.87374943,-47.72434051,-47.50053826,-47.51170566,-47.44825388,-47.24602132,-47.24409187,-47.24555655,-47.14320244,-47.21593333,-47.22150888,-47.18403017,-47.18201373,-47.21240762,-47.224653,-47.13253877,-47.14468775,-47.12038829,-47.14125457,-46.89861861,-47.16687115,7.479433385,4.540353341,1.670705733,-0.7211738173,-2.631202584,-4.221728635,-6.245014827,-7.566435327,-8.716543418,-9.205357214,-8.785767203,-9.358826052,-9.877993045,-9.464331977,-8.582376156,-9.046447016,-9.366188935,-9.519571176,-9.848996078,-10.12907335,-10.47922131,-10.58711667,-10.92823924,-11.27176633,-11.46229139,
0.1964774951,-48.15477882,-47.88516397,-47.58775453,-47.3369857,-47.26459602,-47.10868329,-46.87896715,-46.88423186,-46.81398915,-46.60354444,-46.59747791,-46.59514117,-46.48864428,-46.5633931,-46.56987991,-46.53049581,-46.52664915,-46.55477196,-46.56550942,-46.47112035,-46.48207118,-46.45539261,-46.47550177,-46.22850098,-46.49869927,3.253721789,0.2400683889,-2.705188461,-5.1651629,-7.134617727,-8.783697048,-10.86073866,-12.23236704,-13.42262927,-13.93238058,-13.50376629,-14.08757849,-14.62115509,-14.18839928,-13.2825247,-13.75561527,-14.08321584,-14.2401295,-14.57942333,-14.86978259,-15.2282396,-15.34119206,-15.68772794,-16.04708059,-16.23559035,
0.2021526419,-47.56653776,-47.29382108,-46.99215371,-46.73625659,-46.65877563,-46.49586609,-46.25961013,-46.25841579,-46.18087838,-45.96223887,-45.95122137,-45.94474042,-45.83374432,-45.91058543,-45.91827586,-45.87677801,-45.87081756,-45.89680345,-45.90612383,-45.80878486,-45.81846689,-45.78946744,-45.80829693,-45.55759582,-45.82891095,-0.9731868399,-4.062059193,-7.083864039,-9.612872581,-11.64252232,-13.35176952,-15.48545891,-16.90757442,-18.13968068,-18.67125343,-18.23157065,-18.82716299,-19.37464032,-18.92069923,-17.99034841,-18.47250946,-18.80830926,-18.96646341,-19.31968354,-19.61955565,-19.98701703,-20.10558015,-20.45780561,-20.8312684,-21.02025022,
0.2078277886,-46.9829939,-46.70653849,-46.40000164,-46.13829319,-46.05522644,-45.88481134,-45.64136875,-45.63322284,-45.54837065,-45.32008388,-45.30415407,-45.29333104,-45.17728783,-45.25635085,-45.26548739,-45.22152513,-45.2134153,-45.23703318,-45.24468911,-45.1445225,-45.1526356,-45.12110619,-45.13864754,-44.88356054,-45.15634248,-5.200633419,-8.367368611,-11.4665036,-14.0658243,-16.15672355,-17.92817753,-20.11999804,-21.59496842,-22.87346435,-23.42413015,-22.97273428,-23.5795713,-24.14264553,-23.66530651,-22.70886382,-23.19968421,-23.54534652,-23.7087158,-24.07234467,-24.38348672,-24.75976473,-24.88495631,-25.24281409,-25.63010054,-25.82056871,
0.2135029354,-46.40324739,-46.12235347,-45.81029649,-45.54227539,-45.45296587,-45.27453744,-45.02328674,-45.00763005,-44.9137223,-44.67648217,-44.65516806,-44.63971007,-44.51814117,-44.59956382,-44.61036075,-44.56395152,-44.55325346,-44.57432089,-44.58020788,-44.47692249,-44.48339464,-44.44918831,-44.4652643,-44.20577932,-44.47980453,-9.431870321,-12.67667499,-15.85448861,-18.5257103,-20.67955759,-22.51543315,-24.76559658,-26.29788398,-27.61884972,-28.19589507,-27.73126388,-28.35037488,-28.92939287,-28.42649444,-27.44222049,-27.94320323,-28.29820295,-28.46772651,-28.84227415,-29.16512945,-29.55099928,-29.68363489,-30.04789636,-30.4505967,-30.64186932,
0.2191780822,-45.8262353,-45.54024266,-45.22210815,-44.94706618,-44.85102244,-44.66408599,-44.40435952,-44.38067044,-44.27751207,-44.0302487,-44.00324204,-43.98220921,-43.85526399,-43.93908842,-43.95185359,-43.90255535,-43.8892165,-43.90762588,-43.91154519,-43.80496056,-43.8096549,-43.77260158,-43.78703812,-43.52290168,-43.79816902,-13.66767338,-16.9914723,-20.24960561,-22.99464877,-25.21329314,-27.11635298,-29.43181892,-31.019532,-32.38846933,-32.99111105,-32.5117428,-33.142792,-33.74019896,-33.20869694,-32.19468404,-32.70635505,-33.07146227,-33.24875931,-33.63399631,-33.96961155,-34.36572193,-34.50654534,-34.87776753,-35.29747777,-35.48940478,
0.224853229,-45.25115198,-44.9594704,-44.63452739,-44.35191372,-44.24853238,-44.05260564,-43.78378883,-43.7515792,-43.63874551,-43.38056586,-43.34739343,-43.32077151,-43.18763534,-43.27396552,-43.28877188,-43.23647213,-43.22029263,-43.23583094,-43.23768393,-43.12758611,-43.13035094,-43.09032416,-43.10296638,-42.83386586,-43.11038308,-17.90851973,-21.31311882,-24.65347105,-27.47497292,-29.7605712,-31.73356797,-34.11629969,-35.76452432,-37.18575401,-37.8121951,-37.31868276,-37.9638285,-38.57956092,-38.01694083,-36.97054127,-37.49377814,-37.87042157,-38.05770581,-38.45169378,-38.80262248,-39.20930821,-39.35955545,-39.73790296,-40.17656011,-40.36889535,
0.2305283757,-44.67653891,-44.37903562,-44.04673345,-43.7558759,-43.64461437,-43.43923105,-43.1607222,-43.11936828,-42.99630201,-42.72773563,-42.68681268,-42.65411683,-42.5143416,-42.60320832,-42.62035881,-42.564703,-42.54546598,-42.55798631,-42.55764606,-42.44402544,-42.44450877,-42.40138304,-42.41201899,-42.13776855,-42.41546593,-22.15712265,-25.64322812,-29.06838675,-31.96879399,-34.32403144,-36.37060233,-38.82449968,-40.53597641,-42.01259373,-42.66165205,-42.15773302,-42.82008607,-43.45325033,-42.85661358,-41.77637395,-42.31136055,-42.70018016,-42.89333489,-43.30409047,-43.66883761,-44.08815838,-44.24827569,-44.63514092,-45.09441794,-45.28693444,
0.2362035225,-44.10402762,-43.79825483,-43.45789426,-43.15819577,-43.03851012,-42.82318795,-42.53429923,-42.48348786,-42.34935045,-42.06731276,-42.02025124,-41.98119508,-41.83453562,-41.92596354,-41.94556053,-41.88633255,-41.86390773,-41.87319232,-41.87048363,-41.75279008,-41.75134768,-41.70479281,-41.71332083,-41.43354327,-41.7125446,-26.41272912,-29.98380309,-33.49641736,-36.47922611,-38.90693036,-41.03076233,-43.55981295,-45.33936052,-46.87796452,-47.55934219,-47.03365509,-47.71148066,-48.3678897,-47.73358218,-46.61626014,-47.16454912,-47.56643571,-47.76911285,-48.19397966,-48.57634543,-49.00844906,-49.18018708,-49.57571582,-50.05776004,-50.2502548,
0.2418786693,-43.52865143,-43.21626594,-42.86724771,-42.55809095,-42.42944345,-42.20374391,-41.90393298,-41.84308049,-41.69743359,-41.40218653,-41.34735797,-41.30134522,-41.14742947,-41.24143659,-41.26359959,-41.2003874,-41.17469644,-41.18062488,-41.17521396,-41.05353662,-41.04966678,-40.99982499,-41.00606513,-40.72061875,-41.00075869,-30.67897245,-34.33676223,-37.94010342,-41.00880423,-43.51241721,-45.7177622,-48.32684596,-50.17850784,-51.77825396,-52.49536762,-51.95185892,-52.6495008,-53.32968615,-52.65420261,-51.49674751,-52.05879101,-52.47611417,-52.68999651,-53.13029881,-53.53042875,-53.97537601,-54.16177647,-54.56720148,-55.07434591,-55.26673376,
0.247553816,-42.95310527,-42.63239137,-42.27405877,-41.95485427,-41.81672385,-41.58021149,-41.26893826,-41.19764265,-41.03981535,-40.73129105,-40.66818779,-40.61400157,-40.45231752,-40.54872134,-40.57369438,-40.50651131,-40.47705366,-40.47951632,-40.47149548,-40.34556437,-40.33903413,-40.28567867,-40.28940053,-39.99802193,-40.27938144,-34.9570449,-38.7046391,-42.40214823,-45.56079821,-48.14419643,-50.4355965,-53.13014625,-55.05762028,-56.72797606,-57.48130273,-56.92102818,-57.63848303,-58.34570309,-57.62541254,-56.42448278,-57.00362961,-57.43572538,-57.6617059,-58.1180395,-58.53920684,-58.99938299,-59.20067038,-59.61726863,-60.15241222,-60.34457032,
0.2532289628,-42.37541851,-42.04585415,-41.67742748,-41.34779262,-41.19968101,-40.9519492,-40.62867504,-40.54633131,-40.37600357,-40.05210303,-39.98044789,-39.9185537,-39.74859742,-39.84732569,-39.87510281,-39.80333318,-39.77030694,-39.76902241,-39.75854313,-39.62797518,-39.61873941,-39.5617044,-39.56275676,-39.26519472,-39.54778618,-39.24953315,-43.08979104,-46.88498557,-50.13856513,-52.80606497,-55.18848541,-57.97460107,-59.98513641,-61.72876565,-62.52447751,-61.94746943,-62.68604647,-63.42390656,-62.65465057,-61.40652188,-62.00259044,-62.45317791,-62.69288414,-63.167824,-63.61106208,-64.08755636,-64.30563576,-64.73494658,-65.30086724,-65.49284871,
0.2589041096,-41.7951015,-41.45603033,-41.0772789,-40.73626758,-40.57767836,-40.31836616,-39.98256909,-39.88894711,-39.70557742,-39.36605622,-39.28482871,-39.21447806,-39.0357342,-39.13662145,-39.16724352,-39.09112638,-39.05386257,-39.04869391,-39.03548538,-38.90021065,-38.88817136,-38.82731433,-38.82568162,-38.52162739,-38.80545066,-43.558824,-47.49495806,-51.3933294,-54.74574287,-57.50216425,-59.98097797,-62.86482871,-64.96336446,-66.78910168,-67.63681034,-67.03725297,-67.80312252,-68.57191577,-67.75001889,-66.45063104,-67.06707597,-67.53642282,-67.79218018,-68.28829998,-68.75440137,-69.24902931,-69.48591544,-69.92965441,-70.52952081,-70.72121545,
0.2645792564,-41.21153043,-40.86230671,-40.47240838,-40.1196404,-39.95017231,-39.67892044,-39.33072617,-39.22492484,-39.02803172,-38.67193776,-38.58069975,-38.50119573,-38.31337197,-38.41613417,-38.44958262,-38.36856998,-38.32721496,-38.31805343,-38.30178296,-38.16185666,-38.1468436,-38.08222278,-38.07749687,-37.76699086,-38.05200707,-47.88726218,-51.92313698,-55.92912659,-59.38631632,-62.23680931,-64.81791327,-67.80629102,-69.99962616,-71.914388,-72.81004532,-72.19851293,-72.99418708,-73.79957456,-72.91996385,-71.56510885,-72.20352551,-72.69425045,-72.96744194,-73.48345609,-73.97887771,-74.4935254,-74.75162639,-75.21112387,-75.84883849,-76.04015614,
0.2702544031,-40.62364404,-40.2639751,-39.86237781,-39.49736179,-39.31649469,-39.03312463,-38.67095884,-38.55390396,-38.34316693,-37.96975723,-37.86729323,-37.77852085,-37.58121154,-37.6855279,-37.72170076,-37.63561189,-37.5899659,-37.57671019,-37.5572401,-37.41256487,-37.39457524,-37.32597591,-37.3181626,-37.0011453,-37.28724086,-52.23493217,-56.37748941,-60.49634634,-64.06445442,-67.01516999,-69.70444785,-72.80515592,-75.09994168,-77.11174012,-78.06703676,-77.44113562,-78.26970591,-79.11567297,-78.17393613,-76.75884426,-77.42166563,-77.93624487,-78.22928096,-78.76876428,-79.29435853,-79.83105247,-80.11275627,-80.59040516,-81.26680619,-81.46099444,
