"Freq [GHz]","dB(S(1,1)) [] - $eps1='1' $eps2='0'","dB(S(1,1)) [] - $eps1='2' $eps2='0.1'","dB(S(1,1)) [] - $eps1='3' $eps2='0.2'","dB(S(1,1)) [] - $eps1='4' $eps2='0.3'","dB(S(1,1)) [] - $eps1='5' $eps2='0.6'","dB(S(1,1)) [] - $eps1='6' $eps2='0.9'","dB(S(1,1)) [] - $eps1='7' $eps2='1.1'","dB(S(1,1)) [] - $eps1='8' $eps2='1.4'","dB(S(1,1)) [] - $eps1='9' $eps2='1.8'","dB(S(1,1)) [] - $eps1='10' $eps2='2.1'","dB(S(1,1)) [] - $eps1='11' $eps2='2.5'","dB(S(1,1)) [] - $eps1='12' $eps2='2.8'","arg(S(1,1)) [deg] - $eps1='1' $eps2='0'","arg(S(1,1)) [deg] - $eps1='2' $eps2='0.1'","arg(S(1,1)) [deg] - $eps1='3' $eps2='0.2'","arg(S(1,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(1,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(1,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(1,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(1,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(1,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(1,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(1,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(1,1)) [deg] - $eps1='12' $eps2='2.8'"
0.1,-0.0948779459461623,-0.0977971028433822,-0.0988482827074783,-0.0989718862680282,-0.103880220209354,-0.101598826911764,-0.0998645445171697,-0.0960376244501799,-0.0915860539595715,-0.0910328390079638,-0.0898301225761736,-0.0894737252960129,-41.5633228623938,-41.4352416846627,-41.3979661748475,-41.1927704868027,-41.809550529563,-41.5361827508014,-41.3853278057679,-41.4036613690439,-40.9870840213046,-40.9881679910846,-40.738490253887,-40.651815422006
0.105675146771037,-0.0999817753626658,-0.103073256336027,-0.10422975826373,-0.104439527331477,-0.109772272558115,-0.107598016926334,-0.105873562078141,-0.101814512894958,-0.0969431364787201,-0.0963232280579202,-0.0950067866940824,-0.0946317665954096,-43.8223012102713,-43.6961865423689,-43.663216527397,-43.4538228612979,-44.1019286330566,-43.8184074149583,-43.6647623492127,-43.6864425988579,-43.251707619914,-43.2531671572357,-42.9917554620583,-42.9018636664693
0.111350293542074,-0.105026531103931,-0.108299886285958,-0.109580279351075,-0.109897817321302,-0.11567867889347,-0.11363469886574,-0.111937712194929,-0.10765790744345,-0.102354225974474,-0.101663000524838,-0.100227908054129,-0.0998340880583371,-46.0688018305734,-45.9462200345256,-45.9186123987455,-45.7061652716759,-46.3851701557971,-46.0921776094624,-45.9365019476855,-45.9617273953715,-45.5096261881277,-45.5114889804025,-45.2387162928886,-45.1458406949301
0.117025440313112,-0.110011019080983,-0.113478524919913,-0.114904312182281,-0.115353422402672,-0.121607823953643,-0.119716608313443,-0.118063146803121,-0.113570781200388,-0.107823976055375,-0.107054750364216,-0.105498474091122,-0.105084287726002,-48.3026124346583,-48.1852040756859,-48.1640606049705,-47.9497436822176,-48.6592113965229,-48.3574508693716,-48.2005164201185,-48.2294692171479,-47.7608005636325,-47.7631217912515,-47.4793522385119,-47.3837167604456
0.122700587084149,-0.114935224209626,-0.118611821136938,-0.120207304562865,-0.12081349515109,-0.127568662629589,-0.125851256837088,-0.124254317669594,-0.119555479625235,-0.113352705669366,-0.112495595972898,-0.110818088147072,-0.110381010333731,-50.5235621982719,-50.4130323373701,-50.3994981691881,-50.1845332154067,-50.9240334513456,-50.6142101914786,-50.4568023035878,-50.4896349402818,-50.0052152351422,-50.0079407502418,-49.7136083664565,-49.6154815445966
0.128375733855186,-0.119799085494553,-0.123703318975403,-0.12549564986866,-0.126287044767022,-0.133570785367345,-0.132046435690304,-0.130513507556297,-0.125605677840801,-0.118934252615302,-0.11797478592784,-0.116181833405669,-0.115714812988809,-52.7315062813952,-52.6296309592312,-52.6248940115181,-52.4105376836824,-53.1796282154343,-52.8624738571576,-52.7053934078578,-52.7422889974159,-52.242894063626,-52.2460649361964,-51.9415652004581,-51.8411633227417
0.134050880626223,-0.124603790968606,-0.128757487555121,-0.130776836760435,-0.131783298773026,-0.139623922376259,-0.138307311809672,-0.136840658105226,-0.131710359640601,-0.124555168436985,-0.123473395185949,-0.121573854369921,-0.121067449679778,-54.9263408994258,-54.8349600662462,-54.8402495931103,-54.6277924269477,-55.426029955409,-55.1022901654785,-54.9463726650329,-54.9874692574787,-54.4739243588593,-54.4775680354239,-54.1632675777069,-54.0608570999598
0.13972602739726,-0.129351800764605,-0.133779677791331,-0.136059219419295,-0.137312295537874,-0.145737645176237,-0.144638522480039,-0.143230754541321,-0.137855582565651,-0.13019457568719,-0.128964479978666,-0.126971254032738,-0.126412070183978,-57.1080085645265,-57.0290142971199,-57.0456010448852,-56.8363651785661,-57.6633150076229,-57.3337545413922,-57.179874870841,-57.2253746490659,-56.6984906201295,-56.7026678581443,-56.3788964013165,-56.2747629693804
0.145401174168297,-0.13404416783485,-0.138776311930669,-0.141352186393547,-0.142884652792396,-0.151921338582272,-0.151042678429562,-0.149679114088071,-0.144026094932827,-0.135827179864943,-0.134417642913961,-0.132344602232812,-0.131716290688491,-59.2764483676601,-59.2118255908405,-59.2410201215724,-59.0363585765816,-59.8915816633159,-59.5570135712197,-59.4061250635371,-59.4563407148938,-58.9169123827278,-58.9217400234295,-58.5887702896253,-58.483232334529
0.151076320939335,-0.13868590675043,-0.143754667325171,-0.146666088923112,-0.148512053177434,-0.158183670559827,-0.157520723761326,-0.156178304499719,-0.150208388711442,-0.141428944007119,-0.139807623665519,-0.137662998278987,-0.136949416116437,-61.431696472074,-61.3834613410898,-61.4266145231659,-61.227907493448,-62.1109868690051,-61.7722769539524,-61.6254347586813,-61.6807910852032,-61.1296755945207,-61.1353525480927,-60.7933427899643,-60.6868054163703
