"Freq [GHz]","dB(S(2,1)) [] - $eps1='1' $eps2='0'","dB(S(2,1)) [] - $eps1='2' $eps2='0.1'","dB(S(2,1)) [] - $eps1='3' $eps2='0.2'","dB(S(2,1)) [] - $eps1='4' $eps2='0.3'","dB(S(2,1)) [] - $eps1='5' $eps2='0.6'","dB(S(2,1)) [] - $eps1='6' $eps2='0.9'","dB(S(2,1)) [] - $eps1='7' $eps2='1.1'","dB(S(2,1)) [] - $eps1='8' $eps2='1.4'","dB(S(2,1)) [] - $eps1='9' $eps2='1.8'","dB(S(2,1)) [] - $eps1='10' $eps2='2.1'","dB(S(2,1)) [] - $eps1='11' $eps2='2.5'","dB(S(2,1)) [] - $eps1='12' $eps2='2.8'","arg(S(2,1)) [deg] - $eps1='1' $eps2='0'","arg(S(2,1)) [deg] - $eps1='2' $eps2='0.1'","arg(S(2,1)) [deg] - $eps1='3' $eps2='0.2'","arg(S(2,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(2,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(2,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(2,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(2,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(2,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(2,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(2,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(2,1)) [deg] - $eps1='12' $eps2='2.8'"
0.156751467710372,-67.3125274820765,-64.5419816481312,-63.2365817234715,-62.4111270744633,-61.5482454960668,-60.9977946761822,-60.3678788388579,-59.5873882739037,-58.9618322092042,-58.6764507243728,-58.7625331194054,-58.6551010494821,23.3805827809936,-9.2167319875818,-31.1398032067567,-48.3645803023907,-68.5120014813658,-84.7831799416517,-98.8716753554676,-109.890254919813,-110.380993845588,-114.817343529532,-109.620943364994,-112.571267535728
0.162426614481409,-66.6500467964578,-63.8537640833153,-62.4899725228626,-61.5949433795494,-60.6798275692794,-60.0920931968645,-59.4410635058008,-58.6377756318399,-57.9632713723098,-57.6678730016887,-57.7370800551685,-57.628921775349,18.0289613333273,-15.3639772018204,-37.894786159603,-55.7668203217447,-76.8405396842347,-94.0280494438903,-108.916133997132,-120.636426599579,-121.32594003685,-125.977778386349,-120.576429084182,-123.662794066746
0.168101761252446,-66.0033222977509,-63.1752947836381,-61.7483620662486,-60.7819350860541,-59.8182598465102,-59.2000406405333,-58.5333931251241,-57.7109391828894,-56.9909156509814,-56.6847341642881,-56.7394906062737,-56.6300995308363,12.6946559115695,-21.4996301590912,-44.6658944963037,-63.2251286924461,-85.2644014516654,-103.379550724528,-119.042786135781,-131.419651273679,-132.30220007412,-137.132417110171,-131.563283729483,-134.759488529961
0.173776908023483,-65.3707089162475,-62.5050610811552,-61.0106531409929,-59.971692138197,-58.9639118341582,-58.3217686322608,-57.6429618871273,-56.8013603627559,-56.0380919243177,-55.7177860669708,-55.763089506682,-55.6501930214247,7.37679981113157,-27.6268874474317,-51.4580619793423,-70.7444592973111,-93.7821087777176,-112.823554121001,-129.226205455447,-142.207123107192,-143.262889435996,-148.234598941399,-142.526172167081,-145.806865139522
0.179452054794521,-64.7507024334708,-61.8417049159369,-60.2759119676266,-59.1639682880956,-58.1171049649039,-57.4567857789652,-56.7666710495923,-55.9019656104407,-55.0956821408782,-54.7553728514857,-54.7982224532462,-54.6778595426349,2.07445698839314,-33.7488741174203,-58.275887656117,-78.3288113099298,-102.390047818355,-122.344288346983,-139.444097565281,-152.978369174914,-154.176804280187,-159.25969010079,-153.425305258009,-156.770420959616
0.185127201565558,-64.1419223767497,-61.1840035628294,-59.5433473735992,-58.358645369268,-57.2780171547502,-56.6038925842397,-55.9003933782154,-55.0048231073079,-54.1530532236272,-53.7846855242798,-53.8331983166191,-53.7000272742357,-3.21336788201215,-39.8686414803024,-65.1236310029911,-85.9811665842534,-111.082688785796,-131.925770433099,-149.67996874645,-163.728428365789,-165.033697980514,-170.209907109899,-164.243046674755,-167.641716604061
0.190802348336595,-63.5430974690915,-60.5308535070346,-58.8122918840862,-57.5556956763985,-56.4465955792389,-55.7611671006452,-55.0392767781574,-54.1019407095464,-53.1991658414056,-52.793110761868,-52.8554712967492,-52.703235790459,-8.48773105728786,-45.9891699466815,-72.0051997445398,-93.7034440799527,-119.852971465412,-141.553384648482,-159.925318008228,-174.469253582468,-175.84701922905,178.883957575803,-174.987766825019,-178.44136242712
0.196477495107632,-62.953053051516,-59.8812557694625,-58.082184409622,-56.7551419473919,-55.6224822427096,-54.9260273482165,-54.1781355030133,-53.1860675013436,-52.2237062685748,-51.7695324214152,-51.8528735251136,-51.6749581269289,-13.7497457191004,-52.1133687239351,-78.9241423710024,-101.496480917192,-128.692801463313,-151.215452088788,-170.181062747014,174.770524475943,173.345676778879,167.963150839711,174.304881338334,170.780589190146
0.202152641878669,-62.3707003109295,-59.2343039571615,-57.3525537658394,-55.9570154023351,-54.8049609245723,-54.0953661979776,-53.3118855967968,-52.2514453750319,-51.2181697022567,-50.7055775260358,-50.8148025200742,-50.6048651525807,-19.0005770300493,-58.2440786211918,-85.8836368802932,-109.360049711976,-137.593721011202,-160.904617333829,179.541882314593,163.947224406976,162.484101976717,156.943175266115,163.572558840392,159.945872093225
0.207827788649706,-61.7950269894539,-58.5891733275481,-56.6230028451868,-55.1613129854448,-53.9929321628172,-53.2657450816407,-52.4359864214831,-51.2944955126725,-50.176909069755,-49.5969002080488,-49.7333911412873,-49.4861159258476,-24.2414426933824,-64.3840740413675,-92.8864847084717,-117.292922941672,-146.547662522578,-170.618923631545,169.222848389474,153.004877377011,151.487989196216,145.717385073444,152.728074853525,148.950359906777
0.213502935420744,-61.2250890501245,-57.9451110463215,-55.8931929443756,-54.3679550433521,-53.1849209177241,-52.4336285043113,-51.5468633069469,-50.3144399344474,-49.0982102960827,-48.4446195201458,-48.6047717723722,-48.3168378780243,-29.4736095051363,-70.5360663748325,-99.9351080067308,-125.292994724539,-155.54773699969,179.63752869398,158.832401482257,141.879158698087,140.261383051637,134.162885310527,141.662450117294,137.66798752524
0.219178082191781,-60.6600035808722,-57.3014281322322,-55.1628282045946,-53.5767462294784,-52.3791183193478,-51.5956397902524,-50.6422964561145,-49.313838668734,-47.9854247476639,-47.2569070954608,-47.4305598185723,-47.101918828982,-34.698395716856,-76.7027069555505,-107.031554122944,-133.357463213706,-164.589010703821,169.854358184906,148.33402037303,130.50277586218,128.699403104284,122.150861475885,130.250287527794,125.958170544979
0.224853228962818,-60.0989425571112,-56.6574914969415,-54.4316402898054,-52.7873416979707,-51.5734555975069,-50.7488214050288,-49.7217645753918,-48.2989573642211,-46.8480489632518,-46.0503926133691,-46.2195549121105,-45.8549897823402,-39.9171680270101,-82.8865921232237,-114.177508445269,-141.483074898711,-173.669189675838,160.015126446689,137.686475180443,118.812720544145,116.699144775535,109.564480382381,118.359891650715,113.680326946637
0.230528375733855,-59.5411271157292,-56.0127172714445,-53.6993730258366,-51.9992216683025,-50.7657050989982,-49.8908870544047,-48.7867216620693,-47.279786411585,-45.7023592337615,-44.8504783524525,-44.9893057794843,-44.5998973999873,-45.1313431710252,-89.0902677357998,-121.374319956672,-149.666425270416,177.210842272233,150.097994065934,126.846985616099,106.759613117881,104.176421863165,96.3264896220203,105.871628594729,100.719788450153
0.236203522504892,-58.9858226543558,-55.3665645855434,-52.9657676307406,-51.2116767805997,-49.9536028771236,-49.0204553614411,-47.840763689268,-46.269446136805,-44.5708463316704,-43.6891054890068,-43.7665474301597,-43.3700888870422,-50.342388910899,-95.316235144524,-128.62303854926,-157.904303652869,168.046656661529,140.07679411304,115.775250513634,94.3184854222076,91.0882798800188,82.4332797025858,92.7070697901628,87.0261224884578
0.24187866927593,-58.4323344191891,-54.7185298954231,-52.2305485890714,-50.4238062949977,-49.1349848140951,-48.1372545298143,-46.8896111651016,-45.2827264963954,-43.4795441832303,-42.5988542990105,-42.5848824033507,-42.2038877365561,-55.5518247146616,-101.566958542581,-135.924468671046,-166.194066164185,158.830123072183,129.922541056261,104.438330315191,81.498878422573,77.4565874289347,67.9821030173675,78.8655664767313,72.6541044041599
