"Freq [GHz]","dB(S(2,1)) [] - $eps1='1' $eps2='0'","dB(S(2,1)) [] - $eps1='1.5' $eps2='0.05'","dB(S(2,1)) [] - $eps1='2' $eps2='0.1'","dB(S(2,1)) [] - $eps1='2.5' $eps2='0.15'","dB(S(2,1)) [] - $eps1='3' $eps2='0.2'","dB(S(2,1)) [] - $eps1='3.5' $eps2='0.25'","dB(S(2,1)) [] - $eps1='4' $eps2='0.3'","dB(S(2,1)) [] - $eps1='4.5' $eps2='0.35'","dB(S(2,1)) [] - $eps1='5' $eps2='0.6'","dB(S(2,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(2,1)) [] - $eps1='6' $eps2='0.9'","dB(S(2,1)) [] - $eps1='6.5' $eps2='1'","dB(S(2,1)) [] - $eps1='7' $eps2='1.1'","dB(S(2,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(2,1)) [] - $eps1='8' $eps2='1.4'","dB(S(2,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(2,1)) [] - $eps1='9' $eps2='1.8'","dB(S(2,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(2,1)) [] - $eps1='10' $eps2='2.1'","dB(S(2,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(2,1)) [] - $eps1='11' $eps2='2.5'","dB(S(2,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(2,1)) [] - $eps1='12' $eps2='2.8'","dB(S(2,1)) [] - $eps1='12.5' $eps2='2.95'","arg(S(2,1)) [deg] - $eps1='1' $eps2='0'","arg(S(2,1)) [deg] - $eps1='1.5' $eps2='0.05'","arg(S(2,1)) [deg] - $eps1='2' $eps2='0.1'","arg(S(2,1)) [deg] - $eps1='2.5' $eps2='0.15'","arg(S(2,1)) [deg] - $eps1='3' $eps2='0.2'","arg(S(2,1)) [deg] - $eps1='3.5' $eps2='0.25'","arg(S(2,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(2,1)) [deg] - $eps1='4.5' $eps2='0.35'","arg(S(2,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(2,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(2,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(2,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(2,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(2,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(2,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(2,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(2,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(2,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(2,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(2,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(2,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(2,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(2,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(2,1)) [deg] - $eps1='12.5' $eps2='2.95'"
0.1,-75.3222433117938,-73.524188408075,-72.4647984355228,-71.5249052880274,-71.3997780346475,-71.2297511049084,-71.0310284203956,-70.9572972845622,-70.6639461224892,-70.8641259489246,-70.6589126740509,-70.888406473701,-70.5251902404896,-70.5152699584567,-70.3014992863494,-70.2804974588331,-70.1724105237517,-70.2254129219016,-70.1272704160445,-70.1568363078738,-70.1998676615979,-70.2696607999915,-70.2079500760475,-70.2611082101679,77.9803022666081,64.9470216031126,53.6383332802045,43.3100597613819,36.8466031905103,30.1537356820778,24.2422320853994,19.0152689216225,10.661206176023,5.78201370171098,1.1710239262524,-1.91819631950467,-6.3166928352461,-9.01443880302127,-11.3423865642173,-11.4840903176699,-11.2035390569376,-12.2083605813372,-13.347657767672,-12.193316594233,-10.8325713310223,-11.4629928153905,-12.2467803696713,-12.9552281949944
0.105675146771037,-74.3593446628925,-72.5792084508427,-71.5384923187759,-70.6131073961333,-70.4824164058047,-70.3065845837973,-70.0962137684774,-70.0063217913994,-69.6977928026223,-69.8743058325585,-69.6436828577533,-69.842788696881,-69.4544683611769,-69.4125269005223,-69.1674825137252,-69.1220794664133,-69.0037250073073,-69.0413359335841,-68.9298659880433,-68.9644037720237,-69.0176195437999,-69.0787819802776,-69.0093333829255,-69.0557409469573,72.4269773474862,58.886267797295,47.1875596294391,36.5339382709299,29.9077373823408,23.0319882466645,16.9528740649371,11.5667546096586,2.93052189293813,-2.15930590055387,-7.00023274277453,-10.2713225062889,-14.9261514290067,-17.8215721502056,-20.3188995599564,-20.4670315317995,-20.1469280990265,-21.2196663805382,-22.4348929331342,-21.187347860924,-19.721970376747,-20.3980242756331,-21.235559802908,-21.993304613955
0.111350293542074,-73.4437506508345,-71.6788935744097,-70.6535577491929,-69.7388819524078,-69.5983822708451,-69.4127753985058,-69.187015224412,-69.0775408300916,-68.7504104544958,-68.9007619885737,-68.6424659186971,-68.8096284480496,-68.3951860712937,-68.3197929715133,-68.0418500240296,-67.9692460365224,-67.8387703143994,-67.8602961993785,-67.7350067969514,-67.7738698947133,-67.8370345981482,-67.8893250126374,-67.811959142181,-67.8515110002142,66.8944961363168,52.8590437460774,40.7827599891843,29.8118530083118,23.0207751223274,15.9567955135728,9.70010305459107,4.14125776356469,-4.80566920348037,-10.131092068714,-15.2273287758639,-18.7075072659286,-23.6453862728161,-26.767602449593,-29.460718638858,-29.6249839672012,-29.2628241995394,-30.4157465398875,-31.7182575372776,-30.3655381217196,-28.7804374924253,-29.5103708795219,-30.4094578846121,-31.22392660446
0.117025440313112,-72.5701982907237,-70.8178726646778,-69.8045559143389,-68.8968275747723,-68.7424444102233,-68.5433234893544,-68.2987186363629,-68.1665649244459,-67.8181153760812,-67.9404055405722,-67.652819376667,-67.7871378823154,-67.3462841998966,-67.2368330799223,-66.9251124856844,-66.8226456794085,-66.6780018058765,-66.6831200875403,-66.5438854483888,-66.5859890117507,-66.6583573273682,-66.7017957883177,-66.6165901449289,-66.6494361891975,61.3830737727143,46.8641423413552,34.4205455913232,23.1378985290501,16.1772906520336,8.91745755941651,2.47118272399549,-3.27579491646164,-12.563428382681,-18.1508833766134,-23.529571177967,-27.2471729240201,-32.4956265378727,-35.8757422097601,-38.7934222590841,-38.9874200557227,-38.5828105212673,-39.8290464158862,-41.2308441997643,-39.7614723462168,-38.0415318177364,-38.8339688633936,-39.8027211514584,-40.6816049040088
0.122700587084149,-71.734134794326,-69.9915028995575,-68.9868064440859,-68.0823254188075,-67.9101740151574,-67.6940391468386,-67.4274234368313,-67.2698251136303,-66.8980361477171,-66.9909810862245,-66.6731825918543,-66.7744666804046,-66.3077077759488,-66.1645446105926,-65.819078432745,-65.6844155613301,-65.5234460927428,-65.512288798372,-65.3594352400254,-65.4032215495904,-65.4834815868902,-65.5183950815887,-65.4257320572364,-65.4523229229727,55.8927576878826,40.9001824774843,28.0974417373955,16.5062956917265,9.36922967233516,1.90390649512891,-4.74575904282338,-10.6979053784724,-20.3573454973833,-26.2343079169589,-31.9237286002929,-35.9075374870164,-41.4939744772326,-45.1638662849084,-48.3361094466805,-48.5773761097259,-48.1325925678701,-49.4855703931901,-50.998617893473,-49.4025665376473,-47.5335286087439,-48.3970897858153,-49.4435062191413,-50.3942825832417
0.128375733855186,-70.9315905700796,-69.1957421796464,-68.1962558219089,-67.2914057094941,-67.0978030378335,-66.8614004777128,-66.5699030557089,-66.3844354641382,-65.9879879099765,-66.0509435287329,-65.7027472412476,-65.7715627712402,-65.2802385200044,-65.1047512057767,-64.726601147862,-64.5579659751287,-64.3785291621581,-64.3517512461989,-64.186097565486,-64.2295721140811,-64.3158197475608,-64.342884883767,-64.2434828885913,-64.2645966021331,50.4234601782616,34.9656392757365,21.8099290406352,9.91139143027495,2.58891353961232,-5.09332913026128,-11.9617952035162,-18.1375825727842,-28.2005764662342,-34.3950628805144,-40.423895435783,-44.7022651408359,-50.6527795910888,-54.6434465316875,-58.0997804684245,-58.4093422871124,-57.9297559320366,-59.4023016715824,-61.0376679466336,-59.3073999822855,-57.277181477904,-58.2198079475106,-59.3511274232655,-60.3804400690736
0.134050880626223,-70.1590789922017,-68.4270485322113,-67.4293735332748,-66.5206385838799,-66.3021140997888,-66.042441548811,-65.7234946377945,-65.508088669932,-65.0863702498514,-65.1193544461443,-64.741340640157,-64.7790286239094,-64.2653056093381,-64.0599387405934,-63.6512416454736,-63.4476316110694,-63.2477725505018,-63.2065750225836,-63.0294425246598,-63.0702648965105,-63.1600641304084,-63.1803063884893,-63.075216827359,-63.0919508820242,44.974959112663,29.0588689084926,15.554473031816,3.34770992206603,-4.17096350021894,-12.0831536718652,-19.1872457523981,-25.6063893019357,-36.1048514485284,-42.6448137780426,-49.0412164289548,-53.6409907249409,-59.9789108479388,-64.3184187072402,-68.0856155596137,-68.4869349152265,-67.9811592071564,-69.5842452478065,-71.3507671144499,-69.4825607122244,-67.2827370092234,-68.3109041689607,-69.5327537712967,-70.6455186552437
0.13972602739726,-69.4135176496936,-67.6823005512982,-66.6830687919403,-65.767047993733,-65.5203509361271,-65.2346651018868,-64.8860138985701,-64.6389734273454,-64.1920840165681,-64.1957893119598,-63.7893079975274,-63.797961195395,-63.2647529679214,-63.0329137545697,-62.5967851799112,-62.3581481023765,-62.1362978112521,-62.0823715250063,-61.8954976764925,-61.9311820040149,-62.0217274540475,-62.0364738396011,-61.9270204834776,-61.9407194267662,39.546909413253,23.1781302941092,9.32755036160241,-3.19006561070164,-10.9173498514882,-19.0739334055547,-26.431711535008,-33.1149531998086,-44.0804051427322,-50.9930102464145,-57.7835587383546,-62.7287981888475,-69.47305257214,-74.1842411638368,-78.2837745184694,-78.8008704772546,-78.2804260915583,-80.0216633393757,-81.9244902779547,-79.9195705901586,-77.5470153797082,-78.6647209768972,-79.9801377409234,-81.1786698862682
0.145401174168297,-68.6921655322689,-66.9587323709725,-65.9546234523495,-65.0280417789389,-64.7501483332002,-64.4359716870297,-64.0556867081632,-63.7757083072402,-63.3044598613084,-63.2802461600953,-62.8473814660871,-62.8297611845574,-62.2805594709061,-62.0263828802102,-61.5666538156884,-61.2939484165338,-61.0491181424797,-60.9844777755098,-60.7898178449297,-60.8180328195055,-60.9064460320757,-60.9172019530499,-60.8048442769023,-60.8169611221999,34.1388827456767,17.3216051422608,3.12566634486935,-9.70706628638465,-17.6568384303212,-26.0735164336515,-33.7040887544651,-40.6729480201794,-52.1358547813995,-59.4466615421424,-66.6551516803947,-71.9657639818962,-79.1292737019852,-84.2274788771754,-88.67299162048,-89.3279369242893,-88.8062804392857,-90.6883933556976,-92.72761861645,-90.5928188396816,-88.0510045647951,-89.2588068620743,-90.6673274494795,-91.9503589063652
0.151076320939335,-67.9925701148442,-66.2538817431306,-65.2416370760202,-64.3013543954363,-63.9894739831612,-63.6446034195596,-63.231094487743,-62.9172865568165,-62.4231873830056,-62.3730480403789,-61.9165310229235,-61.8759109519252,-61.3145144931049,-61.0424818792643,-60.5632585456107,-60.2583416590778,-59.9902585225987,-59.9169544067072,-59.7163719551629,-59.7353107688709,-59.8190529673713,-59.8272976703145,-59.7134186028359,-59.7252916638006,28.750316773572,11.487412982794,-3.05462927171861,-16.2082394051419,-24.3956838915036,-33.0892451079019,-41.012561236637,-48.2890368456098,-60.2780694879872,-68.0101000986685,-75.6562885197966,-81.3466955765399,-88.9350003076417,-94.4262559391334,-99.2215839824217,-100.03172162748,-99.5226085236588,-101.542313741366,-103.71210034486,-101.459585405816,-98.7590888606094,-100.053453437609,-101.550545476293,-102.912893989578
