"Freq [GHz]","dB(S(1,1)) [] - $eps1='4' $eps2='0.3'","dB(S(1,1)) [] - $eps1='4.5' $eps2='0.35'","dB(S(1,1)) [] - $eps1='5' $eps2='0.6'","dB(S(1,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(1,1)) [] - $eps1='6' $eps2='0.9'","dB(S(1,1)) [] - $eps1='6.5' $eps2='1'","dB(S(1,1)) [] - $eps1='7' $eps2='1.1'","dB(S(1,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(1,1)) [] - $eps1='8' $eps2='1.4'","dB(S(1,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(1,1)) [] - $eps1='9' $eps2='1.8'","dB(S(1,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(1,1)) [] - $eps1='10' $eps2='2.1'","dB(S(1,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(1,1)) [] - $eps1='11' $eps2='2.5'","dB(S(1,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(1,1)) [] - $eps1='12' $eps2='2.8'","dB(S(1,1)) [] - $eps1='12.5' $eps2='2.95'","dB(S(1,1)) [] - $eps1='13' $eps2='3.1'","arg(S(1,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(1,1)) [deg] - $eps1='4.5' $eps2='0.35'","arg(S(1,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(1,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(1,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(1,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(1,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(1,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(1,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(1,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(1,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(1,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(1,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(1,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(1,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(1,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(1,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(1,1)) [deg] - $eps1='12.5' $eps2='2.95'","arg(S(1,1)) [deg] - $eps1='13' $eps2='3.1'"
0.1,-0.11200839206884,-0.112885932336371,-0.11615552399731,-0.116153962620827,-0.115311557221355,-0.113342932635791,-0.113206564573933,-0.112171356379872,-0.109918850670054,-0.108054003374649,-0.107563947991124,-0.106216957278274,-0.106531678062444,-0.10576464024243,-0.106020392254975,-0.105838926465477,-0.105411595255487,-0.105747143948478,-0.105356909408988,-45.4466934824735,-45.638816109286,-45.7672984664203,-45.7187128674763,-45.8968395864358,-45.7635178033077,-45.8180340211258,-45.9478511420302,-45.7244171181877,-45.7719918795348,-46.0236571912432,-45.6218030885501,-45.8641978950608,-45.6882880276269,-45.8870461028128,-45.7868043075404,-45.7020658251136,-45.8500985933038,-45.7471289203451
0.105675146771037,-0.118738096677586,-0.118910763391419,-0.122421344618734,-0.122494009473898,-0.121658104128765,-0.120266659182828,-0.119442078917821,-0.118348150097551,-0.116097590710796,-0.113863752762181,-0.113254680539431,-0.111846866235239,-0.112140771095768,-0.111320949312779,-0.111545035253832,-0.111361071203909,-0.110913289145631,-0.111251370605233,-0.110838899047977,-47.9161464678214,-48.1134504182154,-48.2485421799041,-48.1991255337665,-48.3862484192538,-48.2482286589358,-48.3058093101601,-48.4422414034788,-48.2082806228337,-48.2616939441842,-48.523007366902,-48.1061859381847,-48.358643682962,-48.175685377558,-48.3803697823156,-48.2774156879643,-48.1893359892332,-48.3441522514458,-48.2355911062488
0.111350293542074,-0.123914271288527,-0.124860771300939,-0.128616318775188,-0.128767198345083,-0.127938764492956,-0.126448476507945,-0.125615163145458,-0.124466411541027,-0.121877987264798,-0.119607991962312,-0.118867809507825,-0.117402055005874,-0.11767043501582,-0.116795500675425,-0.116986771423379,-0.116796552164687,-0.116329217049061,-0.116670494565566,-0.116233932829857,-50.3636687415439,-50.5739860333402,-50.7157139548106,-50.6657771638946,-50.8617156763308,-50.7202023673107,-50.7800303848237,-50.9229523580233,-50.6873024016219,-50.7384687845393,-51.0087751697636,-50.5781053276969,-50.8401273779286,-50.6505122003799,-50.8601512088589,-50.7551239850963,-50.6639124268456,-50.8253051206663,-50.7111824774174
0.117025440313112,-0.129757880667888,-0.130736266766682,-0.134741782812375,-0.134975440465989,-0.134155609246294,-0.132763570931344,-0.131728327910324,-0.130528967514691,-0.127812058977517,-0.125289664477039,-0.124406510828723,-0.122885789333198,-0.123133329992324,-0.122192284493994,-0.122332710261986,-0.122148043822409,-0.121662167523415,-0.121999969912618,-0.121544982771691,-52.8013930243538,-53.0202540606999,-53.1686606499445,-53.1185324580388,-53.3231067222185,-53.17831919513,-53.2405817858738,-53.3898697503198,-53.1488115810347,-53.2022262030549,-53.480853689411,-53.0374810085249,-53.3083745057212,-53.1126878802115,-53.32688591166,-53.2198399698703,-53.1257115922994,-53.2934482631234,-53.1738139889582
0.122700587084149,-0.135536060746954,-0.136538794947529,-0.140800447988897,-0.141122152703652,-0.140312343278569,-0.138449090681567,-0.137785914973957,-0.136540542320352,-0.133291419366435,-0.130914652535791,-0.129875810255856,-0.128303201681614,-0.128507037248113,-0.127542085542278,-0.127602589254081,-0.127420046485363,-0.126916771187479,-0.127250588012001,-0.126775914649305,-55.2246144544116,-55.4521300552283,-55.6072739782095,-55.557300640512,-55.7703348389718,-55.6268659811295,-55.68739338661,-55.8429263737723,-55.5982652350196,-55.6529181885465,-55.9391844900313,-55.4842780554325,-55.7639138530493,-55.5623148810683,-55.7799219391048,-55.6715211768884,-55.5746961688525,-55.7485593624465,-55.6234494297354
0.128375733855186,-0.141246009822129,-0.142271175866982,-0.146796454900897,-0.147212304835574,-0.146414126853349,-0.144878307679227,-0.143794106827955,-0.14250778797253,-0.139482132439754,-0.136490329043639,-0.13528267282829,-0.133661331884184,-0.133826561469819,-0.132754951514912,-0.133022096262262,-0.132585749791488,-0.132099530297255,-0.132430511052723,-0.131934545179062,-57.6336977372298,-57.8695350014423,-58.0314916241693,-57.982036757166,-58.2033596577426,-58.0535588074649,-58.120441757052,-58.2821034009822,-58.0338543316505,-58.0905441404715,-58.383758654623,-57.9185082139057,-58.2061891898312,-57.9988813326758,-58.2164819089616,-58.1104799017402,-58.0108765676527,-58.1906662077563,-58.0601012042716
0.134050880626223,-0.146886960197254,-0.147937540767666,-0.152735414200564,-0.153252450061438,-0.152468114679651,-0.15074881116039,-0.149760977690738,-0.148439346364791,-0.145310559172845,-0.142025819107569,-0.140636020542003,-0.138969203484565,-0.138952320457445,-0.138007491291551,-0.137925334399826,-0.137752905836858,-0.137218890231886,-0.137544347342559,-0.137029493320111,-60.0283819011974,-60.2724363454398,-60.4412983159925,-60.3927426765239,-60.6221883138546,-60.4701264283299,-60.5397510860098,-60.7074311285535,-60.4555025330271,-60.5151554999962,-60.8146180393826,-60.3402311685042,-60.6354612619556,-60.4230972141825,-60.6455248728663,-60.5358514228025,-60.43431210226,-60.6198008127128,-60.4838313942003
0.13972602739726,-0.152464454645365,-0.15354337505627,-0.158624449517681,-0.159250784030927,-0.15848316758715,-0.156814650065246,-0.155696519902281,-0.154345886020965,-0.151085583458297,-0.147532684993188,-0.145946738883694,-0.144237900282566,-0.144314576958207,-0.143125874855386,-0.143410729906285,-0.142874985998875,-0.142285319232325,-0.142604270126178,-0.142070676803765,-62.4088035455213,-62.6608486803687,-62.8367265501853,-62.7894679590277,-63.0268763622806,-62.8732227295802,-62.9453941434382,-63.1189898828231,-62.8652194186579,-62.9268500858083,-63.2318557821916,-62.7495556227576,-63.0518084243892,-62.8348493736397,-63.0569992434502,-62.9485724651414,-62.8451121983824,-63.036082096468,-62.8947518435895
0.145401174168297,-0.15928615562879,-0.159095562689024,-0.164472252856002,-0.16521719938005,-0.164470009646775,-0.162660467976105,-0.161612720621744,-0.160240208693882,-0.157047493581533,-0.153024667669274,-0.151259713258116,-0.149480690051137,-0.149508063874893,-0.14824467750835,-0.148290779636374,-0.147869618455712,-0.147311404864994,-0.147622764213188,-0.147072779097107,-64.7702590876871,-65.0348342316152,-65.2178571766633,-65.1723106831681,-65.4175284153408,-65.2631840616224,-65.3374929629704,-65.5169107661741,-65.263621284287,-65.325777575637,-65.6353531767299,-65.1466402702423,-65.4554277405001,-65.2342360888819,-65.4622214293865,-65.3487586837042,-65.2434371811398,-65.4396715840259,-65.293023600773
0.151076320939335,-0.163464591501636,-0.16460243253398,-0.170289143793325,-0.171163360070105,-0.17044126334763,-0.168643518533016,-0.16752365676939,-0.166137320981569,-0.162717039577407,-0.158517538603,-0.156495551692641,-0.154713107614336,-0.154684996028555,-0.153328605594259,-0.153021872602057,-0.152876398378578,-0.152311982250322,-0.152615158859514,-0.152049656023565,-67.1267367231257,-67.3945032451867,-67.5848198537261,-67.5414177038402,-67.7942990628794,-67.6419363600203,-67.7162194433101,-67.9013760804204,-67.6471350831024,-67.7121390939106,-68.0261040021259,-67.5316947981126,-67.8464339247176,-67.6214121017986,-67.8441777030494,-67.7357446810155,-67.6294994129446,-67.830789819519,-67.6788684545332
0.156751467710372,-0.168690315332153,-0.170073829553296,-0.176087146652008,-0.177102782825206,-0.176411397753247,-0.174643130033978,-0.173445577180181,-0.171963077542648,-0.168364986069644,-0.164029855800242,-0.161796902884527,-0.159953163324986,-0.159129788359631,-0.158443860790884,-0.157999972251567,-0.15788468152237,-0.157304274256162,-0.157598864740559,-0.157019263856085,-69.4668059693807,-69.7400143714772,-69.9377933572629,-69.8969854418064,-70.1573919800184,-70.0032045277372,-70.0817959327941,-70.2723606287866,-70.0213279194097,-70.0861853064273,-70.4037887477576,-69.904980605187,-70.2346746638046,-69.9966513284975,-70.2179232143322,-70.1120925940894,-70.0035640855657,-70.2096994937882,-70.0525560207995
0.162426614481409,-0.174354928296353,-0.175521165495902,-0.181880061632561,-0.183050929456176,-0.182397114948008,-0.180191792038436,-0.179397032615056,-0.177994690237501,-0.174241904616294,-0.16958208094768,-0.167061819613788,-0.165221486315044,-0.165088607916735,-0.163529196355129,-0.162986943161799,-0.162886706035247,-0.162308091318264,-0.162594105731102,-0.162002084983878,-71.7880842589063,-72.0715748732067,-72.2770060152556,-72.2392601264262,-72.5070629100776,-72.3520251104341,-72.4344957321956,-72.630966677654,-72.3818899326774,-72.4482233097803,-72.7683089526134,-72.2668117652218,-72.5926260962335,-72.3608744777991,-72.5791911514506,-72.4751399112582,-72.3659500535811,-72.5767259537995,-72.4144108446629
0.168101761252446,-0.179786746506275,-0.181100136387181,-0.187683583367695,-0.189025338541612,-0.188417341315631,-0.186122490377691,-0.185399042264,-0.183735646469513,-0.180135893155733,-0.175198663307735,-0.172511478203312,-0.170541571932213,-0.170048722655249,-0.168689603195942,-0.168000870687724,-0.167891302404301,-0.167346031711662,-0.167623685479825,-0.167021084865671,-74.1000949587739,-74.3893696151678,-74.6027358261315,-74.5685382127113,-74.8436175158202,-74.6955508868133,-74.7746434695873,-74.978715999295,-74.7305334104282,-74.7986107672348,-75.1190160769435,-74.6175557200257,-74.9466803036204,-74.7134915973373,-74.9283718822052,-74.8281961254269,-74.7170307415775,-74.9322485393465,-74.7648148517526
0.173776908023483,-0.183685959323065,-0.185374336847006,-0.193515386801129,-0.195045741069793,-0.194493295507562,-0.192728852677263,-0.19147525766294,-0.190138557419634,-0.186236989529505,-0.180906185648174,-0.178233321659033,-0.175940027554432,-0.175717032173779,-0.173893184927368,-0.173066447544816,-0.17302170537537,-0.172443764124561,-0.172713893521759,-0.172102914804072,-76.3915378970687,-76.6983565004957,-76.9153109236417,-76.8851668895929,-77.1674130868247,-77.0178138964296,-77.1026156050126,-77.3101498431761,-77.0687142417234,-77.1377600849718,-77.4627182849185,-76.9576340869139,-77.2913293457867,-77.0547873450996,-77.2658845373192,-77.1677635308572,-77.0572349091212,-77.2766997581,-77.1042048457558
0.179452054794521,-0.190468865932072,-0.191805984504716,-0.199395302425421,-0.201134238736408,-0.200648803716867,-0.19883981709777,-0.19765217490236,-0.196361878924243,-0.192274683439895,-0.186734823147162,-0.183338581786485,-0.181446890629716,-0.181125367481458,-0.179237279782132,-0.178211569819796,-0.178173454025203,-0.177630318887183,-0.177893991191945,-0.177276728766855,-78.6797601516278,-78.9853514723874,-79.2151096981942,-79.1895443405663,-79.4788579308184,-79.3317796550633,-79.418840943474,-79.6318996609748,-79.3952909882496,-79.4661378403403,-79.7901269913517,-79.2875234277429,-79.625679073156,-79.3864354739007,-79.592204724852,-79.4979142537455,-79.3870474963943,-79.6105731181591,-79.4330743229946
0.185127201565558,-0.196087022723483,-0.197399895392499,-0.205345442083022,-0.20731548109782,-0.20691038138245,-0.204883478320071,-0.203959389495631,-0.202733003193046,-0.198614402294049,-0.192718553373013,-0.189033087277679,-0.187096000452158,-0.186782811995717,-0.184687723589994,-0.183467682590138,-0.18350093867445,-0.182938467914219,-0.183197421219988,-0.182576671422215,-80.9516982701723,-81.2646378385348,-81.5025612904528,-81.4821202713673,-81.7784135999466,-81.6351864440569,-81.7238009090922,-81.9423899686839,-81.7112711205825,-81.7842650234253,-82.1083781017616,-81.6077559097955,-81.9491802108393,-81.7082199049757,-81.9078647789196,-81.8178653407544,-81.7070104850818,-81.9344165508147,-81.7519763372424
0.190802348336595,-0.20169968756182,-0.202918073991172,-0.211390399131382,-0.213616889576148,-0.21330750740047,-0.211498976205597,-0.210429877928769,-0.208596718396849,-0.205016869484964,-0.198895277723092,-0.194779482044549,-0.192925400457537,-0.192441870627187,-0.190295836172525,-0.188870157242201,-0.188969095269581,-0.188405151720968,-0.188661620446613,-0.1880404819171,-83.2108052166979,-83.5308003574346,-83.7781459566463,-83.7633965822699,-84.0665930868038,-83.9262021485196,-84.0180302191629,-84.2350653688221,-84.0197741654978,-84.0927195247678,-84.4156903563589,-83.918920084285,-84.2627813785627,-84.0208184385439,-84.2134546745562,-84.1280802136924,-84.0177236382639,-84.2488374916436,-84.0615205845739
0.196477495107632,-0.206979161215958,-0.20854865668548,-0.217557464254025,-0.220068898043061,-0.219873084746765,-0.218934532401566,-0.217100317608031,-0.216064336657576,-0.211919120025497,-0.205307639361438,-0.200862851946796,-0.198977837627844,-0.198469990472191,-0.196122058028267,-0.194458773743817,-0.194605130846455,-0.194071965769133,-0.194328956470855,-0.193709592950877,-85.4579076357649,-85.7856579850633,-86.0423956406717,-86.033927801633,-86.3439635267751,-86.2099433435544,-86.3021172742597,-86.531860296746,-86.3162389442626,-86.3921330339927,-86.7138479374628,-86.2216613913933,-86.5685425397761,-86.3248831958959,-86.5096225792409,-86.4296452403185,-86.319845305361,-86.5545041471548,-86.3623695921032
