Freq [GHz],"dB(S(1,1)) [] - $eps1='4' $eps2='0.3'","dB(S(1,1)) [] - $eps1='4.5' $eps2='0.45'","dB(S(1,1)) [] - $eps1='5' $eps2='0.6'","dB(S(1,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(1,1)) [] - $eps1='6' $eps2='0.9'","dB(S(1,1)) [] - $eps1='6.5' $eps2='1'","dB(S(1,1)) [] - $eps1='7' $eps2='1.1'","dB(S(1,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(1,1)) [] - $eps1='8' $eps2='1.4'","dB(S(1,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(1,1)) [] - $eps1='9' $eps2='1.8'","dB(S(1,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(1,1)) [] - $eps1='10' $eps2='2.1'","dB(S(1,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(1,1)) [] - $eps1='11' $eps2='2.5'","dB(S(1,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(1,1)) [] - $eps1='12' $eps2='2.8'","dB(S(1,1)) [] - $eps1='12.5' $eps2='2.95'","dB(S(1,1)) [] - $eps1='13' $eps2='3.1'","dB(S(1,1)) [] - $eps1='13.5' $eps2='3.25'","dB(S(1,1)) [] - $eps1='14' $eps2='3.4'","dB(S(1,1)) [] - $eps1='14.5' $eps2='3.55'","dB(S(1,1)) [] - $eps1='15' $eps2='3.7'","dB(S(1,1)) [] - $eps1='15.5' $eps2='3.85'","dB(S(1,1)) [] - $eps1='16' $eps2='4'","arg(S(1,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(1,1)) [deg] - $eps1='4.5' $eps2='0.45'","arg(S(1,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(1,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(1,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(1,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(1,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(1,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(1,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(1,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(1,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(1,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(1,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(1,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(1,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(1,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(1,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(1,1)) [deg] - $eps1='12.5' $eps2='2.95'","arg(S(1,1)) [deg] - $eps1='13' $eps2='3.1'","arg(S(1,1)) [deg] - $eps1='13.5' $eps2='3.25'","arg(S(1,1)) [deg] - $eps1='14' $eps2='3.4'","arg(S(1,1)) [deg] - $eps1='14.5' $eps2='3.55'","arg(S(1,1)) [deg] - $eps1='15' $eps2='3.7'","arg(S(1,1)) [deg] - $eps1='15.5' $eps2='3.85'","arg(S(1,1)) [deg] - $eps1='16' $eps2='4'",
0.1,-0.1129794121,-0.1145793868,-0.1167376478,-0.1166668389,-0.1153322699,-0.1141972825,-0.1142159874,-0.1119091398,-0.1110179141,-0.1094059435,-0.1072983215,-0.1065370181,-0.1063780131,-0.1065818665,-0.106134479,-0.106069253,-0.1059263286,-0.1056387227,-0.1051698207,-0.1052351892,-0.1053170791,-0.1048708741,-0.105363369,-0.1056047285,-0.1049272183,-45.65233478,-45.64652558,-45.97261738,-46.03954895,-45.8375228,-45.73593351,-45.89124178,-45.85576672,-46.1133665,-46.05972228,-45.89716404,-45.69673136,-45.88769349,-46.00636085,-45.91321514,-45.92453371,-45.86655116,-45.8566426,-45.78956555,-45.69842925,-45.77234442,-45.65022488,-45.69298222,-45.75242427,-45.6479286,
0.1056751468,-0.1189581511,-0.1213471227,-0.1230068991,-0.1228827443,-0.1219339663,-0.1205500949,-0.1206385885,-0.1182891652,-0.1166403041,-0.1150393386,-0.1129943566,-0.1120821518,-0.1122885869,-0.1121896284,-0.1114205435,-0.1116134769,-0.1114548878,-0.1109811376,-0.1102689168,-0.1108284983,-0.1108120711,-0.1103454798,-0.1109076663,-0.1114422393,-0.1098056169,-48.12391823,-48.11967311,-48.46218905,-48.53228448,-48.32416848,-48.21989117,-48.38178404,-48.34918299,-48.60679329,-48.56257321,-48.39234025,-48.18332475,-48.38356477,-48.50600412,-48.41001617,-48.41963961,-48.35830738,-48.34881308,-48.27239099,-48.18581166,-48.26298159,-48.13657817,-48.18137121,-48.23667435,-48.1264136,
0.1113502935,-0.1248931648,-0.1267215557,-0.1288422546,-0.1293989213,-0.1279546952,-0.1267709676,-0.1268736536,-0.1244501296,-0.1236319364,-0.120788134,-0.118606053,-0.1177618828,-0.1178866551,-0.1176733578,-0.117122142,-0.1172550583,-0.1168435342,-0.116626552,-0.1159718767,-0.1162529978,-0.1161225916,-0.1157263419,-0.1159166646,-0.1160024312,-0.1163912166,-50.58096255,-50.58035108,-50.9418888,-51.00925174,-50.79574338,-50.68971438,-50.85860414,-50.82770557,-51.10283751,-51.05153761,-50.87144796,-50.65657354,-50.86525704,-50.99161718,-50.88768547,-50.90252343,-50.83805296,-50.82717042,-50.75664461,-50.66011787,-50.74165234,-50.60984741,-50.65031582,-50.72136626,-50.60530389,
0.1170254403,-0.1307548064,-0.1326455497,-0.1352943164,-0.1355492529,-0.1340923337,-0.1329552657,-0.1331316582,-0.1301996885,-0.1293020927,-0.1265779559,-0.124150456,-0.1229780624,-0.1232148364,-0.1230036321,-0.1225778422,-0.1230940327,-0.1218409099,-0.1217264491,-0.1214257912,-0.1215046606,-0.1215293559,-0.1208822256,-0.1212205965,-0.1213012914,-0.1208874424,-53.02317156,-53.02592651,-53.39852847,-53.474789,-53.25058296,-53.14626058,-53.32212916,-53.28758757,-53.57529635,-53.52658163,-53.33810051,-53.11829952,-53.33335524,-53.46388688,-53.35709743,-53.36469746,-53.30356609,-53.29069695,-53.21914034,-53.12219193,-53.20565657,-53.07004949,-53.1118869,-53.18790778,-53.0685517,
0.1227005871,-0.1365194087,-0.138981713,-0.1409896224,-0.1413066324,-0.1401019746,-0.1391045777,-0.1391517578,-0.1365784433,-0.1349123436,-0.1325034906,-0.1296825408,-0.1287375585,-0.1286549192,-0.1285178422,-0.1277141759,-0.1280378989,-0.1276179704,-0.1270277669,-0.1262607736,-0.1267555948,-0.1267398708,-0.126224509,-0.1264149114,-0.1267154737,-0.126289038,-55.45028498,-55.45926371,-55.83607938,-55.92505122,-55.69322474,-55.58919713,-55.76950117,-55.74300537,-56.03646029,-55.98906097,-55.7920269,-55.5658276,-55.78830747,-55.92232687,-55.80981422,-55.82550223,-55.75459083,-55.74403306,-55.66613137,-55.57115497,-55.65883367,-55.521754,-55.56075158,-55.64265601,-55.51652051,
0.1283757339,-0.1422631341,-0.1445502204,-0.1474234632,-0.1477807765,-0.1463749609,-0.1451964354,-0.1452832329,-0.1426029355,-0.1409221549,-0.1378700884,-0.1350127277,-0.1332991884,-0.1340073415,-0.1336894087,-0.1329435451,-0.1328655321,-0.1326809935,-0.1321963082,-0.131569258,-0.1319261066,-0.1318558696,-0.1313380737,-0.1315464617,-0.1316612526,-0.1313827563,-57.86244352,-57.8722756,-58.27387029,-58.35731005,-58.1259792,-58.0185383,-58.20509774,-58.18082884,-58.48504475,-58.43535402,-58.23180421,-58.00207466,-58.23069936,-58.36772057,-58.24754451,-58.26609643,-58.19446437,-58.18217561,-58.10505992,-58.00738734,-58.09790092,-57.95458205,-57.99752201,-58.08271716,-57.95178559,
0.1340508806,-0.1479154647,-0.1503556935,-0.1533266373,-0.153843226,-0.1523355461,-0.1512456181,-0.1512674807,-0.1485629995,-0.1471013049,-0.1434976443,-0.1403769764,-0.1392014274,-0.1391875989,-0.1389350395,-0.1380970266,-0.1379274533,-0.1378042016,-0.1371832063,-0.1368492352,-0.1370199557,-0.1371143291,-0.1365514727,-0.1362415452,-0.137141801,-0.1368208831,-60.25954226,-60.27409759,-60.68967233,-60.77575868,-60.541577,-60.43407805,-60.62595038,-60.60462521,-60.92053839,-60.87002395,-60.65784419,-60.42390254,-60.65807633,-60.79635665,-60.67404228,-60.69375295,-60.61984898,-60.60701528,-60.52926797,-60.43114056,-60.52539106,-60.37830689,-60.42163552,-60.51541072,-60.37595058,
0.1397260274,-0.1534968082,-0.1561024689,-0.1593796152,-0.1597451412,-0.1584935384,-0.157237682,-0.157491257,-0.1544932863,-0.1525738774,-0.1490970361,-0.1457421887,-0.1444070324,-0.1445499475,-0.1439750785,-0.1431793727,-0.1430162922,-0.1425286277,-0.1421945266,-0.1421753952,-0.1419919418,-0.1419065203,-0.1414710268,-0.1417415773,-0.1415519675,-0.1415525555,-62.64136041,-62.66119965,-63.09190693,-63.18009049,-62.9423722,-62.83596747,-63.03408061,-63.01527419,-63.33751425,-63.29102113,-63.07083556,-62.83244435,-63.08144288,-63.21825694,-63.086804,-63.10966608,-63.03180483,-63.01852952,-62.94315045,-62.84213145,-62.9386049,-62.79075216,-62.83057751,-62.92553611,-62.79044608,
0.1454011742,-0.1587540138,-0.1617742605,-0.1651096404,-0.1656062873,-0.1644428888,-0.1632356587,-0.1633889604,-0.1604490737,-0.1584328062,-0.1537993161,-0.1510334914,-0.1497018104,-0.1496351409,-0.1492395373,-0.1482164559,-0.1480795371,-0.147807898,-0.1474838911,-0.1467398411,-0.1476156296,-0.1469730467,-0.1465202983,-0.1465959096,-0.1468377181,-0.1463964271,-65.00804848,-65.03379759,-65.47691611,-65.57022547,-65.32986145,-65.22461758,-65.4275972,-65.4125217,-65.74338984,-65.69542837,-65.47065581,-65.23101965,-65.47660786,-65.62244735,-65.48627463,-65.5097012,-65.43193689,-65.41702105,-65.33644526,-65.23681806,-65.33957424,-65.19018627,-65.2315241,-65.33254537,-65.18657312,
0.1510763209,-0.1645038414,-0.1674753507,-0.170930006,-0.1715717861,-0.1704316182,-0.1692187306,-0.1693953084,-0.166452977,-0.1642132017,-0.1601205071,-0.1563739566,-0.1548722349,-0.1548008449,-0.1541826482,-0.1532335238,-0.1530882003,-0.1527957729,-0.1523962092,-0.1519610557,-0.1520907859,-0.1519300433,-0.1516722283,-0.1515968901,-0.1519384592,-0.1513562282,-67.36005192,-67.39088386,-67.84849401,-67.94447662,-67.7032058,-67.59992527,-67.80642659,-67.79675208,-68.13563809,-68.09277043,-67.85802003,-67.61523824,-67.86643954,-68.01400816,-67.87265092,-67.89646926,-67.81732166,-67.80267761,-67.72230149,-67.62657285,-67.72894093,-67.57695903,-67.61844154,-67.72568989,-67.57385059,
0.1567514677,-0.1699375753,-0.1731438997,-0.1767272279,-0.1773889092,-0.1764936909,-0.1752159779,-0.1754488818,-0.1724033987,-0.170036205,-0.1657618742,-0.1616593648,-0.160177042,-0.1599968726,-0.1592440445,-0.1582239307,-0.1579963399,-0.1578487595,-0.1572017888,-0.156725777,-0.1569118258,-0.1569581328,-0.1564082713,-0.1565822476,-0.1568500672,-0.1564709495,-69.69716301,-69.73712851,-70.20565628,-70.30517606,-70.06395685,-69.96210765,-70.1725948,-70.16830315,-70.51465644,-70.47422483,-70.23141422,-69.98898701,-70.24386642,-70.3929248,-70.24619074,-70.27465089,-70.19047609,-70.17580999,-70.0947521,-70.00176472,-70.10612017,-69.9526284,-69.99317902,-70.10608924,-69.95084816,
0.1624266145,-0.1753368851,-0.1787221033,-0.1825204367,-0.1832641914,-0.1824127323,-0.180908157,-0.1815241381,-0.1783352286,-0.1756058871,-0.1713532411,-0.1669782492,-0.1653864058,-0.1650994935,-0.1644317147,-0.1632398438,-0.1630215701,-0.1627805147,-0.1623398143,-0.1617894549,-0.1620545675,-0.162016409,-0.1614540786,-0.1615069864,-0.1618852817,-0.1613260869,-72.01936882,-72.06553725,-72.54859202,-72.651408,-72.40899381,-72.31429667,-72.52634357,-72.52618248,-72.87800618,-72.84309189,-72.59309433,-72.35025633,-72.60904486,-72.75972224,-72.60723152,-72.63529718,-72.55277083,-72.53779305,-72.45523492,-72.36478492,-72.47144338,-72.31690667,-72.35703274,-72.47583484,-72.31405454,
0.1681017613,-0.1805712154,-0.1843496002,-0.1883024087,-0.189193864,-0.1884185495,-0.1873070374,-0.1875912381,-0.1845265944,-0.1819104676,-0.1769366797,-0.172361881,-0.1705295741,-0.1704677568,-0.169472027,-0.1684009693,-0.1681039579,-0.1678461583,-0.1672864454,-0.1666452299,-0.1671615938,-0.167019844,-0.1666232139,-0.1666223168,-0.1669914781,-0.1663288159,-74.32676245,-74.38258294,-74.87754225,-74.98400312,-74.74253964,-74.64841977,-74.86740105,-74.87394693,-75.23371069,-75.20032683,-74.94273857,-74.69845609,-74.96262181,-75.11410072,-74.95635989,-74.98569716,-74.90016996,-74.88536995,-74.80365245,-74.71670488,-74.82749761,-74.67260295,-74.70979654,-74.8345871,-74.66642627,
0.173776908,-0.1861358758,-0.1899145474,-0.194155576,-0.1951177117,-0.1944596836,-0.193449089,-0.193857498,-0.1907249682,-0.1879182286,-0.1828284484,-0.1778210117,-0.176146933,-0.1758661769,-0.1745598191,-0.1734248593,-0.1731541361,-0.1728339393,-0.1723587979,-0.1718675187,-0.1723242226,-0.1719948161,-0.1715852699,-0.1716626519,-0.1721368012,-0.1713439531,-76.62156893,-76.68427291,-77.19302041,-77.30282214,-77.06309433,-76.97321291,-77.19594743,-77.20889803,-77.57603054,-77.54484175,-77.28067277,-77.0369941,-77.3043696,-77.45705859,-77.29369488,-77.32632915,-77.23876144,-77.2227483,-77.14129897,-77.05787672,-77.16852267,-77.01335136,-77.05129991,-77.18323106,-77.01164714,
0.1794520548,-0.191536972,-0.1955109244,-0.1999071037,-0.2011206613,-0.2007087471,-0.1996830551,-0.2000881873,-0.1970343811,-0.1940954185,-0.188750541,-0.1833843978,-0.1816728083,-0.1812869525,-0.1798765412,-0.1785287538,-0.1782374431,-0.177931456,-0.17751271,-0.1768141765,-0.1774074416,-0.1771633127,-0.1767025567,-0.1767976772,-0.1774105961,-0.1765186686,-78.90204464,-78.97391759,-79.49513582,-79.60863769,-79.37091875,-79.28634796,-79.51261122,-79.53250221,-79.90583993,-79.87860998,-79.60757597,-79.36732962,-79.63630601,-79.78835821,-79.61925212,-79.65444567,-79.56444637,-79.54930256,-79.46778647,-79.38643672,-79.50124499,-79.3458217,-79.38251518,-79.52201028,-79.34299498,
0.1851272016,-0.196966704,-0.2012369401,-0.2059959933,-0.2072175092,-0.2069871078,-0.2060673209,-0.2065317472,-0.2034776024,-0.200422193,-0.1948233188,-0.1891100017,-0.1873056463,-0.1868909873,-0.1853349714,-0.183813423,-0.1838536033,-0.1832765964,-0.1827766307,-0.1820880829,-0.1828435444,-0.1824642535,-0.1821403038,-0.1822009468,-0.1827452461,-0.1819095989,-81.16889537,-81.25066935,-81.78473173,-81.90174998,-81.66755199,-81.58826142,-81.81791896,-81.84483073,-82.22450115,-82.20159948,-81.92377691,-81.68591953,-81.95780628,-82.10940974,-81.93447957,-81.96946176,-81.88133912,-81.86519617,-81.78405208,-81.70989346,-81.82398269,-81.66983157,-81.70488023,-81.85047649,-81.66803042,
0.1908023483,-0.2024543161,-0.2069803133,-0.212038163,-0.2134072784,-0.2133870347,-0.2125461833,-0.2131510125,-0.210170747,-0.2069666559,-0.201096116,-0.1949964856,-0.1930493589,-0.1926088967,-0.1907570448,-0.1892544462,-0.1890219951,-0.1885443575,-0.1882279341,-0.1875006493,-0.1883826308,-0.1879413897,-0.1877287351,-0.1876643692,-0.1884597924,-0.1873676947,-83.42297886,-83.51534914,-84.06195461,-84.1826017,-83.952441,-83.87951264,-84.11240359,-84.14784945,-84.53251505,-84.51435175,-84.22995983,-83.99499986,-84.26910082,-84.42003037,-84.23966176,-84.27805911,-84.18822645,-84.17174716,-84.0908182,-84.02190262,-84.13765246,-83.98464853,-84.01820415,-84.172237,-83.98226696,
0.1964774951,-0.2080101136,-0.2128249158,-0.2182104309,-0.219758893,-0.2199912819,-0.2192666242,-0.2199592287,-0.2170740136,-0.2137462044,-0.2076277778,-0.2011143591,-0.1991433107,-0.1985976604,-0.1967003363,-0.1949001797,-0.1946492866,-0.1943395337,-0.1938843272,-0.1931264799,-0.1941360868,-0.1936261057,-0.1932259748,-0.1935566359,-0.1943120496,-0.1932435652,-85.66464947,-85.76854913,-86.32741792,-86.45181459,-86.2266458,-86.1606338,-86.39653949,-86.44072958,-86.83077104,-86.8177922,-86.52683906,-86.29603217,-86.57216867,-86.72222529,-86.53510071,-86.57667459,-86.48466542,-86.46891627,-86.38869975,-86.32583853,-86.4426934,-86.29122957,-86.32295631,-86.48511066,-86.28938393,
0.2021526419,-0.2136552506,-0.2188436401,-0.2245379264,-0.2262985587,-0.22678806,-0.2262158005,-0.2270692222,-0.2242469064,-0.2208237802,-0.2144649381,-0.2074976682,-0.2055418458,-0.2048723031,-0.2027595996,-0.2007653671,-0.2005152584,-0.200168206,-0.1997822255,-0.19903613,-0.1999890664,-0.1995600847,-0.1993943116,-0.1993773987,-0.200881891,-0.1992373419,-87.89459523,-88.009957,-88.58179868,-88.71009824,-88.49087066,-88.43234141,-88.67133826,-88.72468672,-89.11948962,-89.1125904,-88.81523115,-88.58824921,-88.86659844,-89.01526851,-88.82256228,-88.8669066,-88.77285051,-88.75775114,-88.67806191,-88.62126095,-88.73976504,-88.58986887,-88.62010145,-88.79180009,-88.58913688,
0.2078277886,-0.2194269872,-0.2250006131,-0.2310577835,-0.2329155677,-0.2338250255,-0.2334137628,-0.2344244932,-0.231749408,-0.2282321615,-0.2215863388,-0.2142113935,-0.2121326887,-0.2114737696,-0.2091182277,-0.2069200952,-0.2066823997,-0.2063445091,-0.2060334974,-0.2051753588,-0.2064843322,-0.2058122968,-0.2057661699,-0.205715329,-0.2069502293,-0.2055964815,-90.11321011,-90.24118792,-90.82568912,-90.95799717,-90.74552704,-90.69525907,-90.93706364,-91.00044844,-91.39947796,-91.39885729,-91.09564246,-90.87394746,-91.1535911,-91.30042245,-91.10167822,-91.14769958,-91.05363574,-91.03931591,-90.96012699,-90.91101995,-91.02979122,-90.88255079,-90.91026444,-91.09022738,-90.88184692,
0.2135029354,-0.2253284261,-0.2313796178,-0.2377945559,-0.2400199511,-0.2411877177,-0.2409481769,-0.2421432681,-0.2396403781,-0.2361582601,-0.2291470801,-0.2213037179,-0.2191988064,-0.2184619692,-0.2158814424,-0.2134274835,-0.213208781,-0.2128769897,-0.212554412,-0.2117102585,-0.2131897182,-0.2124289055,-0.2125132073,-0.2124075582,-0.2138752507,-0.2123775748,-92.32127341,-92.46237115,-93.05970658,-93.19605674,-92.99173976,-92.95017613,-93.19456758,-93.26874481,-93.67236872,-93.67832896,-93.36887052,-93.15272126,-93.43368104,-93.57877008,-93.37374421,-93.4226287,-93.32732823,-93.31356342,-93.2353381,-93.1942188,-93.31356155,-93.16941282,-93.19521295,-93.38419486,-93.16924404,
0.2191780822,-0.2314451459,-0.2378374764,-0.244809995,-0.247260078,-0.2488697918,-0.2488331205,-0.2502855175,-0.2478914805,-0.2443463171,-0.2372137339,-0.2288587896,-0.2266022628,-0.2259382016,-0.2230064007,-0.2204506184,-0.2201070122,-0.2198031286,-0.2195921639,-0.2186577174,-0.2203468425,-0.2195184211,-0.2197069945,-0.2195346692,-0.2212771355,-0.2196256697,-94.51948164,-94.67459278,-95.28493629,-95.42521073,-95.23008196,-95.19808954,-95.44513744,-95.52987727,-95.93846455,-95.95105821,-95.63623197,-95.42724868,-95.70891729,-95.85092916,-95.63965316,-95.69152352,-95.59489374,-95.58259208,-95.50516285,-95.47227773,-95.59205629,-95.45105858,-95.47488855,-95.67358935,-95.4520017,
0.224853229,-0.2377672105,-0.2447295375,-0.2521219016,-0.2549690454,-0.2569809998,-0.2572058411,-0.2588344059,-0.2568222114,-0.2531778963,-0.2457837606,-0.2369200464,-0.2347588944,-0.2339403969,-0.2306859712,-0.2277463023,-0.2275303286,-0.2272379977,-0.2270803569,-0.2261666148,-0.2280034849,-0.2271161697,-0.2274657664,-0.2272805262,-0.2292201473,-0.2274184664,-96.70856525,-96.87852025,-97.50172128,-97.6466462,-97.46153045,-97.43925116,-97.68908313,-97.78646774,-98.19833226,-98.21839328,-97.89816018,-97.69576542,-97.9788304,-98.1180473,-97.89929793,-97.9548148,-97.85799346,-97.84622807,-97.77017849,-97.74690251,-97.86610017,-97.72914065,-97.7499521,-97.95932254,-97.73077016,
0.2305283757,-0.24434107,-0.251789929,-0.2598277131,-0.2630204918,-0.265511412,-0.2660558351,-0.2680577836,-0.2661651667,-0.2626531146,-0.255032854,-0.2456092699,-0.2433814693,-0.2425842769,-0.2389378772,-0.2357608472,-0.2355164174,-0.2351932494,-0.2351812584,-0.2342334391,-0.2367060875,-0.2352947122,-0.2359080763,-0.2356097412,-0.2379490659,-0.235840422,-98.88926748,-99.07464755,-99.71150061,-99.86045208,-99.68655912,-99.67522073,-99.92764974,-100.0369082,-100.453127,-100.4815827,-100.1561006,-99.96098139,-100.2447449,-100.3810661,-100.1569546,-100.2144173,-100.1169212,-100.1064033,-100.0317033,-100.0173231,-100.1376443,-100.0038238,-100.0226884,-100.242994,-100.0069237,
0.2362035225,-0.2512366915,-0.2593143242,-0.2679422151,-0.2715468692,-0.2745972074,-0.2754789514,-0.2778390076,-0.2763839298,-0.2727905696,-0.2650286389,-0.2549965372,-0.252727762,-0.2519560012,-0.2479278817,-0.2443584547,-0.2441549954,-0.2439464142,-0.2439975404,-0.2430097985,-0.2453171009,-0.2444122806,-0.2449363618,-0.2447161827,-0.2474200012,-0.2450778983,-101.0625724,-101.2643382,-101.914772,-102.0685531,-101.9066102,-101.9067132,-102.1620677,-102.2853455,-102.7044677,-102.7415552,-102.4108804,-102.2239721,-102.5087859,-102.6411395,-102.4103944,-102.4708714,-102.3725605,-102.3641199,-102.2894854,-102.2867719,-102.4075256,-102.2777377,-102.2932191,-102.5251575,-102.2810904,
0.2418786693,-0.2584472165,-0.2671879244,-0.2765406966,-0.2805963514,-0.2842751794,-0.285561361,-0.2883143176,-0.2872797929,-0.2837032185,-0.275844552,-0.2651787195,-0.2629125083,-0.2621731051,-0.2578117315,-0.2537571187,-0.2536107064,-0.2534238014,-0.2536660913,-0.2525345369,-0.2550372073,-0.2540094599,-0.2549108186,-0.2547532211,-0.2578074041,-0.2551693309,-103.2293431,-103.4480106,-104.112674,-104.2711799,-104.1223533,-104.1348049,-104.3926425,-104.5302484,-104.9529323,-104.99911,-104.6635817,-104.4856742,-104.7712591,-104.8994904,-104.6618748,-104.7251221,-104.6268731,-104.6204598,-104.5470304,-104.5543021,-104.6722315,-104.5508583,-104.5632339,-104.8070659,-104.5548081,
0.247553816,-0.2660794902,-0.2755763739,-0.2856910924,-0.2902692494,-0.2946562625,-0.2963919707,-0.2996339826,-0.2990558709,-0.2956820701,-0.2876066238,-0.2762973338,-0.274052741,-0.2733600243,-0.2684013012,-0.2640586442,-0.2638679357,-0.2637735753,-0.2641520398,-0.2630207439,-0.2660654476,-0.2646591104,-0.2658855443,-0.2656791043,-0.2692496055,-0.2662758388,-105.3906685,-105.6273209,-106.3062675,-106.4697136,-106.335231,-106.3606477,-106.6208783,-106.7736428,-107.1994564,-107.2553065,-106.9155486,-106.7472199,-107.033179,-107.1568031,-106.9127103,-106.9797162,-106.8801005,-106.8754585,-106.8037445,-106.8227689,-106.9392964,-106.8238682,-106.8329414,-107.0901511,-106.8290561,
0.2532289628,-0.2741647352,-0.2844257943,-0.2951496882,-0.3006385677,-0.3058275726,-0.30807124,-0.311822777,-0.3117717771,-0.3085238452,-0.3004945224,-0.2884783454,-0.2862473646,-0.2856502514,-0.2801650483,-0.2753269342,-0.2752727782,-0.2751471162,-0.2757727836,-0.2745753833,-0.278085251,-0.2764977503,-0.2780048591,-0.2777707374,-0.2819232104,-0.27855536,-107.5474593,-107.8028011,-108.4949001,-108.6652067,-108.5463483,-108.5853429,-108.8482345,-109.0168839,-109.4449185,-109.5119331,-109.1678278,-109.009738,-109.2963112,-109.4148621,-109.1638366,-109.2333855,-109.1342088,-109.1319753,-109.0612209,-109.093143,-109.2074755,-109.0985464,-109.104485,-109.375418,-109.1051829,
0.2589041096,-0.2827819824,-0.2939174938,-0.3059526021,-0.3118189481,-0.3178657308,-0.3207119859,-0.3250651236,-0.3257031295,-0.322741797,-0.3145880685,-0.3018575265,-0.2997173052,-0.2992221814,-0.293140741,-0.2877758635,-0.2878206883,-0.2877354572,-0.2885924204,-0.2873616576,-0.2913243846,-0.2895756408,-0.2913566421,-0.2913378222,-0.2959989799,-0.2921702622,-109.7009183,-109.9758016,-110.6851295,-110.858888,-110.7569556,-110.8101359,-111.0756026,-111.2607329,-111.6923986,-111.7698766,-111.4217775,-111.2743159,-111.5606224,-111.6748457,-111.4167882,-111.4897568,-111.3901009,-111.3907389,-111.3209796,-111.3659501,-111.4780881,-111.3760382,-111.3795616,-111.6641686,-111.3841538,
0.2645792564,-0.2919997056,-0.3041974517,-0.3172826276,-0.3238596101,-0.3309604877,-0.3344375611,-0.3394934695,-0.3408644792,-0.3381887863,-0.3300759473,-0.3166149408,-0.3145033918,-0.3142125979,-0.3075057578,-0.3015515484,-0.3016135516,-0.3017011701,-0.3028217746,-0.3015311961,-0.3060212927,-0.3039818381,-0.3063363619,-0.30611738,-0.3116565296,-0.3073187575,-111.8521898,-112.1477916,-112.8730585,-113.0520104,-112.9683952,-113.0363074,-113.3043734,-113.5069451,-113.9410806,-114.0302397,-113.6786102,-113.5423582,-113.8293857,-113.9376658,-113.6728292,-113.7487507,-113.6490388,-113.6528475,-113.5839076,-113.6429484,-113.7521685,-113.658602,-113.6574155,-113.95759,-113.6671483,
0.2702544031,-0.3019339173,-0.3152116813,-0.3295346786,-0.3369251495,-0.3449516288,-0.3493862151,-0.3552106891,-0.3574350219,-0.355174319,-0.3471566549,-0.3329017364,-0.3308956692,-0.3308120613,-0.3234395903,-0.3168306493,-0.3170223053,-0.3171842167,-0.3186676871,-0.317271545,-0.3223574662,-0.3201560081,-0.3228958557,-0.3226708862,-0.3291397534,-0.3241802317,-114.0024324,-114.319572,-115.0612439,-115.2459511,-115.1821595,-115.2652227,-115.5357369,-115.7565918,-116.1934315,-116.2944832,-115.9395826,-115.81527,-116.1025984,-116.2050511,-115.9332291,-116.0121692,-115.9124681,-115.9197348,-115.851537,-115.9247279,-116.0308741,-115.9454626,-115.9406128,-116.2569407,-115.9554056,
0.2759295499,-0.3125510502,-0.327083941,-0.3428060029,-0.3511361803,-0.3606194112,-0.3656878669,-0.3723582461,-0.3756158741,-0.3739231442,-0.365987671,-0.3509230612,-0.3490917772,-0.349293144,-0.3411412528,-0.3338158513,-0.3341493319,-0.3344538175,-0.3362722954,-0.3348383995,-0.3405719562,-0.338136676,-0.3414041502,-0.3411871591,-0.3486206768,-0.343025124,-116.1536062,-116.492715,-117.2516854,-117.4420605,-117.3978433,-117.4981282,-117.7710889,-118.0111267,-118.4505782,-118.5638207,-118.2060249,-118.0940391,-118.3812023,-118.4779498,-118.1993211,-118.2816024,-118.1818926,-118.1926103,-118.1250192,-118.2137408,-118.3155522,-118.2392551,-118.2300118,-118.5630558,-118.2497811,
