Freq [GHz],"dB(S(1,1)) [] - $eps1='4' $eps2='0.3'","dB(S(1,1)) [] - $eps1='4.5' $eps2='0.45'","dB(S(1,1)) [] - $eps1='5' $eps2='0.6'","dB(S(1,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(1,1)) [] - $eps1='6' $eps2='0.9'","dB(S(1,1)) [] - $eps1='6.5' $eps2='1'","dB(S(1,1)) [] - $eps1='7' $eps2='1.1'","dB(S(1,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(1,1)) [] - $eps1='8' $eps2='1.4'","dB(S(1,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(1,1)) [] - $eps1='9' $eps2='1.8'","dB(S(1,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(1,1)) [] - $eps1='10' $eps2='2.1'","dB(S(1,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(1,1)) [] - $eps1='11' $eps2='2.5'","dB(S(1,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(1,1)) [] - $eps1='12' $eps2='2.8'","dB(S(1,1)) [] - $eps1='12.5' $eps2='2.95'","dB(S(1,1)) [] - $eps1='13' $eps2='3.1'","dB(S(1,1)) [] - $eps1='13.5' $eps2='3.25'","dB(S(1,1)) [] - $eps1='14' $eps2='3.4'","dB(S(1,1)) [] - $eps1='14.5' $eps2='3.55'","dB(S(1,1)) [] - $eps1='15' $eps2='3.7'","dB(S(1,1)) [] - $eps1='15.5' $eps2='3.85'","dB(S(1,1)) [] - $eps1='16' $eps2='4'","arg(S(1,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(1,1)) [deg] - $eps1='4.5' $eps2='0.45'","arg(S(1,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(1,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(1,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(1,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(1,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(1,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(1,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(1,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(1,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(1,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(1,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(1,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(1,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(1,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(1,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(1,1)) [deg] - $eps1='12.5' $eps2='2.95'","arg(S(1,1)) [deg] - $eps1='13' $eps2='3.1'","arg(S(1,1)) [deg] - $eps1='13.5' $eps2='3.25'","arg(S(1,1)) [deg] - $eps1='14' $eps2='3.4'","arg(S(1,1)) [deg] - $eps1='14.5' $eps2='3.55'","arg(S(1,1)) [deg] - $eps1='15' $eps2='3.7'","arg(S(1,1)) [deg] - $eps1='15.5' $eps2='3.85'","arg(S(1,1)) [deg] - $eps1='16' $eps2='4'",
1.354207436,-11.17938679,-12.46558813,-12.31061574,-12.89014849,-13.00525269,-13.21530044,-13.92718898,-14.02749566,-14.44487216,-14.57620478,-14.10714595,-13.74119527,-13.80235881,-13.93055432,-13.22909683,-13.3979494,-13.5690875,-13.0862329,-12.83193233,-13.36773669,-13.28905427,-13.76345843,-13.59992331,-14.49479739,-14.03821753,-66.79125442,-61.76906845,-56.06792601,-53.18908506,-57.86788962,-58.85812454,-63.09717794,-57.63687267,-57.52218359,-55.01347416,-60.14954609,-57.22662681,-60.22285001,-61.53669395,-62.76295344,-63.37661006,-65.99926233,-67.76416291,-68.42018659,-66.86085303,-65.32057232,-66.35406265,-68.74486664,-67.12119691,-66.89775501,
1.359882583,-11.44053592,-12.74879284,-12.42185553,-13.04060704,-13.21473371,-13.49329829,-14.21600877,-14.26309318,-14.64025124,-14.76741795,-14.2821177,-13.95541035,-14.0439937,-14.19321955,-13.465481,-13.68436631,-13.88944105,-13.39333106,-13.13824052,-13.71142954,-13.65401881,-14.1750432,-14.0010601,-14.94221833,-14.47400905,-69.9087748,-63.64714753,-57.95606065,-55.76663948,-60.57826717,-61.34061625,-65.17862539,-59.21794637,-59.3868383,-57.07418063,-62.49548581,-59.74648459,-62.90755056,-64.48201132,-65.90016323,-66.57395315,-69.20356338,-70.67977809,-71.23516792,-69.57485693,-68.00308057,-68.99338109,-71.38139481,-69.28814112,-69.07189413,
1.36555773,-11.71885149,-13.01987079,-12.52398521,-13.19613567,-13.43573823,-13.78217433,-14.5037175,-14.48746615,-14.82790865,-14.95880472,-14.46436945,-14.1824274,-14.30030997,-14.47545635,-13.72679861,-13.99593342,-14.23222288,-13.71550187,-13.45758153,-14.07304039,-14.03834496,-14.60590281,-14.41356881,-15.38921419,-14.90536311,-72.90595371,-65.32247782,-59.85784523,-58.34339344,-63.22765919,-63.69186759,-67.08346605,-60.6870506,-61.20759227,-59.11229082,-64.81385816,-62.21559399,-65.50231844,-67.31988078,-68.93664881,-69.62711705,-72.2232041,-73.40168139,-73.87747114,-72.09641677,-70.44544197,-71.31849215,-73.68033313,-71.05028923,-70.84426183,
1.371232877,-12.01440426,-13.27334657,-12.61934881,-13.35818218,-13.66898283,-14.08099384,-14.78743239,-14.69961092,-15.00901989,-15.15212358,-14.65557686,-14.42309178,-14.57114278,-14.77670332,-14.01269747,-14.33059976,-14.59433725,-14.05087339,-13.79005508,-14.45102715,-14.43570645,-15.04536818,-14.82558277,-15.81977558,-15.31221968,-75.75782778,-66.804899,-61.77766573,-60.91118731,-65.80017165,-65.89211266,-68.80449618,-62.05320531,-62.98792339,-61.12004012,-67.08951443,-64.61371241,-67.98446655,-70.0214366,-71.83711311,-72.50026979,-75.03179394,-75.91683208,-76.32315718,-74.37270913,-72.58798566,-73.27434629,-75.60569249,-72.38254721,-72.19379956,
1.376908023,-12.32675496,-13.50409448,-12.71033904,-13.52818068,-13.91500519,-14.38837648,-15.06407738,-14.89895029,-15.18501553,-15.34902799,-14.85712669,-14.67786474,-14.85587355,-15.09578185,-14.3219334,-14.68541393,-14.97279851,-14.39806683,-14.13413974,-14.8399201,-14.83585295,-15.47956045,-15.22234494,-16.21292898,-15.67027862,-78.43657933,-68.11509557,-63.71676496,-63.46056896,-68.27859864,-67.92095888,-70.3382276,-63.32627048,-64.72913136,-63.08667521,-69.30525904,-66.91892858,-70.33067624,-72.55725375,-74.56504939,-75.16048988,-77.60627048,-78.20550693,-78.53587544,-76.34907769,-74.38500006,-74.82833665,-77.14207206,-73.30240083,-73.18274224,
1.38258317,-12.65470285,-13.70793368,-12.79926598,-13.70756036,-14.17414438,-14.7023913,-15.33047868,-15.08535249,-15.35748542,-15.55098001,-15.07006469,-14.94677106,-15.15336372,-15.43081324,-14.65224591,-15.05676081,-15.36471846,-14.75492905,-14.48549055,-15.23026549,-15.22548066,-15.89198177,-15.58614146,-16.54738232,-15.96269642,-80.91162144,-69.28408078,-65.67323631,-65.98063993,-70.64401455,-69.75797139,-71.68533822,-64.51620615,-66.42989409,-64.99861817,-71.44154652,-69.10791729,-72.51731015,-74.89783224,-77.08407805,-77.57860772,-79.92256226,-80.23870194,-80.4753731,-77.98197417,-75.8156171,-75.97861847,-78.31257544,-73.9094001,-73.97585056,
1.388258317,-12.99608765,-13.88218792,-12.8882788,-13.89771156,-14.44647888,-15.02049497,-15.58354131,-15.25911931,-15.52808674,-15.7591321,-15.29501711,-15.22934314,-15.46187012,-15.77913928,-15.00030669,-15.44053857,-15.76670438,-15.1172248,-14.83650577,-15.60943909,-15.58956411,-16.26485116,-15.89991963,-16.81226153,-16.19129775,-83.15018887,-70.35102068,-67.64296205,-68.45893226,-72.87587525,-71.3830555,-72.85088697,-65.63228225,-68.08602117,-66.83968265,-73.47694582,-71.1561106,-74.52090793,-77.01436168,-79.35947999,-79.72861929,-81.95252492,-81.98200093,-82.10757378,-79.25137964,-76.89267469,-76.76841953,-79.2027828,-74.38473071,-74.77821277,
1.393933464,-13.34748332,-14.02609093,-12.97936609,-14.09996946,-14.73175205,-15.33943669,-15.82040145,-15.42092582,-15.69843061,-15.97427375,-15.53213704,-15.52449897,-15.77903427,-16.13723654,-15.36174515,-15.83209975,-16.17389618,-15.47789745,-15.17682081,-15.96320329,-15.91346341,-16.58300281,-16.15468515,-17.01490243,-16.37501521,-85.11846216,-71.35933064,-69.61998872,-70.88121458,-74.95179325,-72.77757646,-73.84430925,-66.68232389,-69.69031844,-68.59120285,-75.38846655,-73.03805187,-76.31893124,-78.87961979,-81.35969087,-81.58648311,-83.66455782,-83.4041985,-83.41701641,-80.17077591,-77.67117052,-77.29937267,-79.9584811,-74.92095769,-75.73007554,
1.399608611,-13.70391098,-14.14090754,-13.07435789,-14.31557526,-15.02927648,-15.65520177,-16.03861688,-15.57176061,-15.86997497,-16.19671765,-15.78102819,-15.83048658,-16.10177795,-16.50063885,-15.73119201,-16.2259097,-16.57911108,-15.82706674,-15.49462787,-16.27799999,-16.18637953,-16.84007374,-16.35498713,-17.1763779,-16.53612677,-86.78369567,-72.35232419,-71.59699507,-73.23133318,-76.84742829,-73.92544348,-74.67898274,-67.67207117,-71.2325994,-70.23256121,-77.15145383,-74.72798552,-77.89065702,-80.46930819,-83.05742592,-83.12976481,-85.02910809,-84.48858581,-84.41596215,-80.79335058,-78.25056269,-77.72032001,-80.73653083,-75.63224941,-76.85853846,
1.405283757,-14.05859305,-14.22976985,-13.1749419,-14.54564388,-15.33779365,-15.96303647,-16.23629481,-15.71280512,-16.0439056,-16.42622015,-16.04061455,-16.14477947,-16.42633447,-16.86389634,-16.1022711,-16.61507914,-16.9725414,-16.1530731,-15.77873529,-16.54397245,-16.40542637,-17.0422323,-16.5162857,-17.318289,-16.68829037,-88.11744571,-73.36832839,-73.56548796,-75.49093499,-78.53649969,-74.8149528,-75.37141256,-68.60466572,-72.69984473,-71.74141231,-78.74047701,-76.20062655,-79.21832279,-81.76387273,-84.43082184,-84.34003229,-86.02810488,-85.24399997,-85.15005655,-81.21085678,-78.75926659,-78.18130065,-81.64119642,-76.52810879,-78.12104793,
1.410958904,-14.4028664,-14.2972418,-13.28269894,-14.79110809,-15.65533002,-16.25750422,-16.41222257,-15.84531836,-16.22103268,-16.66188274,-16.30908208,-16.46399331,-16.7482609,-17.22062206,-16.46754685,-16.99112647,-17.3423497,-16.44444039,-16.02108594,-16.75812723,-16.5774428,-17.20509201,-16.65597885,-17.45335275,-16.83531562,-89.10022945,-74.43725721,-75.51585542,-77.639192,-79.99127533,-75.44024201,-75.94000119,-69.48034189,-74.0764793,-73.09424816,-80.12963089,-77.43223639,-80.28853746,-82.75089359,-85.46521272,-85.20806751,-86.66594894,-85.71168426,-85.6953482,-81.53970806,-79.31895871,-78.78094966,-82.70025388,-77.56166226,-79.47489097,
1.416634051,-14.72637151,-14.34875124,-13.39910773,-15.05264952,-15.97897173,-16.53268108,-16.56588885,-15.97049119,-16.40167602,-16.90204945,-16.58374838,-16.78385175,-17.06254173,-17.56369216,-16.81853285,-17.34425097,-17.67631062,-16.69243642,-16.21902152,-16.92581683,-16.71625295,-17.34599918,-16.78617519,-17.58561803,-16.97706436,-89.72724278,-75.57868253,-77.43735807,-79.65248144,-81.18261275,-75.80342268,-76.40380039,-70.29634194,-75.34481737,-74.26727684,-81.29353641,-78.40207765,-81.09379474,-83.42781947,-86.15623491,-85.74109088,-86.9784963,-85.96482037,-86.147346,-81.89314987,-80.00828154,-79.54851399,-83.89280382,-78.69218364,-80.91611684,
1.422309198,-15.01769278,-14.39001138,-13.52557248,-15.33059739,-16.30464947,-16.782489,-16.69746692,-16.08932501,-16.58558744,-17.14420711,-16.86097567,-17.09916624,-17.36383064,-17.88567666,-17.14596318,-17.66436978,-17.9642772,-16.8934177,-16.37630294,-17.05892409,-16.83699321,-17.47797358,-16.91280392,-17.71619439,-17.11555036,-90.01453823,-76.80152576,-79.31778937,-81.50398501,-82.08169637,-75.91574265,-76.78117159,-71.04706625,-76.48560788,-75.23714443,-82.20856985,-79.09418811,-81.63384752,-83.80462025,-86.5141227,-85.96930194,-87.03521711,-86.09746671,-86.60036016,-82.3515125,-80.8512476,-80.46808284,-85.19321349,-79.91394991,-82.47468039,
1.427984344,-15.26552147,-14.42652878,-13.66339608,-15.62478418,-16.62692732,-17.00107562,-16.80773109,-16.20246427,-16.77181636,-17.38492825,-17.13611558,-17.40397834,-17.64669611,-18.17948648,-17.44050827,-17.94282139,-18.20077263,-17.05000195,-16.50203226,-17.17169603,-16.9516523,-17.60885863,-17.03911366,-17.84859091,-17.25779006,-90.00369036,-78.10512654,-81.14327681,-83.16333043,-82.66161576,-75.79871562,-77.08829987,-71.72448412,-77.47874763,-75.98240743,-82.85451637,-79.49930479,-81.91691902,-83.90537924,-86.56807464,-85.94867603,-86.93164825,-86.20606306,-87.12644541,-82.94864339,-81.83444394,-81.51486296,-86.59553042,-81.24872072,-84.19044042,
1.433659491,-15.46028178,-14.46330495,-13.81374628,-15.93435794,-16.93883313,-17.18335417,-16.89789171,-16.31020369,-16.95865828,-17.61981333,-17.40352381,-17.69174815,-17.90607586,-18.43920008,-17.69398985,-18.17429834,-18.38666184,-17.17035154,-16.60789811,-17.27669517,-17.0682066,-17.74408596,-17.16949344,-17.99096257,-17.41552684,-89.76285394,-79.48116741,-82.89799706,-84.59629199,-82.90023147,-75.48372081,-77.33872657,-72.31865602,-78.30412268,-76.48515891,-83.21663555,-79.61703397,-81.95993197,-83.76797264,-86.3684503,-85.75666994,-86.77215264,-86.36875727,-87.7635649,-83.68042189,-82.93332468,-82.67607879,-88.11250584,-82.72262769,-86.08970443,
1.439334638,-15.5958827,-14.50464389,-13.97760053,-16.25750568,-17.23180747,-17.32544292,-16.96943702,-16.41215881,-17.14359171,-17.84352598,-17.6566811,-17.95574155,-18.13767601,-18.66088183,-17.9008655,-18.35832041,-18.52910914,-17.26587726,-16.70527573,-17.38335207,-17.19241488,-17.88981195,-17.31144322,-18.1556225,-17.60337462,-89.3826486,-80.91567615,-84.56343593,-85.76472894,-82.78414448,-75.0104973,-77.54228087,-72.81870636,-78.94299511,-76.73289143,-83.28798789,-79.4574506,-81.78791112,-83.44111645,-85.9844768,-85.48100582,-86.64893967,-86.63222678,-88.51780139,-84.52413564,-84.12899259,-83.95084193,-89.7611196,-84.34546883,-88.1723086,
1.445009785,-15.67108103,-14.55413123,-14.15568914,-16.5911162,-17.49593486,-17.4250626,-17.02393284,-16.5074433,-17.32322063,-18.04993324,-17.88846513,-18.18950233,-18.33838176,-18.84318597,-18.05952433,-18.499596,-18.63977344,-17.34851344,-16.80360477,-17.49862669,-17.33011433,-18.05460482,-17.47559883,-18.35728606,-17.83695452,-88.96558138,-82.39090859,-86.11877574,-86.62697089,-82.31306954,-74.4243391,-77.70515419,-73.21367278,-79.37909426,-76.72085854,-83.07178899,-79.04194099,-81.43196433,-82.97881479,-85.49636705,-85.2038894,-86.62485507,-87.01016043,-89.3747874,-85.45418529,-85.40952928,-85.33836348,-91.5472196,-86.0978746,-90.40936351,
1.450684932,-15.68996874,-14.614686,-14.34834532,-16.930332,-17.72045187,-17.48172263,-17.06283631,-16.59452888,-17.49333061,-18.23235235,-18.09158388,-18.38744058,-18.50652843,-18.98750533,-18.17285153,-18.60707036,-18.73215512,-17.42881575,-16.91034713,-17.62867723,-17.48858284,-18.24951574,-17.67468775,-18.61137973,-18.13181737,-88.61228201,-83.88670963,-87.5399095,-87.13909545,-81.50482568,-73.77244738,-77.8300698,-73.49370125,-79.60052377,-76.4541463,-82.5833319,-78.40279534,-80.9262901,-82.43331604,-84.98332092,-84.98755486,-86.72687715,-87.491079,-90.3114706,-86.44707565,-86.76238408,-86.82487708,-93.45601732,-87.92957357,-92.74542689,
1.456360078,-15.66129691,-14.68866426,-14.55537902,-17.26807236,-17.89469052,-17.49668267,-17.08734355,-16.67128811,-17.64894687,-18.3840173,-18.25916458,-18.54537705,-18.64198453,-19.09765709,-18.24778514,-18.69206536,-18.81919934,-17.51533573,-17.03182922,-17.78014775,-17.67673746,-18.48726686,-17.92236531,-18.93296914,-18.50312191,-88.40698401,-85.38140827,-88.79957999,-87.25748566,-80.39885595,-73.10013068,-77.91687209,-73.6512672,-79.60102302,-75.94950845,-81.85087271,-77.58124184,-80.30455296,-81.8481719,-84.51062298,-84.86548493,-86.94907187,-88.04858512,-91.30200641,-87.47803979,-88.16442981,-88.3744585,-95.44832978,-89.75901246,-95.10170513,
1.462035225,-15.59706644,-14.77795227,-14.77589788,-17.59455956,-18.0093438,-17.47269309,-17.09826704,-16.7350801,-17.78458598,-18.49858867,-18.38542185,-18.66094603,-18.74592998,-19.17913576,-18.29399575,-18.76626286,-18.91194962,-17.61496967,-17.17414365,-17.96055857,-17.90457977,-18.78123593,-18.23243422,-19.33630031,-18.96578652,-88.40862626,-86.85210654,-89.86726387,-86.94341799,-79.05721056,-72.44729716,-77.9633855,-73.68234707,-79.38274888,-75.23600737,-80.91495578,-76.623798,-79.59637944,-81.25292757,-84.12027924,-84.8412512,-87.26170154,-88.64864304,-92.31762683,-88.51323311,-89.57429221,-89.92428329,-97.46003476,-91.47342398,-97.37581112,
1.467710372,-15.51058042,-14.88406148,-15.00801864,-17.89701976,-18.05783804,-17.4135963,-17.09596786,-16.78288397,-17.89454097,-18.57089371,-18.46629128,-18.73378035,-18.82054533,-19.2381481,-18.32215048,-18.84015052,-19.01922465,-17.7335722,-17.34359213,-18.17799344,-18.18236485,-19.14472589,-18.61852183,-19.83445423,-19.53496716,-88.64625101,-88.2744526,-90.70955199,-86.17011567,-77.56145464,-71.84636766,-77.96641163,-73.58753974,-78.95687828,-74.35444315,-79.82583291,-75.57788855,-78.82448451,-80.66061286,-83.82716396,-84.89305948,-87.61957033,-89.25151004,-93.32249753,-89.50269731,-90.9272742,-91.38086231,-99.4011177,-92.92351591,-99.44067816,
1.473385519,-15.41485641,-15.00814179,-15.24866834,-18.15984281,-18.03744386,-17.3238537,-17.08033531,-16.81149815,-17.97328705,-18.59732429,-18.49988604,-18.76537331,-18.86847357,-19.28065644,-18.34232366,-18.92219049,-19.14786736,-17.87632927,-17.54661843,-18.44035549,-18.51975679,-19.59034423,-19.09398313,-20.43876543,-20.22794531,-89.12147081,-89.62232009,-91.29037659,-84.93223454,-76.00518401,-71.3210784,-77.92285518,-73.37295255,-78.34480309,-73.35475074,-78.6392224,-74.4871236,-78.00296341,-80.06785613,-83.62091053,-84.98035265,-87.96693,-89.8099466,-94.26863251,-90.37443366,-92.13147008,-92.61488286,-101.1513691,-93.91484764,-101.1396504,
1.479060665,-15.32138724,-15.15096596,-15.49317491,-18.36548734,-17.94977903,-17.20809464,-17.05082472,-16.81778513,-18.01602262,-18.57645701,-18.48664588,-18.7586716,-18.89228771,-19.31157004,-18.36288173,-19.01854343,-19.30302813,-18.04769171,-17.78932169,-18.7543341,-18.92491961,-20.12912576,-19.67173418,-21.15806741,-21.06829334,-89.81333498,-90.86696843,-91.57346831,-83.25670561,-74.48344156,-70.88659046,-77.83078907,-73.05066642,-77.57802073,-72.29185399,-77.41093659,-73.38750883,-77.13725408,-79.45704105,-83.4707292,-85.04943729,-88.23840061,-90.26569027,-95.09110952,-91.03011693,-93.06321333,-93.45057472,-102.5522187,-94.19159369,-102.2577282,
1.484735812,-15.23953794,-15.31282344,-15.73495596,-18.49640469,-17.80051264,-17.07078684,-17.0065437,-16.79895043,-18.01913123,-18.50911385,-18.42914645,-18.71748378,-18.89397262,-19.33413105,-18.38987217,-19.13306032,-19.48813827,-18.25086494,-18.07666023,-19.1240768,-19.40315443,-20.7686131,-20.36388918,-21.9968565,-22.08896354,-90.6854853,-91.97638311,-91.5240352,-81.21162398,-73.0821273,-70.55069175,-77.69039708,-72.63858674,-76.69660083,-71.22095974,-76.19161023,-72.30516832,-76.22520277,-78.79966168,-83.33140944,-85.03715206,-88.35716485,-90.54579021,-95.70396453,-91.34035011,-93.55976439,-93.6498458,-103.3916799,-93.39988048,-102.4323495,
1.490410959,-15.17636916,-15.49332269,-15.96523129,-18.53786993,-17.59836687,-16.91596855,-16.9463769,-16.75279537,-17.98060532,-18.39819272,-18.33161351,-18.64586338,-18.87454435,-19.34950556,-18.42678972,-19.26718422,-19.70437996,-18.48684166,-18.41128643,-19.54914903,-19.95447092,-21.50859787,-21.18073031,-22.94652237,-23.32319322,-91.69175577,-92.91456927,-91.11329015,-78.9087489,-71.86880652,-70.3151327,-77.50467245,-72.15982998,-75.74658283,-70.19234039,-75.02275108,-71.25575486,-75.25928885,-78.06032011,-83.14864816,-84.87218865,-88.23224774,-90.56006881,-95.99670264,-91.14033155,-93.41051147,-92.88913935,-103.3750927,-91.01184165,-100.979481,
1.496086106,-15.13674466,-15.69112165,-16.17294102,-18.48106083,-17.35377196,-16.74711114,-16.8691537,-16.67796795,-17.90027468,-18.24824935,-18.19924073,-18.5475272,-18.83378076,-19.35650689,-18.47448923,-19.41956373,-19.94958289,-18.75304796,-18.7919118,-20.02129797,-20.56909926,-22.33224486,-22.12604398,-23.95469195,-24.76298063,-92.78116521,-93.64127555,-90.32413646,-76.49527295,-70.88912292,-70.17730036,-77.27982018,-71.6413493,-74.77610924,-69.24743374,-73.93391875,-70.24575526,-74.22967438,-77.20110275,-82.86295031,-84.47567882,-87.75671806,-90.2005194,-95.83124947,-90.22783392,-92.34932054,-90.73525408,-102.0656905,-86.24729901,-96.65813009,
1.501761252,-15.12360033,-15.90354477,-16.34502462,-18.32526827,-17.077527,-16.56710198,-16.77380581,-16.5740957,-17.77980293,-18.06485569,-18.03750266,-18.42543191,-18.77015032,-19.35146423,-18.53107161,-19.58534541,-20.21649557,-19.04145628,-19.21066537,-20.51938184,-21.21989538,-23.18798877,-23.17952223,-24.85873596,-26.23985498,-93.9011928,-94.11216625,-89.15827996,-74.1345001,-70.16648024,-70.13185693,-77.02527674,-71.11213851,-73.83147151,-68.41637442,-72.94290153,-69.27458311,-73.12740077,-76.18623038,-82.41284195,-83.76301709,-86.80893625,-89.34394475,-95.04231088,-88.37082507,-90.05883047,-86.6432185,-98.79604751,-78.22102419,-87.57372829,
1.507436399,-15.13821125,-16.12610093,-16.46723132,-18.07825241,-16.77976128,-16.378262,-16.65954095,-16.44184296,-17.62244685,-17.85397664,-17.85156886,-18.28151545,-18.6808893,-19.32825267,-18.59167076,-19.75515849,-20.49051548,-19.33623628,-19.64942424,-21.00272321,-21.85102279,-23.95842231,-24.24987665,-25.33161781,-27.20838154,-94.99957801,-94.2799771,-87.64379558,-71.98069295,-69.70529365,-70.17205446,-76.75335409,-70.60120481,-72.95337549,-67.71762058,-72.05665467,-68.33761426,-71.94805735,-74.98764515,-81.73825,-82.64820805,-85.26010584,-87.8615443,-93.444503,-85.33983317,-86.21090005,-80.06690472,-92.64460753,-66.80519478,-72.40352888,
1.513111546,-15.18041899,-16.35196535,-16.52568451,-17.75455757,-16.46927927,-16.18239039,-16.52597636,-16.28284219,-17.43264531,-17.62139672,-17.6458447,-18.11668529,-18.56229069,-19.27856912,-18.64821171,-19.9139894,-20.74715983,-19.61137655,-20.07512354,-21.4054566,-22.36631513,-24.43499957,-25.09675924,-25.03842105,-26.92376795,-96.02518498,-94.09721571,-85.84056329,-70.15682258,-69.49569772,-70.29058253,-76.47848648,-70.13553004,-72.1743187,-67.15870515,-71.27384931,-67.42898998,-70.6949334,-73.59069822,-80.78521782,-81.05359362,-82.99300015,-85.64003074,-90.85847904,-80.98549987,-80.59006904,-70.88015501,-82.82799594,-53.97491632,-54.3082426,
1.518786693,-15.24878979,-16.57146181,-16.50888493,-17.37255506,-16.15330131,-15.98089062,-16.37322368,-16.09953583,-17.21552008,-17.37229172,-17.42376162,-17.93084824,-18.41015586,-19.19256877,-18.68922713,-20.04050369,-20.95057532,-19.82950274,-20.43610851,-21.63946138,-22.63270255,-24.37804145,-25.33145903,-24.00214771,-25.46789544,-96.92839166,-93.52090346,-83.84113512,-68.74227834,-69.51837177,-70.48040653,-76.21627531,-69.73841062,-71.51713541,-66.73835252,-70.58765806,-66.54482335,-69.38156266,-72.0002854,-79.51279312,-78.92632905,-79.93682458,-82.61890255,-87.16692101,-75.37082103,-73.337234,-60.08241473,-69.98281526,-43.04604886,-39.99795836,
1.52446184,-15.34064673,-16.77174069,-16.4098979,-16.95136618,-15.83744107,-15.77483959,-16.20192325,-15.89495113,-16.976374,-17.11097481,-17.1876902,-17.72319196,-18.22045344,-19.05993962,-18.70009618,-20.10766025,-21.05530614,-19.94445214,-20.66423272,-21.61639136,-22.52533861,-23.70480527,-24.71857755,-22.58032757,-23.60885513,-97.660793,-92.51993905,-81.76422326,-67.77205798,-69.74873625,-70.73509904,-75.98240471,-69.42830484,-70.99497742,-66.4487652,-69.98861473,-65.68506242,-68.03304085,-70.24556574,-77.90237802,-76.26184776,-76.11777575,-78.84212423,-82.40543433,-68.90206018,-65.19364597,-49.80420375,-57.09038892,-35.78620993,-31.76004121,
1.530136986,-15.45196617,-16.93692088,-16.22785771,-16.50854536,-15.52586832,-15.56508427,-16.01321272,-15.67244636,-16.72026382,-16.84078494,-16.93901129,-17.49248967,-17.98993277,-18.87138425,-18.6639936,-20.08563556,-21.01416733,-19.91012045,-20.68908189,-21.28755707,-22.00682861,-22.582261,-23.47225028,-21.09699364,-21.82369663,-98.17555592,-91.08505118,-79.74101237,-67.2443196,-70.16012151,-71.04901157,-75.7915226,-69.21823093,-70.61231844,-66.27823533,-69.46720049,-64.85515657,-66.68577779,-68.38188658,-75.96840343,-73.12888515,-71.70866337,-74.50357517,-76.85419797,-62.31534632,-57.38020393,-41.90055336,-47.24965096,-31.90834149,-28.00309796,
1.535812133,-15.57719671,-17.04901316,-15.96832623,-16.05878181,-15.22152963,-15.35231218,-15.80865208,-15.43546334,-16.45170759,-16.5640902,-16.67829412,-17.23747393,-17.71684051,-18.62025691,-18.56383547,-19.94760016,-20.79227407,-19.69479344,-20.46445518,-20.67346061,-21.16013685,-21.26814971,-21.9910597,-19.70791874,-20.24248067,-98.42796296,-89.24024691,-77.89759236,-67.13119919,-70.72587872,-71.41727468,-75.65635952,-69.11582085,-70.36638822,-66.21330069,-69.01567481,-64.06670405,-65.38515433,-66.48817996,-73.76729464,-69.68426213,-67.03909065,-69.94740694,-71.04634422,-56.42785016,-51.00124038,-36.89618128,-41.23885519,-30.44108941,-26.93327625,
1.54148728,-15.70899461,-17.08993017,-15.64225151,-15.6135165,-14.92639017,-15.13710809,-15.59010698,-15.18732052,-16.17448448,-16.28239108,-16.40552145,-16.95722335,-17.40137858,-18.30398855,-18.3851292,-19.67700748,-20.38105904,-19.29397183,-19.99167351,-19.8525614,-20.12992492,-19.94882569,-20.53320324,-18.45687763,-18.86174489,-98.37704517,-87.05195336,-76.33906219,-67.38950053,-71.42074454,-71.83567863,-75.58704217,-69.12375383,-70.24948836,-66.24050046,-68.62957716,-63.33713702,-64.18171336,-64.65891822,-71.40007524,-66.16188659,-62.53272743,-65.59564924,-65.62503433,-51.81740947,-46.55525396,-34.37278956,-38.27918435,-30.53917744,-27.43987313,
