"Freq [GHz]","dB(S(1,1)) [] - $eps1='4' $eps2='0.3'","dB(S(1,1)) [] - $eps1='4.5' $eps2='0.45'","dB(S(1,1)) [] - $eps1='5' $eps2='0.6'","dB(S(1,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(1,1)) [] - $eps1='6' $eps2='0.9'","dB(S(1,1)) [] - $eps1='6.5' $eps2='1'","dB(S(1,1)) [] - $eps1='7' $eps2='1.1'","dB(S(1,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(1,1)) [] - $eps1='8' $eps2='1.4'","dB(S(1,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(1,1)) [] - $eps1='9' $eps2='1.8'","dB(S(1,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(1,1)) [] - $eps1='10' $eps2='2.1'","dB(S(1,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(1,1)) [] - $eps1='11' $eps2='2.5'","dB(S(1,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(1,1)) [] - $eps1='12' $eps2='2.8'","dB(S(1,1)) [] - $eps1='12.5' $eps2='2.95'","dB(S(1,1)) [] - $eps1='13.5' $eps2='3.25'","arg(S(1,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(1,1)) [deg] - $eps1='4.5' $eps2='0.45'","arg(S(1,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(1,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(1,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(1,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(1,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(1,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(1,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(1,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(1,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(1,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(1,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(1,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(1,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(1,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(1,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(1,1)) [deg] - $eps1='12.5' $eps2='2.95'","arg(S(1,1)) [deg] - $eps1='13.5' $eps2='3.25'"
0.1,-0.09961455602,-0.1025607915,-0.1035405772,-0.1029977708,-0.1189529144,-0.09985160924,-0.09904369954,-0.09721689688,-0.09504956555,-0.09301258272,-0.09147763891,-0.0906704803,-0.0903103737,-0.08952415619,-0.08890580619,-0.08823981766,-0.0883871955,-0.08812277762,-0.08805157878,-39.85803343,-39.56565059,-39.71367635,-39.73945083,-43.62082895,-39.44415913,-39.47078113,-39.57079437,-39.58403822,-39.6586148,-39.55700075,-39.37119988,-39.56114503,-39.30273363,-39.2515923,-39.0237431,-39.09000228,-39.05549734,-39.20821294
0.1056751468,-0.1051355971,-0.1083725071,-0.109495717,-0.1090342786,-0.1260245473,-0.1058529209,-0.10504103,-0.1031302312,-0.1007881934,-0.09854763258,-0.09682631266,-0.09594173722,-0.09554368034,-0.09467930932,-0.0940162989,-0.09331617218,-0.09346534552,-0.09318651178,-0.09311706248,-42.06301661,-41.76027124,-41.91603046,-41.94456688,-46.010968,-41.63844863,-41.66793662,-41.7744088,-41.78974073,-41.86927907,-41.76331145,-41.56850412,-41.76756309,-41.49705902,-41.44319156,-41.2043696,-41.27394953,-41.23770785,-41.39817952
0.1113502935,-0.1106615598,-0.1142104464,-0.1154868924,-0.1151164425,-0.1331501666,-0.1119170021,-0.1111088263,-0.1091230505,-0.1066077801,-0.1041579637,-0.1022385308,-0.1012731304,-0.100834015,-0.09988753699,-0.09917582392,-0.09844229071,-0.0985929115,-0.09829992277,-0.09823349085,-44.26226236,-43.95019988,-44.11363476,-44.14512833,-48.39175007,-43.82898484,-43.86152808,-43.97452158,-43.99211488,-44.07675166,-43.96665475,-43.76306262,-43.97098405,-43.68877028,-43.63219302,-43.38267625,-43.45552006,-43.41756569,-43.58566305
0.1170254403,-0.1161999136,-0.1200840914,-0.1215246608,-0.1212556999,-0.1403447309,-0.1180560005,-0.1172598389,-0.1152085664,-0.1125222612,-0.1098584947,-0.107728911,-0.106679052,-0.1061956989,-0.1051628227,-0.1043979999,-0.1036316808,-0.1037835004,-0.1034765846,-0.1034147513,-46.45581927,-46.13553462,-46.30659244,-46.34125118,-50.76320344,-46.01591777,-46.05171544,-46.17129292,-46.19132307,-46.28120727,-46.16721591,-45.95506635,-46.17159068,-45.87806328,-45.81879357,-45.55886716,-45.63491693,-45.59527323,-45.77086338
0.1227005871,-0.1217593784,-0.1260043287,-0.127621062,-0.1274650501,-0.1476254882,-0.1242837806,-0.1235085846,-0.1214017409,-0.1185472203,-0.1156658702,-0.1133137999,-0.1121755592,-0.1116446905,-0.1105207742,-0.1096981086,-0.1088994511,-0.1090523091,-0.1087316299,-0.1086762861,-48.64375952,-48.31639626,-48.49503002,-48.5330746,-53.12539358,-48.19941997,-48.23868142,-48.36490668,-48.38755116,-48.48284465,-48.36520422,-48.14472959,-48.36958955,-48.06515715,-48.00321336,-47.73316893,-47.81236587,-47.77105531,-47.95400318
0.1283757339,-0.1273499927,-0.1319835281,-0.1337896931,-0.1337591137,-0.1550120046,-0.1306159403,-0.129871345,-0.127719277,-0.1246998611,-0.1215984195,-0.119011232,-0.1177803207,-0.1171985153,-0.1159785667,-0.1150930524,-0.1142622576,-0.11441606,-0.1140816786,-0.114035002,-50.82618072,-50.49293026,-50.67909942,-50.72076307,-55.47842541,-50.37968859,-50.42263363,-50.55557252,-50.58101071,-50.6818888,-50.560855,-50.33229205,-50.56521321,-50.25029631,-50.18569783,-49.90583279,-49.98811732,-49.94516136,-50.13533018
0.1340508806,-0.1329831859,-0.138035625,-0.1400457861,-0.1401541946,-0.1625262029,-0.1370698283,-0.1363661634,-0.1341796015,-0.1309989684,-0.1276760945,-0.1248408626,-0.1235125343,-0.1228761653,-0.1215548536,-0.1206012786,-0.1197382187,-0.1198929048,-0.1195447351,-0.119509146,-53.00320767,-52.66530867,-52.85897988,-52.90450833,-57.82244527,-52.55694751,-52.60380676,-52.7435281,-52.77194138,-52.87859341,-52.75443208,-52.51802132,-52.75872263,-52.43375295,-52.36651999,-52.07713688,-52.16244888,-52.11786783,-52.3151197
0.1397260274,-0.138671855,-0.1441762085,-0.1464062899,-0.1466683441,-0.1701924123,-0.1436645647,-0.1430128458,-0.1408028506,-0.1374648706,-0.1339204004,-0.1308238851,-0.1293928302,-0.128697985,-0.1272696598,-0.1262426823,-0.1253468086,-0.1255023073,-0.1251400658,-0.1251181659,-55.174994,-54.83373192,-55.03487984,-55.08453151,-60.15764306,-54.73144958,-54.782465,-54.92904164,-54.96061371,-55.0732437,-54.9462305,-54.70221575,-54.95041027,-54.6158299,-54.54598312,-54.24738911,-54.33566821,-54.28948118,-54.49367782
0.1454011742,-0.1444304475,-0.1504226141,-0.1528899565,-0.1533214314,-0.1780374329,-0.1504210723,-0.1498329746,-0.147610871,-0.1441194246,-0.1403543436,-0.1369829548,-0.1354431833,-0.1346855718,-0.1331442796,-0.1320385026,-0.1311087531,-0.1312649322,-0.1308880846,-0.1308825862,-57.34172378,-56.99843059,-57.2070389,-57.26108506,-62.48425433,-56.90347905,-56.95890468,-57.11241487,-57.14733239,-57.26615989,-57.13657999,-56.88520802,-57.14060381,-56.79686422,-56.72442409,-56.41693059,-56.50811665,-56.4603416,-56.67134545
0.1510763209,-0.1502750504,-0.1567940241,-0.1595174346,-0.1601352221,-0.1860906216,-0.1573621239,-0.1568499492,-0.1546272572,-0.1509860497,-0.1470024283,-0.1433421523,-0.1416868724,-0.1408617303,-0.1392012162,-0.1380112476,-0.1370459593,-0.1372025741,-0.1368102862,-0.1368239464,-59.50361305,-59.15966728,-59.37572969,-59.43445501,-64.80256261,-59.07335421,-59.1334573,-59.29398632,-59.33244005,-59.45770137,-59.32584907,-59.06736953,-59.32967077,-58.97723162,-58.90221746,-58.58613998,-58.68017366,-58.6308276,-58.84850318
0.1567514677,-0.1562234874,-0.1633115772,-0.1663113729,-0.1671334702,-0.1943840085,-0.164512419,-0.164089068,-0.1618774501,-0.158089843,-0.1538907445,-0.1499270292,-0.1481485334,-0.1472505374,-0.1454642144,-0.1441846899,-0.1431815291,-0.1433381806,-0.1429292801,-0.1429648629,-61.66091147,-61.31773844,-61.54126,-61.60496322,-67.11290188,-61.24143038,-61.30649287,-61.47413523,-61.51632167,-61.64827157,-61.51445013,-61.24911562,-61.518024,-61.15735181,-61.07978053,-60.75543869,-60.85226232,-60.80136157,-61.02557729
0.1624266145,-0.1622954263,-0.1699984887,-0.1732965368,-0.1743420295,-0.2029524564,-0.1718987049,-0.1715776742,-0.1693889213,-0.1654578122,-0.1610471937,-0.1567647904,-0.1548543652,-0.1538775768,-0.151958446,-0.1505839897,-0.1495399136,-0.1496960292,-0.1492689908,-0.1493292822,-63.81390391,-63.47297635,-63.70397489,-63.77296995,-69.41565945,-63.40810325,-63.47842377,-63.6532858,-63.69940943,-63.83832354,-63.70284518,-63.43091164,-63.70612802,-63.33769476,-63.25757929,-62.92529698,-63.02485558,-62.97241621,-63.20304654
0.1681017613,-0.1685124959,-0.1768801848,-0.1804999441,-0.1817889936,-0.2118338802,-0.1795499569,-0.1793453853,-0.1771914742,-0.1731192568,-0.1685018985,-0.1638846653,-0.1618325431,-0.1607704022,-0.1587109071,-0.1572360062,-0.1561472695,-0.1563021209,-0.1558550845,-0.1559429919,-65.96291217,-65.62575125,-65.86425915,-65.93887665,-71.71127915,-65.57381262,-65.64970894,-65.83191194,-65.88218794,-66.02836598,-65.8915523,-65.6132796,-65.89450592,-65.51878754,-65.43613516,-65.09624084,-65.19848329,-65.14452163,-65.3814495
0.173776908,-0.1748984175,-0.183984456,-0.1879510257,-0.1895048751,-0.2210695442,-0.187497639,-0.187424429,-0.1853176809,-0.1811063228,-0.1762878299,-0.1713185149,-0.1691138845,-0.1679592731,-0.1657510813,-0.1641698552,-0.1630320712,-0.1631848432,-0.1627156753,-0.1628344335,-68.10829683,-67.77647358,-68.02253989,-68.10312907,-74.00026487,-67.73904645,-67.82085843,-68.0105422,-68.06519955,-68.21896942,-68.08115239,-67.79680499,-68.0837462,-67.70122152,-67.61603222,-67.26885917,-67.37373953,-67.31827256,-67.56139193
0.1794520548,-0.1814791515,-0.1913416327,-0.195681821,-0.1975228368,-0.2307044599,-0.1957760629,-0.195850104,-0.1938034752,-0.189454737,-0.1844416664,-0.1791016991,-0.1767327888,-0.1754781755,-0.1731118917,-0.1714177499,-0.1702260109,-0.1703759297,-0.1698823306,-0.1700358278,-70.25045916,-69.92559656,-70.17928951,-70.26622068,-76.28318458,-69.90434529,-69.99243813,-70.18976476,-70.24904949,-70.41077212,-70.27229572,-69.98214329,-70.27450924,-69.88565918,-69.79792445,-69.4438108,-69.55128952,-69.49433523,-69.74355333
0.1851272016,-0.1882830644,-0.1989847927,-0.203727218,-0.2058789887,-0.2407879047,-0.204422861,-0.2046613782,-0.2026889007,-0.1982047131,-0.1930048709,-0.1872742014,-0.1847284341,-0.1833661002,-0.1808309318,-0.1790161342,-0.1777651826,-0.1779117031,-0.177391357,-0.1775845728,-72.38984333,-72.07361897,-72.33502892,-72.42869656,-78.56067465,-72.07030695,-72.16507469,-72.37023224,-72.43441046,-72.60448526,-72.46570779,-72.17002552,-72.46753251,-72.07284006,-71.98254228,-71.62183073,-71.73187568,-71.67345306,-71.92869214
0.1908023483,-0.1953411191,-0.2069500065,-0.21212525,-0.2146127669,-0.2513740849,-0.2134795887,-0.2139016292,-0.2120190074,-0.2074019944,-0.2020249414,-0.195881967,-0.1931461745,-0.1916685048,-0.1889519173,-0.1870070737,-0.1856915044,-0.1858345471,-0.185285298,-0.1855248251,-74.52693877,-74.22108826,-74.49033124,-74.59115748,-80.83344453,-74.23759125,-74.33946021,-74.55266613,-74.62202639,-74.80089693,-74.66219394,-74.36126234,-74.663634,-74.26358505,-74.17069796,-73.8037349,-73.91632198,-73.85645054,-74.11764879
0.1964774951,-0.2026870959,-0.2152766322,-0.2209174643,-0.2237674117,-0.2625229611,-0.2229924593,-0.2236195207,-0.2218448683,-0.2170989858,-0.2115567609,-0.2049783785,-0.2020390446,-0.2004388494,-0.1975262626,-0.1954398285,-0.1940542899,-0.1941945031,-0.1936145317,-0.1939091284,-76.66228284,-76.36860408,-76.64582573,-76.75426445,-83.1022816,-76.4069248,-76.51635673,-76.73786053,-76.81271525,-77.00087466,-76.86264232,-76.55674617,-76.86371362,-76.4587987,-76.36328905,-75.99042298,-76.10553626,-76.04423503,-76.3113463
0.2021526419,-0.2103578507,-0.2240076732,-0.2301493775,-0.2333905564,-0.2743012507,-0.233013214,-0.2338699992,-0.2322246817,-0.2273559125,-0.2216639572,-0.2146257631,-0.2114692503,-0.2097400712,-0.2066146501,-0.2043724924,-0.2029118452,-0.2030508605,-0.2024388294,-0.2027999357,-78.79646378,-78.51682212,-78.80220229,-78.9187435,-85.36805614,-78.57910568,-78.69660031,-78.92668522,-79.00737084,-79.20536648,-79.06802495,-78.75745143,-79.06875248,-78.65946934,-78.56129981,-78.18287907,-78.30051023,-78.23779612,-78.51078849
0.2078277886,-0.2183936194,-0.2331902102,-0.2398710348,-0.2435349455,-0.2867836188,-0.2436001162,-0.2447153859,-0.2432249134,-0.2382419433,-0.2324201786,-0.2248968191,-0.2215095224,-0.2196458655,-0.2162884583,-0.213873567,-0.2123329569,-0.2124735996,-0.2118287287,-0.2122708704,-80.93012407,-80.66645849,-80.96021619,-81.08539071,-87.63172625,-80.75500776,-80.88110453,-81.12008798,-81.20696357,-81.41540066,-81.2793972,-80.96443298,-81.27981033,-80.86666719,-80.76580048,-80.38217023,-80.50231744,-80.43820298,-80.71705617
0.2135029354,-0.2268383797,-0.2428759275,-0.2501376884,-0.2542592876,-0.3000540582,-0.2548190559,-0.2562265342,-0.2549214367,-0.2498362239,-0.2439102059,-0.235875855,-0.232244224,-0.2302416634,-0.2266309232,-0.2240233393,-0.2223981396,-0.2225445565,-0.2218665938,-0.2224076061,-83.06396417,-82.81829448,-83.12069331,-83.25507736,-89.89434262,-82.93558475,-83.07086358,-83.31909631,-83.41254085,-83.63208452,-83.49789589,-83.17882338,-83.49802207,-83.0815411,-82.97794477,-82.58944345,-82.71210972,-82.64660042,-82.93130231
0.2191780822,-0.2357402837,-0.2531217478,-0.2610106134,-0.2656292549,-0.3142074601,-0.2667447445,-0.2684840228,-0.2674006331,-0.2622287845,-0.2562308452,-0.2476597631,-0.2437701352,-0.2416252357,-0.237737943,-0.2349149532,-0.2332005472,-0.2333582156,-0.2326472748,-0.2333082871,-85.19874675,-84.9731818,-85.28453555,-85.4287552,-92.15705299,-85.1218739,-85.26695481,-85.52481876,-85.62522718,-85.85660315,-85.72473694,-85.40182983,-85.72459408,-85.30531472,-85.19896638,-84.80592188,-84.93111304,-84.86420445,-85.15474712
0.224853229,-0.2451521749,-0.2639905975,-0.2725580736,-0.2777186302,-0.3293513669,-0.2794619793,-0.2815793575,-0.2807604292,-0.2755213076,-0.269491584,-0.2603586872,-0.2561968842,-0.2539069036,-0.249718483,-0.2466551072,-0.2448464849,-0.2450220809,-0.2442783257,-0.2450834714,-87.33530133,-87.13204831,-87.45272664,-87.60746169,-94.42110632,-87.31499928,-87.4705411,-87.73844632,-87.84622479,-88.09021863,-87.96121328,-87.63473176,-87.96080163,-87.53928324,-87.43017542,-87.03290121,-87.16062385,-87.0922986,-87.38867455
0.2305283757,-0.2551322084,-0.2755523196,-0.2848564523,-0.2906106033,-0.3456079026,-0.2930669587,-0.2956161656,-0.2951112663,-0.2898277704,-0.2838150282,-0.2740963881,-0.2696470414,-0.267209387,-0.2626945855,-0.2593643534,-0.2574555166,-0.2576566267,-0.2568797935,-0.2578556303,-89.47452954,-89.29590417,-89.62633805,-89.79232517,-96.6878566,-89.51617497,-89.68287316,-89.96125418,-90.07681529,-90.33427073,-90.20869424,-89.87888026,-90.20798857,-89.78481183,-89.67295593,-89.27174749,-89.40200715,-89.33223234,-89.63443133
0.2362035225,-0.2657445927,-0.287884756,-0.297991557,-0.3043992145,-0.3631158766,-0.3076686366,-0.310711378,-0.3105770142,-0.3052750021,-0.2993371774,-0.2890103547,-0.2842559394,-0.2816673716,-0.2768010423,-0.2731770256,-0.2711602027,-0.2713948783,-0.2705836418,-0.2717582934,-91.61741085,-91.46584836,-91.80653514,-91.98457002,-98.95876633,-91.72670815,-91.90529223,-92.19460447,-92.31836294,-92.59017989,-92.46862721,-92.13570035,-92.46757037,-92.04333713,-91.92876559,-91.52389758,-91.65669748,-91.58542271,-91.8934301
0.2418786693,-0.277060475,-0.3010750177,-0.3120601102,-0.3191909446,-0.3820330615,-0.3233901131,-0.3269964117,-0.3272958669,-0.3220032213,-0.3162076303,-0.3052517519,-0.3001713288,-0.2974269222,-0.2921848321,-0.2882408683,-0.2861055556,-0.2863817228,-0.2855329212,-0.2869349812,-93.76500888,-93.64307564,-93.99458333,-94.18552161,-101.2354099,-93.94800251,-94.1392335,-94.43995032,-94.57232017,-94.85945332,-94.74254279,-94.40669721,-94.74104162,-94.31637276,-94.19913903,-93.79086338,-93.92620417,-93.85336055,-94.16715777
0.247553816,-0.2891589913,-0.315220963,-0.3271714311,-0.3351064497,-0.4025386602,-0.3403700712,-0.3446183791,-0.3454212756,-0.3401666454,-0.3345898469,-0.3229853377,-0.3175530215,-0.3146449194,-0.3090044784,-0.3047164871,-0.302448346,-0.3027730981,-0.3018808511,-0.3035381228,-95.91847825,-95.82888377,-96.19185437,-96.39661139,-103.5194767,-96.18156214,-96.38623057,-96.69884189,-96.84023592,-97.14369481,-97.03206419,-96.69346734,-97.02998917,-96.60552019,-96.48569569,-96.0742411,-96.21212192,-96.13762239,-96.45719033
0.2532289628,-0.3021285077,-0.3304329035,-0.3434493205,-0.352282446,-0.424835985,-0.3587642826,-0.363741372,-0.3651229961,-0.359934284,-0.354661625,-0.342389523,-0.3365727233,-0.3334887456,-0.3274295318,-0.3227767934,-0.3203564467,-0.3207352653,-0.3197900367,-0.3217282229,-98.07907198,-98.02468104,-98.39983265,-98.61938193,-105.8127751,-98.42899632,-98.64792158,-98.97293469,-99.12376704,-99.44461903,-99.33892183,-98.9977154,-99.3361114,-98.91248576,-98.79015357,-98.37572658,-98.51614795,-98.43988919,-98.76521522
0.2589041096,-0.3160680768,-0.3468355557,-0.3610341561,-0.370873754,-0.4491553945,-0.3787472231,-0.3845478852,-0.3865883502,-0.3814910557,-0.3766159835,-0.3636567942,-0.3574143027,-0.3541365021,-0.3476404428,-0.3426066706,-0.3400084589,-0.3404444336,-0.3394321085,-0.3416736147,-100.2481494,-100.231994,-100.6201216,-100.8554922,-108.1172358,-100.6920256,-100.9260571,-101.2640007,-101.4246934,-101.7640705,-101.6649736,-101.3212774,-101.6612445,-101.2391049,-101.1143497,-100.6971377,-100.8401064,-100.7619727,-101.0930619
0.2645792564,-0.3310891379,-0.364570261,-0.3800852158,-0.391055523,-0.4757575479,-0.4005138519,-0.4072404617,-0.410023821,-0.4050393854,-0.4006626744,-0.3869947596,-0.380274794,-0.376778087,-0.369829148,-0.364403157,-0.3615939364,-0.3620870723,-0.3609881427,-0.3635512005,-102.4271845,-102.4524753,-102.8544501,-103.1067234,-110.4349169,-102.9724894,-103.2225106,-103.5739424,-103.7449366,-104.1040477,-104.0122314,-103.6661506,-104.0073957,-103.5873737,-103.4602685,-103.0404447,-103.1859811,-103.1058501,-103.4427406
0.2702544031,-0.3473174884,-0.3837974966,-0.400783247,-0.4130256645,-0.5049370616,-0.4242816301,-0.4320436682,-0.4356571244,-0.4308014641,-0.4270305701,-0.4126281235,-0.4053664685,-0.401617501,-0.3942007489,-0.3883765022,-0.3853145796,-0.38586131,-0.384650276,-0.3875486317,-104.6177749,-104.6879119,-105.1046793,-105.374985,-112.7680095,-105.2723554,-105.5392912,-105.9048104,-106.0865826,-106.4667317,-106.3828937,-106.0345296,-106.376783,-105.959488,-105.8300774,-105.407808,-105.5559557,-105.4737062,-105.8164894
0.2759295499,-0.3648955575,-0.404699704,-0.4233333136,-0.4370075393,-0.5370266778,-0.4502928711,-0.4592065237,-0.4637399218,-0.4590223651,-0.4559711916,-0.4408019173,-0.4329203258,-0.4288767509,-0.4209766887,-0.4147525134,-0.4113868244,-0.4119798558,-0.4106249559,-0.413868383,-106.8216509,-106.9402336,-107.3728098,-107.6623221,-115.118844,-107.5937319,-107.8785596,-108.2588243,-108.4519078,-108.85452,-108.7793842,-108.4288486,-108.7718808,-108.3578898,-108.2261714,-107.8016243,-107.9524621,-107.867983,-108.2168271
0.2816046967,-0.383985017,-0.4274844709,-0.4479679587,-0.4632529559,-0.5724020811,-0.4788175386,-0.4890055355,-0.4945513588,-0.4899742217,-0.4877636369,-0.4717863214,-0.4631913466,-0.4588016904,-0.4503998267,-0.44377663,-0.4400462579,-0.4406748788,-0.4391382488,-0.4427341108,-109.0406854,-109.2115211,-109.6609889,-109.9709235,-117.4898988,-109.9388816,-110.2426475,-110.6383969,-110.8434086,-111.270063,-111.2043944,-110.8518272,-111.1954682,-110.7853175,-110.6512236,-110.2245781,-110.378234,-110.2914346,-110.6466098
0.2872798434,-0.4047697653,-0.4523881064,-0.4749507377,-0.492045556,-0.6114875358,-0.5101566309,-0.5217485132,-0.5284026331,-0.5239616718,-0.5227211539,-0.5058833836,-0.4964657873,-0.4916700473,-0.4827417503,-0.4757201505,-0.4715542539,-0.4722052163,-0.4704435386,-0.4743995602,-111.2769037,-111.5040151,-111.9715188,-112.3031312,-119.8838094,-112.3102392,-112.6340792,-113.0461617,-113.2638331,-113.7163034,-113.6609307,-113.3065192,-113.65068,-113.244861,-113.1082415,-112.6796987,-112.8363645,-112.7471837,-113.1090885
0.2929549902,-0.4274593314,-0.4796796652,-0.50458019,-0.5237046831,-0.6547625519,-0.5446463175,-0.5577793623,-0.5656428063,-0.5613287635,-0.5611995609,-0.543435885,-0.5330707141,-0.5278017733,-0.5183125531,-0.510888963,-0.5062071251,-0.5068661635,-0.5048318103,-0.5091600937,-113.5324937,-113.8201251,-114.3068657,-114.6614515,-122.3033796,-114.7104313,-115.0555975,-115.4850034,-115.7162148,-116.1965165,-116.1523614,-115.7963607,-116.1410545,-115.7400153,-115.6006253,-115.1704169,-115.3303629,-115.2387781,-115.6079624
0.298630137,-0.4522927474,-0.5096654863,-0.5371943349,-0.558589851,-0.702769836,-0.5826630203,-0.5974840748,-0.6066660831,-0.6024675018,-0.6036076697,-0.5848385197,-0.5733858588,-0.5675717144,-0.5574731679,-0.5496350071,-0.5443479429,-0.5450019335,-0.5426445323,-0.5473667243,-115.8098171,-116.1624395,-116.6696695,-117.0485676,-124.7515937,-117.1423001,-117.5101919,-117.9580898,-118.2039073,-118.7143497,-118.6824633,-118.3252157,-118.6705781,-118.2747317,-118.1322262,-117.7006216,-117.8642099,-117.7702424,-118.1474266
0.3043052838,-0.4795429538,-0.5426943279,-0.5731758021,-0.5971059577,-0.7561248335,-0.6246296634,-0.6412981618,-0.6519207852,-0.6478282003,-0.6504198209,-0.6305514722,-0.6178577794,-0.611424494,-0.6006502051,-0.5923705493,-0.5863810221,-0.5870207167,-0.5842889975,-0.5894423875,-118.1114196,-118.5337345,-119.062755,-119.4673549,-127.2316301,-119.6089292,-120.0011293,-120.4689061,-120.7306174,-121.2738592,-121.2554645,-120.8974168,-121.2437228,-120.8534637,-120.7074005,-120.2747097,-120.4424056,-120.3461222,-120.7322098
0.3099804305,-0.5095218117,-0.5791632033,-0.6129577254,-0.6397094196,-0.8155272321,-0.6710233427,-0.6897157857,-0.701920248,-0.6979317914,-0.7021906114,-0.6811164106,-0.6670162478,-0.6598914549,-0.6483531539,-0.6395852208,-0.6327889467,-0.6334121565,-0.6302558825,-0.6359001366,-120.4400426,-120.9369855,-121.4891437,-121.9208974,-129.7468745,-122.1136723,-122.5319874,-123.0212883,-123.3004386,-123.8795436,-123.8760829,-123.5177992,-123.8654769,-123.4812042,-123.3310576,-122.89763,-123.0700093,-122.97152,-123.3676021
0.3156555773,-0.5425858108,-0.619524038,-0.6570305644,-0.6869154375,-0.8817748635,-0.7223847,-0.7433008703,-0.7572558764,-0.7533842538,-0.7595718984,-0.7371748999,-0.7214927842,-0.713609535,-0.7011937909,-0.6918656948,-0.684151961,-0.6847670327,-0.681138795,-0.6873630097,-122.7986346,-123.3753771,-123.9520679,-124.4125067,-132.3009339,-124.6601851,-125.1066879,-125.6194573,-125.9178799,-126.5363722,-126.5495575,-126.1917273,-126.5413663,-126.1635152,-126.0086992,-125.5749177,-125.7526704,-125.6521211,-126.0594731
0.3213307241,-0.579142581,-0.6642912993,-0.7059500463,-0.7393066447,-0.9557805219,-0.7793293149,-0.8027004875,-0.8186126087,-0.8148933444,-0.823332211,-0.7994892738,-0.7820413345,-0.7733420578,-0.7599077136,-0.7499178951,-0.7411695976,-0.7417990177,-0.7376556759,-0.7445854692,-125.1903628,-125.8523149,-126.4549853,-126.9457439,-134.8976467,-127.2524573,-127.7295314,-128.2680498,-128.5878936,-129.2498084,-129.2816728,-128.9251141,-129.2774697,-128.9065479,-128.7464494,-128.3127192,-128.4966495,-128.3942104,-128.8142808
0.3270058708,-0.6196583377,-0.7140507764,-0.7603464628,-0.7975434361,-1.038592305,-0.8425614616,-0.8686608402,-0.8867870705,-0.8832878751,-0.8943787806,-0.8689661061,-0.8495612038,-0.8400015732,-0.8253780547,-0.8145917276,-0.8046845386,-0.8053685203,-0.8006720906,-0.8084765087,-127.6186245,-128.3714369,-129.0015954,-129.5244418,-137.5410907,-129.8948466,-130.4052297,-130.9721474,-131.3158975,-132.0258267,-132.0787759,-131.7244331,-132.0804261,-131.717055,-131.5510756,-131.1178091,-131.3088317,-131.2046811,-131.6390736
0.3326810176,-0.6646664113,-0.769469724,-0.8209356035,-0.8623763285,-1.131418191,-0.9128906137,-0.9420461999,-0.9627087483,-0.9595398514,-0.9737825165,-0.9466825518,-0.9251225213,-0.9146750537,-0.8986616076,-0.8869084928,-0.875708874,-0.8765088085,-0.8712266296,-0.8801247066,-130.0870594,-130.9366256,-131.5958566,-132.1527301,-140.2355828,-132.5921118,-133.1389372,-133.7373009,-134.1077932,-134.870924,-134.9477866,-134.5967237,-134.9574371,-134.6023968,-134.4300005,-133.9975987,-134.1967313,-134.0910373,-134.5414865
0.3383561644,-0.7147770432,-0.8313086229,-0.8885316581,-0.9346607586,-1.235655675,-0.9912511237,-1.023861203,-1.047464586,-1.044789884,-1.062806381,-1.033915986,-1.00999466,-0.9986519055,-0.9810177605,-0.9680913166,-0.9554530958,-0.9564547778,-0.950558797,-0.9608256536,-132.5995602,-133.5520195,-134.2420048,-134.8350611,-142.9856686,-135.3494438,-135.9362781,-136.5695497,-136.9699783,-137.7921237,-137.8961997,-137.5495913,-137.9162636,-137.5705388,-137.3913064,-136.9601372,-137.1684915,-137.0613902,-137.5297326
0.3440313112,-0.7706886573,-0.900434857,-0.9640624853,-1.015374793,-1.352927444,-1.078725557,-1.115276977,-1.142327492,-1.140376404,-1.162937752,-1.132177516,-1.105678179,-1.093455388,-1.073940775,-1.059599104,-1.045358307,-1.046674859,-1.040139891,-1.052112276,-135.1602837,-136.222025,-136.9445718,-137.5762348,-145.7960963,-138.1724943,-138.8033677,-139.4754343,-139.9093534,-140.7969735,-140.9320804,-140.5912,-140.9652186,-140.6300456,-140.4437307,-140.0141062,-140.2328762,-140.124449,-140.6125907
