"Freq [GHz]","dB(S(1,1)) [] - $eps1='4' $eps2='0.3'","dB(S(1,1)) [] - $eps1='5' $eps2='0.6'","dB(S(1,1)) [] - $eps1='6' $eps2='0.9'","dB(S(1,1)) [] - $eps1='7' $eps2='1.1'","dB(S(1,1)) [] - $eps1='8' $eps2='1.4'","dB(S(1,1)) [] - $eps1='9' $eps2='1.8'","dB(S(1,1)) [] - $eps1='10' $eps2='2.1'","dB(S(1,1)) [] - $eps1='11' $eps2='2.5'","dB(S(1,1)) [] - $eps1='12' $eps2='2.8'","dB(S(1,1)) [] - $eps1='13' $eps2='3.1'","dB(S(1,1)) [] - $eps1='14' $eps2='3.6'","ang_deg_val(S(1,1)) [] - $eps1='4' $eps2='0.3'","ang_deg_val(S(1,1)) [] - $eps1='5' $eps2='0.6'","ang_deg_val(S(1,1)) [] - $eps1='6' $eps2='0.9'","ang_deg_val(S(1,1)) [] - $eps1='7' $eps2='1.1'","ang_deg_val(S(1,1)) [] - $eps1='8' $eps2='1.4'","ang_deg_val(S(1,1)) [] - $eps1='9' $eps2='1.8'","ang_deg_val(S(1,1)) [] - $eps1='10' $eps2='2.1'","ang_deg_val(S(1,1)) [] - $eps1='11' $eps2='2.5'","ang_deg_val(S(1,1)) [] - $eps1='12' $eps2='2.8'","ang_deg_val(S(1,1)) [] - $eps1='13' $eps2='3.1'","ang_deg_val(S(1,1)) [] - $eps1='14' $eps2='3.6'"
0.1,-0.0997678461669573,-0.102609411400993,-0.102505728865252,-0.0995493788363576,-0.095897560962777,-0.092079557871206,-0.0909208672471301,-0.0906507550151451,-0.0898784603094993,-0.0895010261404198,-0.0892938297280054,-39.6479518770599,-39.3972851840712,-39.7311403541441,-39.3004126147897,-39.2276440784668,-39.2647347024547,-39.2552217236919,-39.4176270002967,-39.3002096556659,-39.1050682210442,-39.2929484050417
0.105675146771037,-0.105420889962446,-0.108591780381833,-0.108687676911652,-0.105634316678856,-0.101726214450162,-0.0974886242061027,-0.0962242547980419,-0.0958966976019004,-0.0950611900127551,-0.0946644378814242,-0.0944049212119319,-41.8417419286148,-41.5828512909096,-41.9363615774295,-41.4877048794977,-41.4149299846444,-41.4546577224082,-41.4449938495554,-41.6154643584303,-41.4916287599888,-41.2879197101808,-41.4815659845289
0.111350293542074,-0.111079066847022,-0.114601087149031,-0.114912277980232,-0.11177389770457,-0.107617192476148,-0.102937639714442,-0.101561624968141,-0.101169679789583,-0.100267914831279,-0.0998535688593923,-0.099531153928635,-44.0298110673545,-43.7637211538955,-44.1369986342166,-43.6713430590411,-43.5991274945627,-43.6415779145264,-43.6318257368393,-43.8101944990694,-43.6799547935386,-43.4680663634606,-43.666666336441
0.117025440313112,-0.116746406403084,-0.120643196478899,-0.121186311690038,-0.117975484942226,-0.113578792038911,-0.108434550994663,-0.106940824499656,-0.106476945762587,-0.105505688903375,-0.10507575951806,-0.104678075856675,-46.2121996726138,-45.9399906738949,-46.3331729304127,-45.8514904408435,-45.7804214785375,-45.8256875609329,-45.8159158325486,-46.0020112954116,-45.8653781763598,-45.6457157028197,-45.8484089218748
0.122700587084149,-0.122427813814226,-0.126725076165345,-0.127518045602213,-0.124248165177254,-0.119621138998844,-0.113989092461245,-0.112371551866278,-0.111827490121276,-0.110783317559871,-0.110340162064473,-0.109852611911951,-48.3889725288892,-48.1117805524747,-48.5250327890844,-48.0283378421043,-47.9590258768418,-48.00720920154,-47.9974932863545,-48.1911401656109,-48.0481201933152,-47.8211058523833,-48.0269829856397
0.128375733855186,-0.128129149401325,-0.13285491754927,-0.133917378189168,-0.130602924182053,-0.125756430566379,-0.119613057826809,-0.117865642922823,-0.117232339309746,-0.116111638565759,-0.115658032924307,-0.115063285432813,-50.5602209839728,-50.2792386539257,-50.7127557964539,-50.2021057747686,-50.1351856700444,-50.1863977393975,-50.1768199420133,-50.3778403031602,-50.2284350823878,-49.9945075690263,-50.2026099768299
0.134050880626223,-0.133857318006865,-0.139042269576347,-0.14039600053784,-0.137052835700933,-0.131999180513357,-0.12532058197118,-0.123437363887112,-0.122704849782479,-0.121503815396611,-0.121043034632223,-0.120320462346227,-52.7260649904931,-52.4425421937362,-52.8965509794956,-52.3730464207534,-52.3091785594168,-52.3635421875466,-52.3541919354736,-52.5624065606222,-52.4066117107891,-52.1662258448901,-52.3755457341779
0.13972602739726,-0.139620369185118,-0.145298187234242,-0.146967575014933,-0.14361326028384,-0.138366457538861,-0.13112842163054,-0.129103696243786,-0.128261011917351,-0.126975629471094,-0.12651153153639,-0.125636614711073,-54.8866550370124,-54.6018998357113,-55.0766608132959,-54.5414454285321,-54.4813163592396,-54.5389670459343,-54.5299408565768,-54.7451709332134,-54.5829748448743,-54.3366010554083,-54.5460824308009
0.145401174168297,-0.145427609382534,-0.151635395141636,-0.153647929310107,-0.150302049173927,-0.144878105144244,-0.137056218774552,-0.134884592644449,-0.133919743314052,-0.132545751930219,-0.132082857000188,-0.131026598012838,-57.0421740187878,-56.7575537022086,-57.2533631423332,-56.7076235730657,-56.6519461648172,-56.713033333372,-56.7044345010536,-56.9265036368964,-56.757885989212,-56.5060096669705,-56.7145502358328
0.151076320939335,-0.15128972740701,-0.158068467111477,-0.160455263669081,-0.157139747123135,-0.151556928956955,-0.143126725762959,-0.140803176401871,-0.139703148958973,-0.13823596912275,-0.137779522001178,-0.136507933205581,-59.1928390809613,-58.9097813239298,-59.4269729588617,-58.8719382941861,-58.8214513645715,-58.8861393073334,-58.8780772700326,-59.1068138150529,-58.9317438314471,-58.6748645178029,-58.8813187272137
