"Freq [GHz]","dB(S(1,1)) [] - $eps1='1' $eps2='0'","dB(S(1,1)) [] - $eps1='1.5' $eps2='0.05'","dB(S(1,1)) [] - $eps1='2' $eps2='0.1'","dB(S(1,1)) [] - $eps1='2.5' $eps2='0.15'","dB(S(1,1)) [] - $eps1='3' $eps2='0.2'","dB(S(1,1)) [] - $eps1='3.5' $eps2='0.25'","dB(S(1,1)) [] - $eps1='4' $eps2='0.3'","dB(S(1,1)) [] - $eps1='4.5' $eps2='0.35'","dB(S(1,1)) [] - $eps1='5' $eps2='0.6'","dB(S(1,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(1,1)) [] - $eps1='6' $eps2='0.9'","dB(S(1,1)) [] - $eps1='6.5' $eps2='1'","dB(S(1,1)) [] - $eps1='7' $eps2='1.1'","dB(S(1,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(1,1)) [] - $eps1='8' $eps2='1.4'","dB(S(1,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(1,1)) [] - $eps1='9' $eps2='1.8'","dB(S(1,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(1,1)) [] - $eps1='10' $eps2='2.1'","dB(S(1,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(1,1)) [] - $eps1='11' $eps2='2.5'","dB(S(1,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(1,1)) [] - $eps1='12' $eps2='2.8'","dB(S(1,1)) [] - $eps1='12.5' $eps2='2.95'","dB(S(1,1)) [] - $eps1='13' $eps2='3.1'","arg(S(1,1)) [deg] - $eps1='1' $eps2='0'","arg(S(1,1)) [deg] - $eps1='1.5' $eps2='0.05'","arg(S(1,1)) [deg] - $eps1='2' $eps2='0.1'","arg(S(1,1)) [deg] - $eps1='2.5' $eps2='0.15'","arg(S(1,1)) [deg] - $eps1='3' $eps2='0.2'","arg(S(1,1)) [deg] - $eps1='3.5' $eps2='0.25'","arg(S(1,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(1,1)) [deg] - $eps1='4.5' $eps2='0.35'","arg(S(1,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(1,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(1,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(1,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(1,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(1,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(1,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(1,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(1,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(1,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(1,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(1,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(1,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(1,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(1,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(1,1)) [deg] - $eps1='12.5' $eps2='2.95'","arg(S(1,1)) [deg] - $eps1='13' $eps2='3.1'"
0.1,-0.104121187643631,-0.107839053076548,-0.109213898468125,-0.111289321509661,-0.111901799438406,-0.113404105464148,-0.114060186575923,-0.114299970533817,-0.116929436130437,-0.116358390413398,-0.116149336474279,-0.116010084993363,-0.113948556776911,-0.112319503044094,-0.110892789638001,-0.108352594101541,-0.106764781053881,-0.106141396559105,-0.105261612806688,-0.104976099734072,-0.104863765546737,-0.104510808129291,-0.104667651737661,-0.106123280079075,-0.104743678592261,-44.9631862253853,-45.4846715453883,-45.3730171634349,-45.9341503488599,-45.6887103972688,-46.0751907229147,-46.3888523642256,-46.3098343672075,-46.1483864939108,-46.2192518549804,-46.3898873980192,-46.5295220788113,-46.2291859267732,-46.3182903948178,-46.2016926891802,-46.3161332370977,-46.099742650653,-46.0079378661822,-45.9755328204784,-46.0178395960948,-45.9480605932148,-45.8730659274103,-45.9233956433224,-46.7120687794679,-46.0588649734178
0.105675146771037,-0.109627743484607,-0.113538496106341,-0.115045575660801,-0.117182941520558,-0.117860106112835,-0.119419504705887,-0.120072123620659,-0.120326214306494,-0.123183809724791,-0.122620541799121,-0.122474153057419,-0.122321686267638,-0.120161519407377,-0.118432593556983,-0.116921615180088,-0.114068578715514,-0.112335777154122,-0.111674313246832,-0.110674061131041,-0.110362301266586,-0.1102316243907,-0.109850312891478,-0.110002274293266,-0.111472451898712,-0.11006134398122,-47.3942475166195,-47.9389001986904,-47.8283654153943,-48.4123453593908,-48.1585776709132,-48.5650322731431,-48.8917849691106,-48.8103122716874,-48.6445904416935,-48.7197031261347,-48.8997586418044,-49.0457352900779,-48.7366430894308,-48.8300635843878,-48.7117418166016,-48.8298167398484,-48.6053501290669,-48.5116579663982,-48.4746365748624,-48.5196129376049,-48.4461467659023,-48.3680763634687,-48.4207120281119,-49.2432099854057,-48.5621433163289
0.111350293542074,-0.11505950432298,-0.119161012053822,-0.120807097624299,-0.122998317872193,-0.123743165681967,-0.125355228169254,-0.125998448368836,-0.126266968557524,-0.129360856847518,-0.128805693455943,-0.128726083187379,-0.128561148103871,-0.126308596064679,-0.124484973803211,-0.122896513549395,-0.119712821805971,-0.117827891693039,-0.117129506753471,-0.115999894049093,-0.115659334689384,-0.115507101815915,-0.115097180115675,-0.115243087878861,-0.116719944952668,-0.115283689380799,-49.8099970701181,-50.3770311261475,-50.2687400806309,-50.8743752934095,-50.6131259263437,-51.0393567512227,-51.378595319045,-51.2950038818755,-51.1258362403235,-51.205245402124,-51.394714451401,-51.5468362228485,-51.2301352514038,-51.3277536268535,-51.2084314511019,-51.3297207580211,-51.0977797454626,-51.0027155139865,-50.9606307645357,-51.0083257817653,-50.9311995697975,-50.8502231248616,-50.9050987408027,-51.7599352849289,-51.0522611910829
0.117025440313112,-0.120415297959731,-0.124705757265012,-0.126497802361391,-0.128734914351311,-0.129550552585383,-0.131211073681205,-0.131839241304081,-0.132122744188839,-0.135462548927952,-0.134916482046688,-0.13490853195929,-0.134732586503552,-0.132394344744748,-0.130481946221186,-0.128824089462604,-0.125291718371695,-0.123247119196928,-0.122513467542825,-0.121245010380963,-0.120872843187621,-0.120695270651134,-0.120256625750476,-0.120395412894919,-0.121871710331486,-0.120416353791104,-52.2101584292536,-52.7987902798476,-52.6939001006235,-53.3199900702179,-53.0521320852381,-53.4979506558393,-53.8490717044813,-53.7637146754584,-53.591963982448,-53.6757265972917,-53.8746202149785,-54.032695873516,-53.7095553492598,-53.8112577726898,-53.6916830286972,-53.8157553833006,-53.5769572390974,-53.4810588336977,-53.4334403930352,-53.483909018358,-53.4031481992596,-53.3194390352659,-53.3764887190956,-54.2621591577582,-53.5291488201174
0.122700587084149,-0.125694692820703,-0.130172701484443,-0.132117866743933,-0.134393138134822,-0.135282845517268,-0.136987935069462,-0.137595821768888,-0.137895384161585,-0.141492371889655,-0.141042883435824,-0.141026787380905,-0.140842131454588,-0.138425386267197,-0.136430957984739,-0.134713145400803,-0.13081383601004,-0.128601602419615,-0.127834892330394,-0.12641739295832,-0.126010557160373,-0.125803255193409,-0.125335910065621,-0.125466618177986,-0.126935882239128,-0.12546705767093,-54.5944954674496,-55.2039482574255,-55.1036460373366,-55.7489867317493,-55.4754184976974,-55.940647631404,-56.3030530834943,-56.2163006032121,-56.0428623980046,-56.1335197600451,-56.3393909278409,-56.5032362964963,-56.1748439543406,-56.2805232241292,-56.1614672056653,-56.2878811381319,-56.0428574192151,-55.9466853148882,-55.8930392275356,-55.9463428244526,-55.8619709529483,-55.7757054457373,-55.8348635837323,-56.7498506205991,-55.9927861012529
0.128375733855186,-0.130898004773843,-0.135562648101392,-0.137668335398922,-0.139974362998462,-0.14094165205333,-0.142687861276124,-0.143270767018551,-0.143588097788895,-0.147455367414579,-0.146933780849085,-0.147086575721526,-0.146897959028465,-0.144410410717274,-0.142341639556106,-0.140574798330109,-0.136289961824449,-0.13390169103786,-0.133104762124522,-0.131527180903504,-0.13108238128654,-0.130840277044749,-0.13034441923614,-0.130466196820193,-0.131922842072511,-0.130445673461672,-56.9628132065745,-57.5923208609429,-57.4978212175819,-58.1612102925809,-57.8828539371713,-58.3673296310159,-58.7404297770055,-58.6526690454255,-58.4784698422541,-58.5711404549967,-58.7889712145,-58.9584319491791,-58.6259906617597,-58.7355483499925,-58.6178053417207,-58.7461104710717,-58.4955058374954,-58.3996432442108,-58.3394513306813,-58.3956584845982,-58.30769677115,-58.2190538732368,-58.2802555212627,-59.2230352190155,-58.4432045107874
0.134050880626223,-0.13602630252074,-0.140877229010715,-0.143151128011669,-0.145480931615746,-0.146529625168312,-0.148314053856274,-0.148867947966729,-0.149205495916275,-0.15335816330609,-0.152853906347705,-0.153101418166924,-0.152910320219113,-0.150360240738927,-0.148225885916197,-0.146422546886537,-0.141733209512729,-0.139160038692347,-0.138336455076665,-0.136586768502352,-0.13610047164584,-0.135817781120838,-0.13529374253753,-0.135405855723264,-0.136845301427169,-0.135364324833265,-59.3149582511522,-59.963769583152,-59.8763123541522,-60.5565542538994,-60.274354280336,-60.7779274198744,-61.1611442597959,-61.0727795345235,-60.8987753456487,-60.9960153534022,-61.2234422344716,-61.3983105399574,-61.0630351193653,-61.1763838744092,-61.0607709585561,-61.1905090449042,-60.9349802563409,-60.8400333391435,-60.7727528110128,-60.8319397279826,-60.7404068634724,-60.6495675883281,-60.7127488760907,-61.6817961173817,-60.8804885130938
0.13972602739726,-0.14108140039981,-0.146118907113787,-0.148569039335138,-0.150916168385083,-0.152050482570898,-0.153870900028364,-0.154392537229355,-0.154753623296004,-0.159209033097942,-0.158726997563084,-0.159078045884374,-0.158891610458206,-0.156287902294315,-0.154097954724792,-0.152272411222801,-0.147159139249654,-0.144391734544828,-0.143545894800433,-0.141610939867978,-0.141079377606414,-0.140749518606084,-0.14019780744566,-0.140299642447545,-0.141718463486216,-0.140237518849746,-61.6508190661293,-62.3182018125837,-62.2390498451283,-62.9349608127488,-62.6498829226876,-63.172421114644,-63.5651913980693,-63.476644092463,-63.3038191166166,-63.4057152818829,-63.6428105591878,-63.8229539054496,-63.4860681243452,-63.6031338220053,-63.4904907980904,-63.6211969818003,-63.3614118820857,-63.2680104611287,-63.1930729840746,-63.2553243832357,-63.1602360303341,-63.0673830325753,-63.1324815103348,-64.1262756398638,-63.3047772361247
0.145401174168297,-0.146065850054148,-0.151290960900668,-0.153925751197783,-0.156214654718296,-0.157509036279589,-0.159364005948479,-0.159851068608995,-0.160240010456803,-0.165017947465511,-0.164564295714776,-0.165031093902063,-0.164856443896142,-0.162208730424208,-0.159974592683061,-0.158143110055186,-0.152585925210772,-0.14961447029812,-0.148751731792932,-0.146617035290767,-0.146036209017257,-0.145651719783036,-0.145073027952923,-0.145164113728994,-0.146560172482482,-0.14508233404607,-63.9703259763729,-64.6555707369941,-64.586008083902,-65.2950155968527,-65.0094510086621,-65.550840439357,-65.9526186272668,-65.8643275570398,-65.6936930655028,-65.8003394583807,-66.0472207385441,-66.2324984777779,-65.8952322218688,-66.0159563096832,-65.9071459040062,-66.0383496738618,-65.7749866095902,-65.6837847980862,-65.6005957034278,-65.6660054785151,-65.5673740945058,-65.4726911590651,-65.5396462587206,-66.5566764140389,-65.7162656945205
0.151076320939335,-0.150982945782453,-0.156397505573998,-0.159225855686552,-0.16159093286911,-0.16291119169003,-0.164800227902705,-0.165251447883805,-0.165673699920784,-0.170796645587161,-0.170378946306029,-0.170975901810587,-0.170821768738609,-0.168140491693362,-0.165875195043722,-0.164056257267996,-0.158034548065405,-0.156099610710925,-0.153975604388283,-0.151625175872604,-0.150990856506439,-0.150543297460798,-0.149938523654022,-0.150018542099667,-0.151391156471413,-0.149918627454064,-66.2734509348026,-66.975875042012,-66.9172053197222,-67.6409741753845,-67.3531174611175,-67.9132646479191,-68.3235259579204,-68.2359476692216,-68.0685411432398,-68.1800392205487,-68.4368495862528,-68.6271357896177,-68.2907224947379,-68.4150641490719,-68.3109725545076,-68.4421988333084,-68.1806912257994,-68.0876234189233,-67.9955604688032,-68.064232587484,-67.9620669454807,-67.8657387527764,-67.9344921026823,-68.9732624264511,-68.1152061699516
