"Freq [GHz]","dB(S(2,1)) [] - $eps1='4' $eps2='0.5'","dB(S(2,1)) [] - $eps1='4.5' $eps2='0.75'","dB(S(2,1)) [] - $eps1='5' $eps2='1'","dB(S(2,1)) [] - $eps1='5.5' $eps2='1.25'","dB(S(2,1)) [] - $eps1='6' $eps2='1.5'","dB(S(2,1)) [] - $eps1='6.5' $eps2='1.75'","dB(S(2,1)) [] - $eps1='7' $eps2='2'","dB(S(2,1)) [] - $eps1='7.5' $eps2='2.25'","dB(S(2,1)) [] - $eps1='8' $eps2='2.5'","dB(S(2,1)) [] - $eps1='8.5' $eps2='2.75'","dB(S(2,1)) [] - $eps1='9' $eps2='3'","dB(S(2,1)) [] - $eps1='9.5' $eps2='3.2'","dB(S(2,1)) [] - $eps1='10' $eps2='3.4'","dB(S(2,1)) [] - $eps1='10.5' $eps2='3.6'","dB(S(2,1)) [] - $eps1='11' $eps2='3.8'","dB(S(2,1)) [] - $eps1='11.5' $eps2='4'","dB(S(2,1)) [] - $eps1='12' $eps2='4.15'","dB(S(2,1)) [] - $eps1='12.5' $eps2='4.3'","dB(S(2,1)) [] - $eps1='13' $eps2='4.45'","dB(S(2,1)) [] - $eps1='13.5' $eps2='4.6'","dB(S(2,1)) [] - $eps1='14' $eps2='4.75'","dB(S(2,1)) [] - $eps1='14.5' $eps2='4.9'","dB(S(2,1)) [] - $eps1='15' $eps2='5.05'","dB(S(2,1)) [] - $eps1='15.5' $eps2='5.2'","dB(S(2,1)) [] - $eps1='16' $eps2='5.35'","dB(S(2,1)) [] - $eps1='16.5' $eps2='5.5'","arg(S(2,1)) [deg] - $eps1='4' $eps2='0.5'","arg(S(2,1)) [deg] - $eps1='4.5' $eps2='0.75'","arg(S(2,1)) [deg] - $eps1='5' $eps2='1'","arg(S(2,1)) [deg] - $eps1='5.5' $eps2='1.25'","arg(S(2,1)) [deg] - $eps1='6' $eps2='1.5'","arg(S(2,1)) [deg] - $eps1='6.5' $eps2='1.75'","arg(S(2,1)) [deg] - $eps1='7' $eps2='2'","arg(S(2,1)) [deg] - $eps1='7.5' $eps2='2.25'","arg(S(2,1)) [deg] - $eps1='8' $eps2='2.5'","arg(S(2,1)) [deg] - $eps1='8.5' $eps2='2.75'","arg(S(2,1)) [deg] - $eps1='9' $eps2='3'","arg(S(2,1)) [deg] - $eps1='9.5' $eps2='3.2'","arg(S(2,1)) [deg] - $eps1='10' $eps2='3.4'","arg(S(2,1)) [deg] - $eps1='10.5' $eps2='3.6'","arg(S(2,1)) [deg] - $eps1='11' $eps2='3.8'","arg(S(2,1)) [deg] - $eps1='11.5' $eps2='4'","arg(S(2,1)) [deg] - $eps1='12' $eps2='4.15'","arg(S(2,1)) [deg] - $eps1='12.5' $eps2='4.3'","arg(S(2,1)) [deg] - $eps1='13' $eps2='4.45'","arg(S(2,1)) [deg] - $eps1='13.5' $eps2='4.6'","arg(S(2,1)) [deg] - $eps1='14' $eps2='4.75'","arg(S(2,1)) [deg] - $eps1='14.5' $eps2='4.9'","arg(S(2,1)) [deg] - $eps1='15' $eps2='5.05'","arg(S(2,1)) [deg] - $eps1='15.5' $eps2='5.2'","arg(S(2,1)) [deg] - $eps1='16' $eps2='5.35'","arg(S(2,1)) [deg] - $eps1='16.5' $eps2='5.5'"
0.1,-60.1503144796365,-59.9010948075894,-59.787279252324,-60.1896918847266,-60.5918301003295,-61.3215408137999,-62.6318879861751,-65.644842613288,-70.1661015026031,-65.357458389709,-63.2927221309383,-62.5754604238968,-62.0421438811003,-61.5975958338166,-61.2357262688004,-60.889379181633,-61.0014924153672,-61.0551383884014,-61.1010288459646,-60.9371064641018,-61.1896863722539,-61.2590378658765,-61.3044015376671,-61.2064897813192,-61.3272402314889,-61.4002951961339,73.2518417999812,72.716955742447,73.4993925381491,74.7019323474068,76.1525490739235,77.9305453907627,80.7274071699961,87.2857547954707,97.8871255382605,86.6212146757469,81.9562479495909,80.6753546727705,79.533940007168,78.7357278885335,77.8783901270784,77.0348799600426,77.2994155504747,77.5020713725625,77.5712362124163,76.8564875666483,77.9696432584847,78.0856332043451,78.1975663461351,77.5284626009245,77.6376059420272,77.7864121974471
0.105675146771037,-59.2389078802401,-58.9837867414225,-58.8578737815255,-59.2582359399384,-59.660912802309,-60.3946567159135,-61.710180108457,-64.7184606640376,-69.2226861138318,-64.4320886036966,-62.3718073264364,-61.6525754696049,-61.1180998182376,-60.670725971549,-60.3068510721484,-59.9589257523334,-60.0704654255348,-60.1244753409377,-60.1704061419387,-60.0109883042475,-60.2582644983841,-60.3277493678759,-60.3733921330464,-60.2801848788013,-60.4015027720179,-60.4748453083235,69.2114989063922,68.5194694372074,69.3334678343748,70.6354204560571,72.2360483464009,74.1999730518444,77.1737175182815,83.7619028504993,93.9531489055857,83.1160053614961,78.446819528308,77.1193463757134,75.9157397518808,75.0474660473147,74.1175536709467,73.197081900244,73.4770554784665,73.6980535801055,73.7746296257544,73.0458897700551,74.2011294867881,74.3259262850907,74.4439270466181,73.7638789545631,73.8777869986791,74.0342236288032
0.111350293542074,-58.3683184012494,-58.1088767388613,-57.9704274565173,-58.3687796418895,-58.7731799636575,-59.5095003383092,-60.8297975658985,-63.8356987414077,-68.3283829619786,-63.5499212870663,-61.4916726660246,-60.7709640506751,-60.2348884335138,-59.7844245743421,-59.4190910821733,-59.0698862774493,-59.1809796131779,-59.2346582785852,-59.2810844796666,-59.1262307363579,-59.3680579618509,-59.4377197295902,-59.4837709531085,-59.3951168811619,-59.5170913371602,-59.5904329695853,65.1265067109426,64.2820592556109,65.1193665960921,66.5189771728416,68.2693264866324,70.403158721803,73.5558286143956,80.1945026015369,89.9989022302303,79.5571209772375,74.87386585343,73.4984381305451,72.2342868038699,71.2997448402644,70.2946537980202,69.3007301149512,69.5955720481162,69.8293316945276,69.9182638900399,69.1756669443825,70.3714749042079,70.5045697553571,70.633498749115,69.9387758970683,70.0567185640136,70.2250475688537
0.117025440313112,-57.534530988422,-57.271004582764,-57.1206293086068,-57.5166571666379,-57.9215650817228,-58.6610641389205,-59.9866897751425,-62.9924054935367,-67.4760766289105,-62.706840940248,-60.6493908451878,-59.9265485740371,-59.3894131376298,-58.9354388774018,-58.5682894732487,-58.2178670838801,-58.3286128801643,-58.3819029679581,-58.4288406722624,-58.2785897747244,-58.5148821028063,-58.5847392560015,-58.6310847714029,-58.5474623315423,-58.6698101068507,-58.7431176066113,61.0045415319088,60.0139830648875,60.8724248244544,62.3621257286142,64.250043716433,66.5565901792523,69.8840740506362,76.5806104786908,86.0478471510552,75.9518307947467,71.2464751515518,69.8229376022354,68.4976496695227,67.4979343130998,66.4201859186255,65.355968456606,65.6657229572912,65.9119392688557,66.0099595431781,65.2565613270155,66.4911804642379,66.6322020301649,66.7683595666738,66.0635617231133,66.1859185072916,66.3645672402966
0.122700587084149,-56.7327355171034,-56.4668428619765,-56.304304351386,-56.698054062405,-57.1024482016136,-57.8462845958617,-59.177138851641,-62.1846893355049,-66.6630687034992,-61.8990815983644,-59.8409375118817,-59.1155842074052,-58.5772591377615,-58.1207793904493,-57.7510489862359,-57.3990698984299,-57.5096193243946,-57.562203078375,-57.6099592177358,-57.4643197047707,-57.6950678226121,-57.7651095689206,-57.8117521710108,-57.7329326192212,-57.8560723692632,-57.9293755379481,56.8547968151498,55.7222790982224,56.5952005818346,58.1725840659563,60.1878889218419,62.6667680579599,66.1677387779865,72.9304764815316,82.0917737142932,72.3088570156237,67.5748329815975,66.1030312905275,64.7167182278929,63.6565537156355,62.5061050510801,61.3687440370431,61.6946338914567,61.9496757965205,62.0622298632945,61.2973880715194,62.5687681451136,62.7176807975579,62.8621091422398,62.1469230802035,62.2725532386479,62.4623080792765
0.128375733855186,-55.9614601418155,-55.6925731899644,-55.5180246808114,-55.9096974631962,-56.3142387938164,-57.0616071261862,-58.3979555494234,-61.4090410643488,-65.8849282602603,-61.1232231294353,-59.0631235053081,-58.3350411738469,-57.7947169985654,-57.3342111249307,-56.9639560862019,-56.610952784093,-56.7208107229819,-56.7732138802932,-56.8211820464333,-56.6802343868089,-56.9052518235048,-56.9754893083482,-57.022525332549,-56.9486962195823,-57.0722712302749,-57.1456829834571,52.6803819554656,51.4128474864137,52.2959776190984,53.9575034283181,56.1061307896067,58.7443736442053,62.414856719189,69.2504615764796,78.133798650305,68.6352271676584,63.866123432011,62.3452926994641,60.9007545565007,59.7705110184801,58.5573051675901,57.3545814846512,57.6897980094684,57.9606146526848,58.0800946773774,57.304070082582,58.6122129557953,58.7681609028968,58.9212943398683,58.1960270106949,58.3273965192057,58.526142095201
0.134050880626223,-55.2157717334473,-54.9449867155706,-54.7585372153681,-55.1482295842264,-55.553113357437,-56.3033559058591,-57.6463118686512,-60.6625974449937,-65.138416349941,-60.3763017859767,-58.3130536473276,-57.5818777301706,-57.0402109868483,-56.5760993988513,-56.2037193774743,-55.8495297487512,-55.958955962324,-56.0113204425817,-56.0594238104194,-55.9230281083299,-56.1425129092606,-56.2129563408434,-56.2603591057939,-56.1912835822117,-56.31578114968,-56.3893144934726,48.4884553084627,47.0907080423853,47.9799233928534,49.7245843251306,51.9975175704911,54.7913262222231,58.630452644397,65.5461613738313,74.1776218725852,64.9357077469727,60.1255552750722,58.5560410718597,57.0531191632215,55.8592153658939,54.5793380546901,53.3101006143658,53.6615866700607,53.9395430741143,54.0713851691933,53.2886578833727,54.6260448216255,54.7901059283649,54.9520443471555,54.219215740145,54.3538535238838,54.5619927423651
0.13972602739726,-54.4937820213355,-54.2213137209585,-54.0230347051165,-54.4108830513547,-54.8162946212288,-55.5702506687642,-56.9195902765899,-59.9426447931148,-64.4210915828909,-59.6556476681869,-57.5881126786583,-56.8537585934642,-56.3093719331345,-55.8423531961625,-55.4681030403879,-55.1124833746591,-55.2214887435465,-55.2736087512649,-55.3221728794768,-55.1903274156289,-55.4041934510335,-55.4749078277191,-55.5226919113856,-55.4585447106898,-55.5837758615004,-55.6575206359892,44.2824253000376,42.7594816151034,43.6513428396679,45.4752972103264,47.8695434019318,50.8156274302646,54.820674627322,61.8226819209164,70.2257991782497,61.2154018624759,56.3605889726372,54.7402059397792,53.1803614802488,51.9236164674421,50.5785875883964,49.2446834407446,49.6092535135001,49.8982704951221,50.0399148588248,49.2473786745192,50.6175589746758,50.7885515736609,50.9582327244544,50.2181048918873,50.3579878417753,50.5734473587802
0.145401174168297,-53.7928063244268,-53.5188055240258,-53.3089441225347,-53.6951885087617,-54.1013352337804,-54.8592942558479,-56.2154642281264,-59.2467261756903,-63.7297574474771,-58.9589328660889,-56.8860102485772,-56.1480835302086,-55.6017902588493,-55.1308085319583,-54.7542939133043,-54.3973839759208,-54.5057761239596,-54.5578929886715,-54.606871145235,-54.4796989655925,-54.6879280579746,-54.7588926277591,-54.8066587049405,-54.7479637804468,-54.8739652234084,-54.9476649557305,40.0651439261124,38.4207414574825,39.3136304241483,41.2150072518148,43.7265288704311,46.8199796953329,50.9899416419892,58.0835871359706,66.2787162875257,57.478576995303,52.5729726512061,50.90328927961,49.2866529347944,47.9682599314683,46.5587358128306,45.1628828986026,45.5394688170721,45.8377856488023,45.9904602082815,45.1904794197711,46.5889587415109,46.7673258865375,46.9465686369392,46.1983964672901,46.3437135719698,46.570653655204
0.151076320939335,-53.1107497586948,-52.8352800976075,-52.6139661176836,-52.9988488158547,-53.4060158236056,-54.1678337874651,-55.5318852544482,-58.5726528504745,-63.062358205882,-58.2839019580547,-56.2047319387356,-55.4630019895415,-54.9144698649271,-54.4395014759809,-54.0609355378028,-53.7020181293903,-53.810640783391,-53.8620114710947,-53.911425586617,-53.7890163728111,-53.9915219968975,-54.0628585813896,-54.1114031334541,-54.0572019584068,-54.1841760226565,-54.2579962540638,35.8397341119415,34.0785876853215,34.9696525812014,36.9460966784222,39.5718673691797,42.8099336056237,47.1418528987796,54.3308293785173,62.3385387685728,53.7276501048412,48.7692584642552,47.0485268056836,45.3712801953158,43.9929992646241,42.5249526686633,41.0670342531375,41.4560045402022,41.7626199447662,41.9261970591669,41.1193350570435,42.545560347608,42.7302270650903,42.917224239296,42.1673187471244,42.3150483565878,42.5507489855645
