"Freq [GHz]","dB(S(2,1)) [] - $eps1='4' $eps2='0.3'","dB(S(2,1)) [] - $eps1='4.5' $eps2='0.45'","dB(S(2,1)) [] - $eps1='5' $eps2='0.6'","dB(S(2,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(2,1)) [] - $eps1='6' $eps2='0.9'","dB(S(2,1)) [] - $eps1='6.5' $eps2='1'","dB(S(2,1)) [] - $eps1='7' $eps2='1.1'","dB(S(2,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(2,1)) [] - $eps1='8' $eps2='1.4'","dB(S(2,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(2,1)) [] - $eps1='9' $eps2='1.8'","dB(S(2,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(2,1)) [] - $eps1='10' $eps2='2.1'","dB(S(2,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(2,1)) [] - $eps1='11' $eps2='2.5'","dB(S(2,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(2,1)) [] - $eps1='12' $eps2='2.8'","dB(S(2,1)) [] - $eps1='12.5' $eps2='2.95'","dB(S(2,1)) [] - $eps1='13.5' $eps2='3.25'","arg(S(2,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(2,1)) [deg] - $eps1='4.5' $eps2='0.45'","arg(S(2,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(2,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(2,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(2,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(2,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(2,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(2,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(2,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(2,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(2,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(2,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(2,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(2,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(2,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(2,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(2,1)) [deg] - $eps1='12.5' $eps2='2.95'","arg(S(2,1)) [deg] - $eps1='13.5' $eps2='3.25'"
0.1567514677,-56.33405828,-56.62142545,-56.92947246,-57.1182603,-56.29777343,-57.73468755,-57.89498004,-58.08347808,-58.2256383,-58.09598345,-57.97893058,-58.09773409,-58.15981203,-58.05437745,-58.03534556,-58.09527242,-58.09193971,-58.21377363,-58.26140479,-172.1265576,-174.0998245,-176.3305281,-178.8483874,171.7724432,177.6781619,175.8637097,173.812361,172.2239178,170.9479215,170.9170734,170.1337623,169.244963,169.7581363,170.8248874,170.3847125,169.6566853,169.4710076,168.7889199
0.1624266145,-55.78851613,-56.07689986,-56.39099521,-56.59003408,-55.79307968,-57.22600625,-57.3963253,-57.59637329,-57.7484,-57.61435298,-57.48620494,-57.60990565,-57.67761197,-57.56299225,-57.53436775,-57.59833905,-57.5988018,-57.72509556,-57.77932828,-176.2897211,-178.4533671,179.0945652,176.3528127,166.5358539,172.5636657,170.580779,168.3560498,166.623927,165.203613,165.1280268,164.2677034,163.3128665,163.8574208,164.9965969,164.5141153,163.7329256,163.528696,162.7852511
0.1681017613,-55.25306345,-55.543688,-55.86545635,-56.07655692,-55.30448744,-56.73571107,-56.91787487,-57.1315254,-57.29546086,-57.15789898,-57.01838966,-57.14777231,-57.22196137,-57.09717947,-57.05803428,-57.12666092,-57.13136545,-57.26270274,-57.32458613,179.466113,177.0992757,174.4189725,171.4472573,161.1764513,167.3311733,165.1745331,162.771863,160.891164,159.3164869,159.1898559,158.2513167,157.2278218,157.8041372,159.0106811,158.488141,157.6543941,157.4318533,156.6256041
0.173776908,-54.72713679,-55.02134176,-55.35244217,-55.57743235,-54.83158818,-56.2635004,-56.45932458,-56.68862985,-56.86655807,-56.72648897,-56.57546581,-56.71129231,-56.79282045,-56.65694321,-56.60644508,-56.68028709,-56.68964268,-56.82661333,-56.89716441,175.1405713,172.5578362,169.6427165,166.4354062,155.6944163,161.9828436,159.6480671,157.064187,155.0314347,153.2929491,153.1088594,152.0914734,150.9972763,151.6050996,152.8731732,152.3134082,151.4280222,151.1878464,150.3181564
0.1794520548,-54.21022353,-54.50945349,-54.85157061,-55.09227913,-54.37394728,-55.80902649,-56.02028176,-56.26723814,-56.46122368,-56.31974954,-56.15717603,-56.30015738,-56.38985024,-56.24202272,-56.17946321,-56.25901102,-56.27337403,-56.41655628,-56.49671906,170.7331767,167.9220015,164.7658207,161.3177615,150.0899554,156.520968,154.0046013,151.2375255,149.0506767,147.1397857,146.891949,145.7956711,144.6292905,145.2678738,146.590939,145.9973253,145.0615143,144.8048057,143.8717693
0.1851272016,-53.70185407,-54.00764603,-54.36247795,-54.62071355,-53.93107999,-55.3718696,-55.60023619,-55.86672567,-56.0787494,-55.93701934,-55.76296848,-55.91373486,-56.01235347,-55.8518297,-55.7766495,-55.86230676,-55.88196444,-56.03190707,-56.12251284,166.2433535,163.1914166,159.7883125,156.0948607,144.3632711,150.9479002,148.2473606,145.2963053,142.9546725,140.8638278,140.5463249,139.3716671,138.1321225,138.8004158,140.1713727,139.5477523,138.5629837,138.2912272,137.295526
0.1908023483,-53.2015946,-53.51556321,-53.88480564,-54.16233198,-53.50242765,-54.95151377,-55.19853435,-55.48626584,-55.71816115,-55.57731446,-55.3919532,-55.55102441,-55.65923195,-55.48540039,-55.39720906,-55.48927869,-55.51443407,-55.67163979,-55.77337159,161.6704343,158.3656869,154.7102216,150.7672608,138.5145183,145.2659635,142.3794279,139.2446537,136.7487331,134.4715693,134.0790843,132.8270452,131.5137489,132.2106348,133.6220102,132.9725836,131.9405112,131.6554987,130.5982006
0.1964774951,-52.70904036,-53.03286036,-53.41818709,-53.71669352,-53.08733446,-54.54732525,-54.8143582,-55.12481135,-55.37820453,-55.23930826,-55.04287405,-55.21063236,-55.32896353,-55.14136596,-55.03995354,-55.1386286,-55.16938771,-55.33429898,-55.44766215,157.0136683,153.444381,149.5315741,145.3355106,132.5437468,139.4773387,136.4035779,133.0861617,130.4373757,127.9687674,127.496796,126.1687554,124.7813648,125.5059194,126.9500911,126.2792877,125.2016646,124.9053934,123.7877103
0.2021526419,-52.22380898,-52.55919473,-52.96223441,-53.28330333,-52.68502552,-54.15853415,-54.44670907,-54.78108333,-55.05734085,-54.92132563,-54.71409729,-54.8907644,-55.01959855,-54.81794233,-54.70328144,-54.80864168,-54.84500398,-55.01799215,-55.14329215,152.27223,148.4270312,144.2523802,139.8001115,126.4508311,133.5839359,130.3221021,126.8236499,124.024019,121.3600617,120.8050806,119.4026678,117.9409125,118.6926735,120.1621102,119.4744473,118.3530285,118.0475801,116.8706029
0.2078277886,-51.7455338,-52.09421575,-52.51652517,-52.86159674,-52.29458674,-53.78421982,-54.09439705,-54.4535678,-54.75375261,-54.62135051,-54.4036161,-54.58923513,-54.72877362,-54.51293834,-54.38517662,-54.49719098,-54.53904323,-54.72040098,-54.85772828,147.445227,143.3131301,138.8726134,134.1614678,120.2353936,127.5872602,124.1366362,120.4589547,117.5107238,114.6486459,114.0082346,112.5331869,110.9966834,111.7759077,113.2634045,112.5633476,111.3997911,111.0872001,109.8516333
0.2135029354,-51.27385707,-51.63755503,-52.08058946,-52.45092464,-51.91494714,-53.42330042,-53.75603571,-54.1405186,-54.4653562,-54.33704381,-54.10906836,-54.3034911,-54.45373866,-54.22377861,-54.08322259,-54.20175713,-54.24887059,-54.43880739,-54.5880282,142.5317074,138.1021242,133.3921824,128.4198264,113.896725,121.4882765,117.8480033,113.9927533,110.8979961,107.8360206,107.108935,105.5629592,103.9510299,104.7589248,106.2578169,105.5496509,104.3454265,104.0275476,102.7334607
0.2191780822,-50.80842286,-51.18881632,-51.65389739,-52.05054053,-51.54486424,-53.07452662,-53.43004154,-53.83996541,-54.18981934,-54.0657683,-53.82776409,-54.03064325,-54.19139254,-53.94753699,-53.79462902,-53.91945927,-53.97148952,-54.17012923,-54.33088052,137.5306642,132.7934005,127.8108944,122.5752107,107.4337115,115.2872866,111.4560859,107.4244416,104.1846712,100.9218477,100.1080482,98.49269887,96.80420484,97.64312335,99.14746613,98.43518518,97.19149737,96.86987663,95.51648446
0.224853229,-50.34886975,-50.74756539,-51.23584746,-51.65958954,-51.1829127,-52.73647907,-53.11463747,-53.54972512,-53.92458086,-53.80461755,-53.55671887,-53.76750484,-53.93832357,-53.68097615,-53.51626642,-53.64709292,-53.70358186,-53.91096169,-54.08264912,132.4410374,127.3862688,122.1284115,116.6273499,100.8447761,108.983826,104.9597384,100.7520769,97.36788663,93.90391465,93.00455541,91.32113627,89.55433412,90.42792708,91.93263951,91.2198577,89.93758517,89.61333648,88.19881274
0.2305283757,-49.89482334,-50.31332021,-50.82575602,-51.27709979,-50.82747672,-52.40756934,-52.80785911,-53.26741516,-53.66687119,-53.55044674,-53.29269081,-53.51063271,-53.69085322,-53.42059097,-53.2447057,-53.38117189,-53.44155163,-53.65762197,-53.83942077,127.2617123,121.8799368,116.3442018,110.5756114,94.12784534,102.576591,98.3567489,93.97239176,90.44314704,86.77821181,85.79559539,84.04508814,82.19751224,83.1108331,84.61180727,83.90168691,82.58133752,82.25502456,80.77634927
0.2362035225,-49.44588852,-49.88554147,-50.42284822,-50.90197613,-50.47674638,-52.0860435,-52.50756325,-52.99046798,-53.41373297,-53.29990513,-53.03222013,-53.25637209,-53.4450847,-53.16265585,-52.9762619,-53.11797404,-53.18157335,-53.40619875,-53.59705913,121.9915125,116.2734804,110.4574874,104.4189384,87.28034862,96.06340335,91.64385783,87.08088497,83.40448357,79.53911807,78.47661775,76.6596365,74.72800982,75.68756374,77.18174657,76.47693827,75.11861658,74.79013797,73.24297803
0.2418786693,-49.00164179,-49.4636239,-50.02625063,-50.53299644,-50.12871806,-51.76998785,-52.21143772,-52.71614649,-53.16204249,-53.04947163,-52.77167317,-53.00090763,-53.19696024,-52.90327899,-52.70704394,-52.85359351,-52.91964812,-53.1526107,-53.3512716,116.6291889,110.5658089,104.4671926,98.15580095,80.29925944,89.44121959,84.81683655,80.07198786,76.24470596,72.17969155,71.04163676,69.15840686,67.13858395,68.15230744,69.63775761,68.94034615,67.54373043,67.21220893,65.59083769
0.247553816,-48.56162374,-49.04688854,-49.63498591,-50.16881042,-49.78119957,-51.45733647,-51.91701291,-52.44156137,-52.90853392,-52.79549647,-52.50729401,-52.74032528,-52.94233332,-52.63846897,-52.43301496,-52.58400479,-52.65167389,-52.89268104,-53.09769705,111.1734034,104.7556268,98.37189665,91.78416399,73.18118413,82.70618745,77.87062884,72.93930807,68.9557483,64.69206278,63.48358001,61.53394183,59.4208932,60.49804157,61.97395726,61.28541021,59.84973971,59.51342192,57.81069539
0.2532289628,-48.12533185,-48.63457623,-49.24796942,-49.80794083,-49.43182038,-51.14588039,-51.62167541,-52.16369191,-52.64982911,-52.53425294,-52.2352683,-52.47068995,-52.67706136,-52.36421967,-52.15006944,-52.30514501,-52.37353637,-52.62223507,-52.83202169,105.6227072,98.84139486,92.16979378,85.30147855,65.92250112,75.85375313,70.79955429,65.67594791,61.52910895,57.06793105,55.79473088,53.77817477,51.5660301,52.71694307,54.18364458,53.50476743,52.02884615,51.68502762,49.89244964
0.2589041096,-47.69221383,-48.22584266,-48.86400823,-49.44878716,-49.0780481,-50.83327907,-51.32268524,-51.87941293,-52.38247637,-52.26200253,-51.95180322,-52.18814266,-52.39712193,-52.07661762,-51.85413298,-52.01301987,-52.08122554,-52.33722512,-52.55012552,99.97551517,92.82129168,85.85866592,78.70469903,58.51954977,68.87881882,63.59757219,58.2748945,53.95638384,49.29916369,47.96726835,45.88301356,43.56518829,44.80090328,46.2597439,45.59065365,44.07288348,43.71788305,41.82580288
0.2645792564,-47.26166193,-47.81975507,-48.48180223,-49.08963173,-48.71721242,-50.51707481,-51.01719865,-51.58553056,-52.10300118,-51.97507604,-51.65322535,-51.88901723,-52.09875111,-51.77197222,-51.5412877,-51.70383474,-51.77097795,-52.03388171,-52.24825441,94.2300756,86.69318003,79.43587103,71.99033002,50.96886362,61.77594895,56.25860149,50.72947554,46.22988633,41.37849124,39.99390557,37.84104031,35.4104724,36.74216508,38.19533844,37.53547481,35.97393517,35.60314782,33.60113417
0.2702544031,-46.83300814,-47.4152909,-48.09994766,-48.72864844,-48.34653807,-50.1947118,-50.70229868,-51.27882955,-51.80797128,-51.6699703,-51.33609503,-51.56997217,-51.77859593,-51.44696299,-51.20792106,-51.37414675,-51.43943807,-51.7088821,-51.92320433,88.38443837,80.45457974,72.89835045,65.15450349,43.26743698,54.53962146,48.77688979,43.03386852,38.34333533,33.30027574,31.86861688,29.64631519,27.09583094,28.53408599,29.98430418,29.33250026,27.72509035,27.33314598,25.21056394
0.2759295499,-46.40552084,-47.01133847,-47.71694303,-48.36391451,-47.96318855,-49.86356134,-50.37503592,-50.95613422,-51.4940769,-51.34345773,-50.99733143,-51.22812817,-51.43386799,-51.09879207,-50.85088911,-51.0210266,-51.08382489,-51.35952014,-51.57249659,82.43642156,74.1026505,66.2426575,58.1930859,35.41300834,47.1645178,41.14741946,35.18364221,30.29257586,25.06130568,23.58741929,21.29524049,18.61804925,20.1719992,21.62203435,20.97666413,19.32131555,18.90235904,16.64913986
0.2816046967,-45.97840292,-46.60669983,-47.33119763,-47.99342592,-47.56432185,-49.52095528,-50.03248134,-50.61438383,-51.15822517,-50.99270272,-50.63433885,-50.86119816,-51.0624813,-50.72532522,-50.46767887,-50.64221285,-50.70208417,-50.98385644,-51.19452061,76.38357897,67.63418726,59.46500849,51.10181295,27.40433792,39.64584184,33.36633244,27.17629723,22.07627582,16.66154458,15.14914477,12.78740325,9.977691378,11.65409964,13.10621155,12.46541933,10.76037079,10.30845749,7.916001493
0.2872798434,-45.55079165,-46.20009594,-46.94104287,-47.61511713,-47.14715891,-49.16422916,-49.67179214,-50.25072113,-50.79764519,-50.61537644,-50.24512221,-50.46759546,-50.66315783,-50.3252035,-50.05655027,-50.23623905,-50.29300582,-50.58082789,-50.7886237,70.22317039,61.04563003,52.561356,43.87644724,19.24145179,31.97965338,25.43134723,19.01175978,13.69652313,8.104737497,6.556110078,4.126281421,1.179844532,2.982239383,4.437543723,3.799542348,2.043649105,1.553223673,-0.9846708854
0.2929549902,-45.1217605,-45.79017442,-46.54474693,-47.22688625,-46.70906415,-48.79077619,-49.29029003,-49.86259098,-50.40999797,-50.20976031,-49.82837954,-50.04650727,-50.23548779,-49.89791071,-49.61663838,-49.80251564,-49.8562893,-50.15030119,-50.35513609,63.9521365,54.33308966,45.52748258,36.51295232,10.92582143,24.16319686,17.34213348,10.69277158,5.159236579,-0.6012273739,-2.185424444,-4.680313442,-7.765484142,-5.837506883,-4.379651768,-5.016245065,-6.823210249,-7.356806256,-10.04312298
0.298630137,-44.69032296,-45.37551987,-46.1405331,-46.82662628,-46.24763595,-48.39811221,-48.88554959,-49.44784294,-49.99348275,-49.77482756,-49.38356113,-49.59792525,-49.7799382,-49.44378804,-49.14800093,-49.34135537,-49.39254837,-49.69306427,-49.89533124,57.56708025,47.49238993,38.35911171,29.00767399,2.460447914,16.19519987,9.10060238,2.225115455,-3.525693258,-9.444291146,-11.0651081,-13.62016477,-16.84343049,-14.79463467,-13.33713966,-13.97297232,-15.83007621,-16.4101331,-19.24405359
0.3043052838,-44.25543861,-44.95466736,-45.72660251,-46.41226338,-45.76080273,-47.98395001,-48.45549202,-49.00483002,-49.54692954,-49.31029403,-48.91088872,-49.1226305,-49.29781067,-48.96399626,-48.65160513,-48.85394014,-48.90325681,-49.21076044,-49.41133193,51.06425634,40.51912532,31.05203102,21.35751753,-6.15017592,8.076111924,0.7110692044,-6.382378261,-12.34459421,-18.40858057,-20.06873024,-22.6770063,-26.03483272,-23.87443863,-22.42283004,-23.05753062,-24.96253562,-25.59059979,-28.56724155
0.3099804305,-43.81602161,-44.52611911,-45.30116174,-45.98180226,-45.24691892,-47.54628028,-47.9984778,-48.53249398,-49.06986733,-48.81663159,-48.41133339,-48.62213652,-48.7911556,-48.46043319,-48.12925725,-48.34223662,-48.3906462,-48.70577852,-48.90597974,44.43956982,33.40873272,23.60222102,13.56010743,-14.90024204,-0.1917485404,-7.819751461,-15.11808004,-21.28055469,-27.47514113,-29.17883451,-31.83128599,-35.31723027,-33.05867704,-31.62124892,-32.25322091,-34.20256105,-34.87819227,-37.98868704
0.3156555773,-43.37095157,-44.08836493,-44.86245587,-45.53337855,-44.70485345,-47.08345435,-47.51339022,-48.03042789,-48.56255845,-48.29504118,-47.88655522,-48.09859793,-48.26265454,-47.9356198,-47.58348734,-47.80887539,-47.857573,-48.18111706,-48.38268731,37.68858455,26.1565739,16.00598133,5.613915121,-23.78294467,-8.604168474,-16.48294417,-23.96806965,-30.31428653,-36.622977,-38.37565718,-41.06124498,-44.66616037,-42.32658608,-40.9143737,-41.5406762,-43.52954641,-44.25021556,-47.48207606
0.3213307241,-42.91908716,-43.63990679,-44.40880714,-45.06531692,-44.13406347,-46.59426282,-46.99970168,-47.49890803,-48.02599333,-47.74738781,-47.33881233,-47.5546961,-47.71548414,-47.39257023,-47.01740689,-47.25701135,-47.30737355,-47.64024056,-47.84529072,30.80654159,18.75802461,8.260044974,-2.481660442,-32.79092281,-17.155158,-25.26779018,-32.91687344,-39.42522525,-45.83027596,-47.63827186,-50.34416154,-54.05655878,-51.65609187,-50.28271822,-50.89902053,-52.92154779,-53.68265198,-57.02031855
0.3270058708,-42.45928252,-43.17928787,-43.9386591,-44.57619307,-43.53464688,-46.07800353,-46.45751541,-46.93889089,-47.46184456,-47.17610371,-46.77084946,-46.99351315,-47.1531744,-46.83465998,-46.43455838,-46.69018272,-46.7437239,-47.08694277,-47.29791406,23.78838673,11.20856497,0.3616707339,-10.72627255,-41.91679401,-25.8372204,-34.16234366,-41.94836335,-48.59274559,-55.07566972,-56.94579093,-59.65758787,-63.46406298,-61.02503689,-59.70650579,-60.30708528,-62.3565329,-63.15148232,-66.57691144
0.3326810176,-41.99040676,-42.70512619,-43.45062572,-44.06489661,-42.90736957,-45.53453256,-45.88757837,-46.3519754,-46.87238535,-46.58407022,-46.18577721,-46.41840508,-46.57947171,-46.26550278,-45.83877335,-46.11218194,-46.17051569,-46.52522613,-46.74485185,16.62880618,3.503865081,-7.691296234,-19.11867699,-51.15373064,-34.64176555,-43.15413972,-51.04672547,-57.79735438,-64.33938293,-66.2784722,-68.98042096,-72.86605087,-70.41224641,-69.1667582,-69.74450132,-71.81345197,-72.63377101,-76.12692702
0.3383561644,-41.5113666,-42.2161531,-42.94354403,-43.53069159,-42.25366635,-44.96429367,-45.29126413,-45.74033556,-46.26038219,-45.97449054,-45.58695233,-45.83288189,-45.99821279,-45.68884224,-45.23405046,-45.52694647,-45.59175361,-45.95920034,-46.19046808,9.322268572,-4.360140649,-15.9004041,-27.65685707,-60.49602174,-43.55963881,-52.23096737,-60.19739623,-67.02173371,-73.60415424,-75.61860777,-78.29369179,-82.24230977,-79.79830184,-78.64615329,-79.19251859,-81.27298665,-82.10837269,-85.64750768
0.3440313112,-41.02113259,-41.71125608,-42.41652884,-42.97327071,-41.57561815,-44.36832387,-44.67052914,-45.10663249,-45.62897463,-45.35076539,-44.97786731,-45.24049928,-45.41321133,-45.10845886,-44.62445859,-44.93847076,-45.01147284,-45.39299652,-45.63910427,1.863071122,-12.38719668,-24.26662037,-36.33822022,-69.93956331,-52.58172052,-61.38163021,-69.3878726,-76.2515395,-82.85585997,-84.95111817,-87.58101594,-91.57530447,-89.16594848,-88.12955154,-88.63446061,-90.71789736,-91.55619098,-95.11783928
