"Freq [GHz]","dB(S(2,1)) [] - $eps1='4' $eps2='0.3'","dB(S(2,1)) [] - $eps1='4.5' $eps2='0.45'","dB(S(2,1)) [] - $eps1='5' $eps2='0.6'","dB(S(2,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(2,1)) [] - $eps1='6' $eps2='0.9'","dB(S(2,1)) [] - $eps1='6.5' $eps2='1'","dB(S(2,1)) [] - $eps1='7' $eps2='1.1'","dB(S(2,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(2,1)) [] - $eps1='8' $eps2='1.4'","dB(S(2,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(2,1)) [] - $eps1='9' $eps2='1.8'","dB(S(2,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(2,1)) [] - $eps1='10' $eps2='2.1'","dB(S(2,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(2,1)) [] - $eps1='11' $eps2='2.5'","dB(S(2,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(2,1)) [] - $eps1='12' $eps2='2.8'","dB(S(2,1)) [] - $eps1='12.5' $eps2='2.95'","dB(S(2,1)) [] - $eps1='13.5' $eps2='3.25'","arg(S(2,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(2,1)) [deg] - $eps1='4.5' $eps2='0.45'","arg(S(2,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(2,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(2,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(2,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(2,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(2,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(2,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(2,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(2,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(2,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(2,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(2,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(2,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(2,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(2,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(2,1)) [deg] - $eps1='12.5' $eps2='2.95'","arg(S(2,1)) [deg] - $eps1='13.5' $eps2='3.25'"
0.7980430528,-35.61504364,-35.40756679,-35.67216934,-35.93786158,-36.4209447,-35.71116551,-35.45722841,-35.42148174,-35.43917343,-35.44501254,-35.47165558,-35.39997624,-35.33239852,-35.41150857,-35.599835,-35.43321682,-35.32372767,-35.18473285,-34.88307515,133.7338387,134.8305314,136.048226,138.9211327,128.0516481,145.1499215,145.8314532,145.8376965,146.3867585,147.3020057,148.418617,150.858043,151.5574628,152.9950543,152.6104998,154.6997073,154.8997,155.5870511,155.3620214
0.8037181996,-35.58868805,-35.36007309,-35.65948672,-35.90553039,-36.32461183,-35.61285984,-35.37739694,-35.36189072,-35.37839041,-35.36503578,-35.36903313,-35.27264071,-35.1904445,-35.24441405,-35.40661572,-35.2288397,-35.11723812,-34.98646412,-34.71397592,130.3065497,131.0259541,132.2987971,135.4688944,124.6393826,141.4337805,141.9713668,142.0458973,142.7346249,143.7555601,144.9279067,147.28275,147.8294067,149.2875966,149.1196306,150.9897883,150.987513,151.4805391,150.9614733
0.8093933464,-35.55100199,-35.31265719,-35.64599751,-35.8639548,-36.21929861,-35.51303053,-35.29879919,-35.30058707,-35.3112569,-35.27600702,-35.25660016,-35.13970187,-35.04868754,-35.07868731,-35.20969019,-35.02858076,-34.92118962,-34.8038433,-34.56722077,126.8559212,127.1965544,128.5834072,132.0405837,121.1939993,137.6832928,138.1088746,138.2782239,139.1033474,140.2042391,141.3996767,143.6405081,144.0254532,145.4668202,145.4623331,147.1142624,146.9227446,147.2444107,146.4850461
0.8150684932,-35.50297212,-35.26613577,-35.63087476,-35.8125773,-36.10594454,-35.41252446,-35.22129817,-35.23676833,-35.23722652,-35.17831988,-35.13588464,-35.00334738,-34.90915211,-34.91741547,-35.01427854,-34.83682595,-34.73897695,-34.63924003,-34.44358121,123.3740261,123.3470508,124.9054825,128.6285499,117.7095874,133.9015328,134.2489248,134.5350996,135.4871936,136.6396725,137.8264534,139.9319571,140.1547133,141.5465222,141.6507332,143.0952863,142.7335657,142.9102746,141.9669778
0.8207436399,-35.44575058,-35.22116717,-35.61316173,-35.751054,-35.98559272,-35.31204212,-35.14460495,-35.16962063,-35.15592917,-35.07258568,-35.00851494,-34.86553929,-34.77340997,-34.76298713,-34.8246352,-34.6568693,-34.57295248,-34.494104,-34.34309349,119.854089,119.4829022,121.2673556,125.2244472,114.1815496,130.0922935,130.3960184,130.8158079,131.8798247,133.0544119,134.2033265,136.1604786,136.227987,137.5429034,137.7021898,138.9576094,138.4488159,138.5092296,137.4406016
0.8264187867,-35.38061826,-35.17823806,-35.59180271,-35.67927281,-35.85934427,-35.21212895,-35.0682954,-35.09835362,-35.06718411,-34.95958768,-34.87612588,-34.72795711,-34.64258528,-34.6171285,-34.64407066,-34.49104957,-34.42459664,-34.3691095,-34.26506759,116.2906677,115.6101417,117.670092,121.8195614,110.6066577,126.2598823,126.5540578,127.1185054,128.2745765,129.4421856,130.5278515,132.3316079,132.2570846,133.4735227,133.6372355,134.727078,134.0972031,134.071663,132.9385831
0.8320939335,-35.30894433,-35.13765328,-35.56568011,-35.5973589,-35.72831486,-35.11317204,-34.99182989,-35.02223478,-34.97100208,-34.84023015,-34.7402801,-34.59196671,-34.51737191,-34.48095241,-34.47503271,-34.34088424,-34.29463991,-34.26422658,-34.20802881,112.6797725,111.7352052,114.1133516,118.4051553,106.9830385,122.4089273,122.7262129,123.4402816,124.6647477,125.7980578,126.7998222,128.4524669,128.2542675,129.356534,129.4780995,130.4297688,129.7069776,129.6272618,128.4928521
0.8377690802,-35.2321446,-35.09952846,-35.53365711,-35.50566731,-35.59359567,-35.01540094,-34.91457585,-34.94062144,-34.86757699,-34.71548662,-34.60240729,-34.45860837,-34.39805641,-34.35500495,-34.31920255,-34.20717188,-34.18312747,-34.1787288,-34.16962632,109.0189217,107.8647531,110.5952957,114.9728067,103.3101036,118.5441942,118.9148071,119.7772681,121.0438758,122.1184944,123.0209606,124.5312473,124.2317808,125.2101256,125.2477454,126.0915403,125.3058063,125.2049754,124.1340708
0.843444227,-35.15164121,-35.06378547,-35.49462445,-35.40476358,-35.45621998,-34.91889214,-34.83583308,-34.85298855,-34.75726806,-34.58635102,-34.46376062,-34.32859791,-34.28454323,-34.23930293,-34.17757774,-34.09005247,-34.08943311,-34.11115812,-34.14654595,105.3071417,104.0054866,107.1125526,111.5147168,99.58843567,114.6704156,115.1212263,116.1247907,117.4059831,118.4013471,119.1945675,120.5767547,120.2014473,121.052075,120.9692837,121.7377818,120.9206273,120.8327428,119.8905675
0.8491193738,-35.06882536,-35.03015081,-35.44754927,-35.29539466,-35.31713607,-34.82357649,-34.75486151,-34.75895052,-34.64057459,-34.45379434,-34.32538878,-34.20233636,-34.17638209,-34.13336248,-34.05052894,-33.98902911,-34.01223942,-34.05927371,-34.13446638,101.5449178,100.1639557,103.6602527,108.0239703,95.81964456,110.7921333,111.3458566,112.4775606,113.7457784,114.6457693,115.3251649,116.5980108,116.1742956,116.8993409,116.665595,117.3931791,116.5773257,116.5368791,115.7867485
0.8547945205,-34.98502408,-34.99815745,-35.3915234,-35.17845278,-35.17718637,-34.72924936,-34.67091076,-34.65827577,-34.5181057,-34.31872834,-34.18812044,-34.07992515,-34.07279896,-34.03622335,-33.93782928,-33.90296331,-33.94950598,-34.02001319,-34.12809852,97.73410791,96.34635957,100.232138,104.4947338,92.00620637,106.9135525,107.588055,108.8298915,110.0588042,110.8520831,111.4181524,112.603901,112.1602042,112.7676334,112.3590164,113.0813605,112.3001396,112.3410839,111.8410846
0.8604696673,-34.90147168,-34.96715058,-35.32580771,-35.05493523,-35.03709248,-34.6355833,-34.58325067,-34.55089308,-34.39054744,-34.18197693,-34.05255851,-33.96118572,-33.9727336,-33.94647674,-33.83866354,-33.8300612,-33.89844957,-33.98949573,-34.12134552,93.87782953,92.55833836,96.82074714,100.9223863,88.151294,103.0384084,103.8461574,105.1759294,106.3415298,107.0216138,107.4794865,108.6028574,108.1675565,108.6709358,108.0709767,108.8243458,108.1107676,108.2651032,108.0638891
0.8661448141,-34.81928584,-34.93629828,-35.2498695,-34.92590317,-34.89744536,-34.54214325,-34.4912014,-34.43688967,-34.25862969,-34.04425492,-33.91908183,-33.84568329,-33.8748859,-33.86230465,-33.75162915,-33.76786982,-33.8555608,-33.96309527,-34.10761013,89.98032949,88.80475943,93.41766987,97.30358274,84.25860745,99.16984547,100.1175271,101.5098821,102.5913876,103.1565064,103.5153867,104.6025675,104.2029155,104.6209761,103.8215102,104.6417719,104.0272075,104.3231498,104.4552355
0.8718199609,-34.73944778,-34.90460787,-35.16340996,-34.79244179,-34.75870006,-34.44840423,-34.39416182,-34.31650139,-34.12309484,-33.90615362,-33.7878525,-33.73275576,-33.77777331,-33.78153867,-33.67474328,-33.71330298,-33.81667959,-33.93560703,-34.08025113,86.04684412,85.08950138,90.01385696,93.6362554,80.3322082,95.31031206,96.39864435,97.82623248,98.80676216,99.25953555,99.53206839,100.6097043,100.270736,100.6266752,99.62861799,100.549918,100.0624179,100.522268,101.003491
0.8774951076,-34.66278618,-34.870949,-35.0663795,-34.65562407,-34.62117411,-34.3537715,-34.2916345,-34.19009632,-33.98466949,-33.76813247,-33.65882798,-33.62154837,-33.67979939,-33.70174339,-33.60547047,-33.66271426,-33.77714743,-33.90151977,-34.03315227,82.08345549,81.41524356,86.59996587,89.9195636,76.37636072,91.46147181,92.68523509,94.11992343,94.9869386,95.33391605,95.5354978,96.6296816,96.37314175,96.69362165,95.50749035,96.56060724,96.22296079,96.86091863,97.6849745
0.8831702544,-34.58996369,-34.83408396,-34.95897986,-34.51647907,-34.48504917,-34.25760302,-34.18324594,-34.0581532,-33.84404025,-33.63051578,-33.53177748,-33.511055,-33.57933208,-33.62032652,-33.54078437,-33.61203062,-33.73204479,-33.85538643,-33.96132191,78.09694656,77.78327164,83.1667187,86.15380255,72.39538226,87.62413684,88.97243232,90.38650748,91.1320192,91.38312058,91.531169,92.66644379,92.50979725,92.82364233,91.4696392,92.68011038,92.50784738,93.32811491,94.4651298
0.8888454012,-34.52146578,-34.79270569,-34.84165317,-34.3759657,-34.3503754,-34.15923373,-34.06876069,-33.92123654,-33.70183388,-33.493494,-33.40630258,-33.40016602,-33.47478813,-33.53467289,-33.47727335,-33.55695207,-33.67650634,-33.79225959,-33.86141035,74.09465584,74.19331234,79.70524735,82.34028318,68.39350147,83.79822583,85.25496254,86.62225389,87.24281829,87.41070593,87.52390188,88.72230107,88.67790089,89.01454304,87.52203055,88.90822291,88.9078484,89.90343551,91.3012848
0.8945205479,-34.45759091,-34.7454828,-34.71505936,-34.23495188,-34.21707831,-34.05800114,-33.94808881,-33.77997026,-33.558602,-33.35712885,-33.28186224,-33.28772176,-33.36471818,-33.44229436,-33.41129496,-33.49321134,-33.60608659,-33.70813132,-33.73203254,70.0843301,70.64341305,76.20740329,78.48119367,64.37472578,79.98275126,81.52734592,82.82421311,83.32074248,83.42015087,83.51766397,84.79782698,84.87231833,85.26009013,83.66633702,85.23771541,85.40551928,86.55812507,88.14664414
0.9001956947,-34.39844201,-34.69111049,-34.58004397,-34.0941989,-34.08496795,-33.95327126,-33.82128611,-33.63501129,-33.41481,-33.221362,-33.15780196,-33.17256967,-33.24788586,-33.34098289,-33.33917568,-33.41687243,-33.51712878,-33.60030163,-33.57382604,66.07397221,67.12988231,72.66601372,74.57945143,60.34271772,76.17583892,77.78409851,78.99024049,79.3676632,79.41470685,79.51542081,80.89183129,81.08586006,81.55028057,79.89845114,81.65434266,81.97610061,83.25727687,84.95478757
0.9058708415,-34.34391892,-34.62836525,-34.43759966,-33.95435043,-33.95375035,-33.84446388,-33.68854771,-33.48702475,-33.27082997,-33.08602697,-33.03338687,-33.05362232,-33.12333397,-33.22895072,-33.25744276,-33.324633,-33.40707833,-33.46760445,-33.38924393,62.07167984,63.64730533,69.07507252,70.63855261,56.3006809,72.3747812,74.01992466,75.11898354,75.38578637,75.39726339,75.51902149,77.00141868,77.30969056,77.87191157,76.20839484,78.13753364,78.58929181,79.96282527,81.68380802
0.9115459883,-34.29371224,-34.55616005,-34.28882421,-33.81592558,-33.8230414,-33.73107592,-33.55019557,-33.33666148,-33.12693736,-32.95086393,-32.90783795,-32.92991259,-32.99043192,-33.10494139,-33.16306496,-33.21408674,-33.27468527,-33.31044907,-33.18215014,58.08547055,60.18864501,65.42986131,66.66242349,52.25125686,68.57612386,70.22988895,71.20983875,71.37752313,71.37023037,71.52912632,73.12213694,73.53383928,74.20941473,72.5807227,74.66176783,75.21169706,76.63685907,78.2993848
0.917221135,-34.2472991,-34.47359659,-34.13487816,-33.67931533,-33.69238286,-33.61270168,-33.40666118,-33.1845385,-32.98331076,-32.81553726,-32.78037013,-32.80064233,-32.84890017,-32.96829819,-33.05367234,-33.08390368,-33.12006079,-33.1306782,-32.95732173,54.12308896,56.74543173,61.72700252,62.65527681,48.1964351,64.77578348,66.40955983,67.26288451,67.34536437,67.33543982,67.54518335,69.24820979,69.74777033,70.54587515,68.99544488,71.19850093,71.80957675,73.24469369,74.77645995
0.9228962818,-34.20394201,-34.38001052,-33.97694443,-33.54478185,-33.56126071,-33.48904888,-33.25846489,-33.03122298,-32.84003492,-32.6796552,-32.65023069,-32.66522077,-32.69881053,-32.81898283,-32.92772403,-32.9338996,-32.94458448,-32.93128512,-32.71995998,50.19179323,53.30803741,57.96445157,58.62147422,44.13747897,60.96919053,62.5551194,63.27879638,63.29176146,63.29407036,63.56545779,65.37284101,65.94096101,66.86412516,65.4294016,67.71837948,68.35147085,69.75723992,71.09958526
0.9285714286,-34.16269196,-34.27500594,-33.81619185,-33.41246028,-33.42912538,-33.35994956,-33.10619322,-32.87721954,-32.69710638,-32.54279128,-32.51673584,-32.52329009,-32.54056361,-32.65754452,-32.78459993,-32.76498774,-32.75069047,-32.71605605,-32.47527991,46.29811975,49.86601997,54.14143848,54.56539534,40.07487094,57.15145063,58.66343723,59.25875031,59.21901503,59.24659706,59.58711576,61.48856866,62.10344048,63.14779325,61.85793183,64.19342336,64.81031847,66.15243006,67.26227652
0.9342465753,-34.12239749,-34.15847638,-33.65374366,-33.28236266,-33.29541361,-33.22536543,-32.95047572,-32.72296088,-32.55444172,-32.40450674,-32.37930371,-32.37473643,-32.37484735,-32.48504685,-32.62460509,-32.57902911,-32.54158107,-32.48920505,-32.22820721,42.44762855,46.40851641,50.25837087,50.49131308,36.00828057,53.31751546,54.73210877,55.20431871,55.12917397,55.19276925,55.60635962,57.58764289,58.22624809,59.38220366,58.25662003,60.59888024,61.16485211,62.41570779,63.26579591
0.9399217221,-34.08172145,-34.03061049,-33.49065154,-33.15438391,-33.1595712,-33.08538744,-32.79196233,-32.56880168,-32.41188812,-32.26437306,-32.23748159,-32.2196863,-32.20258193,-32.30296466,-32.44889131,-32.37861466,-32.32092037,-32.25505096,-31.9831797,38.64463579,42.92465705,46.31671014,46.40327523,31.93655841,49.46235379,50.7594611,51.11736304,51.02394662,51.13161777,51.61860764,53.6623995,54.30178458,55.55505544,54.60289889,56.91455326,57.40022869,58.53976745,59.11772424
0.9455968689,-34.03916686,-33.89188227,-33.32787507,-33.02830985,-33.02107605,-32.94022987,-32.63130252,-32.41501547,-32.26923595,-32.12199367,-32.09096585,-32.05848957,-32.02485705,-32.11306531,-32.25931418,-32.16681846,-32.09255049,-32.0177623,-31.74403268,34.89194416,39.40397121,42.31883155,42.3049922,27.85775803,45.58111363,46.74453007,46.9999263,46.90462634,47.0614918,47.61870763,49.70560301,50.32404391,51.65685045,50.87733064,53.12553353,53.50800747,54.52380382,54.83056377
0.9512720157,-33.99311335,-33.74302725,-33.16626636,-32.90382732,-32.87946039,-32.79021968,-32.46912643,-32.26179421,-32.126233,-31.97702395,-31.93961373,-31.89169141,-31.84286725,-31.9172876,-32.05825148,-31.94695678,-31.86025582,-31.78117455,-31.51394339,31.19058724,35.83675624,38.2678766,38.1997316,23.76918722,41.66926736,42.68701405,42.85412761,42.77203369,42.98012401,43.60117065,45.7107381,46.28872734,47.68107764,47.06446877,49.22238504,49.48566201,50.37251855,50.42049404
0.9569471624,-33.94186449,-33.58500702,-33.00655919,-32.78053641,-32.73433131,-32.63578187,-32.30602892,-32.10925059,-31.98260004,-31.82918843,-31.78344637,-31.71999618,-31.65784966,-31.71762855,-31.84840971,-31.72237701,-31.62758416,-31.54867082,-31.29541244,27.53960805,32.21438714,34.16760437,34.0902211,19.66748775,37.72273385,38.58720919,38.68206138,38.62647702,38.88472062,39.56041014,41.67223545,42.19325183,43.62418821,43.15328624,45.200903,45.33582122,46.0950669,45.90631957
0.9626223092,-33.88370561,-33.41896567,-32.8493619,-32.657965,-32.58538858,-32.47742212,-32.14255627,-31.9574226,-31.83804711,-31.67829462,-31.62264352,-31.54422657,-31.47102785,-31.51604494,-31.63264046,-31.49628808,-31.39772169,-31.32311158,-31.0902651,23.93589524,28.52955144,30.02224585,29.97856169,15.54874098,33.73797322,34.44593123,34.48570277,34.46773316,34.77207199,35.49097176,37.58562516,38.03667052,39.48540939,39.13722335,41.06159057,41.06539869,41.7040552,41.30859859
0.968297456,-33.81697047,-33.2461818,-32.69515361,-32.53558542,-32.43243882,-32.31570772,-31.97919587,-31.80628042,-31.6922899,-31.52424262,-31.45753084,-31.36528124,-31.28356354,-31.31437249,-31.41378096,-31.27163401,-31.17341231,-31.10679864,-30.8996604,20.37410106,24.77640264,25.83636382,25.86615425,11.40859512,29.71205268,30.2644281,30.26682159,30.29504905,30.63867758,31.38774084,33.44761808,33.8195257,35.26644691,35.01394478,36.80898467,36.68471762,37.21464075,36.64891508
0.9739726027,-33.74011339,-33.06801962,-32.54428294,-32.41283324,-32.27540546,-32.15124794,-31.81636877,-31.65573527,-31.54506574,-31.36703045,-31.28856118,-31.18409341,-31.09651728,-31.11426321,-31.19452509,-31.05100599,-30.95691054,-30.90146099,-30.72410074,16.846663,20.95063362,21.61471895,21.75364286,7.242408148,25.64268353,26.04428689,26.02690638,26.1071643,26.48087857,27.24611752,29.25612054,29.54365374,30.97111995,30.78490351,32.45092946,32.20669073,32.64374471,31.94924134
0.9796477495,-33.65178273,-32.88588225,-32.39696897,-32.28912772,-32.11433386,-31.98467471,-31.65442487,-31.50564998,-31.39614845,-31.20675479,-31.11629144,-31.00159265,-30.91081827,-30.91713961,-30.97732564,-30.83658562,-30.7499576,-30.70825322,-30.56343895,13.34394439,17.04947794,17.36214236,17.64087834,3.045399339,21.52823107,21.78733837,21.76710079,21.90235387,22.29499115,23.06215263,25.01019166,25.21195905,26.60496253,26.45479718,27.99786007,27.64607832,28.00936403,27.2313309
0.9853228963,-33.5508899,-32.70116941,-32.25330416,-32.16389347,-31.94939173,-31.81662453,-31.49364079,-31.35585106,-31.24536136,-31.04360762,-30.94135681,-30.81867132,-30.72724284,-30.72416385,-30.76432454,-30.63011166,-30.55377282,-30.52776049,-30.4168849,9.854499606,13.07165135,13.08341376,13.52690552,-1.187198032,17.36770071,17.49556163,17.48815391,17.67848877,18.07743376,18.83264131,20.70995395,20.82817078,22.17481496,22.03098131,23.46212916,23.01882368,23.32995391,22.51608356
0.9909980431,-33.43666847,-32.51524095,-32.11325902,-32.03658268,-31.78086478,-31.64772191,-31.3342201,-31.20614181,-31.09258819,-30.87786895,-30.76444404,-30.63615636,-30.54640124,-30.53621932,-30.55730652,-30.43286355,-30.36905446,-30.3600071,-30.28301762,6.365456346,9.017247624,8.783144669,9.40997679,-5.459990212,13.16070369,13.17099085,13.19038614,13.43311202,13.82484237,14.55517422,16.35646835,16.39659332,17.68842007,17.52288165,18.85738646,18.34145006,18.62384524,17.8228379
0.9966731898,-33.3087177,-32.32938676,-31.97668861,-31.9066969,-31.60914823,-31.47856506,-31.17629584,-31.05631606,-30.93778109,-30.70989654,-30.58626518,-30.45478697,-30.3687318,-30.35390299,-30.35767125,-30.24565673,-30.19598708,-30.20446922,-30.15981299,2.862994103,4.88760325,4.465666251,5.287593564,-9.777289244,8.907406458,8.815626416,8.873671984,9.163525996,9.534169209,10.22814906,11.95158408,11.92185843,13.154032,12.94142883,14.19800742,13.63049579,13.90866261,13.16857272
1.002348337,-33.16702666,-32.14480319,-31.84334102,-31.77380766,-31.43473487,-31.30971379,-31.01993521,-30.90617209,-30.78096575,-30.54011317,-30.40753304,-30.27519825,-30.19450203,-30.17752708,-30.16641964,-30.06884672,-30.03425482,-30.060095,-30.04469796,-0.667114442,0.6851437382,0.1349219123,1.156575634,-14.14299725,4.60846755,4.431352102,4.537440227,4.866887007,5.202761517,5.850746743,7.497772631,7.408685579,8.580041611,8.298524478,9.498558419,8.901963089,9.200716587,8.56703345
1.008023483,-33.01197657,-31.96257534,-31.71286775,-31.63757478,-31.25820041,-31.14167976,-30.86514618,-30.75552623,-30.62224349,-30.36899246,-30.22893924,-30.09791054,-30.02381601,-30.007129,-29.98415125,-29.90234046,-29.88306248,-29.92533761,-29.93464194,-4.238940393,-3.58677789,-4.205634418,-2.98684323,-18.56051248,0.2649654246,0.01986020438,0.1806916278,0.5403024782,0.8284185771,1.422877818,2.997953617,2.861655766,3.974620367,3.60653861,4.773283645,4.17076158,4.514360493,4.027838261
1.01369863,-32.84432175,-31.78366467,-31.5848365,-31.49776145,-31.08018705,-30.97491927,-30.71188581,-30.60422546,-30.4617902,-30.19704385,-30.0511354,-29.92332426,-29.85662755,-29.84248945,-29.81107084,-29.74561589,-29.74116784,-29.79820765,-29.82629255,-7.865857751,-7.92404256,-8.553132623,-7.146896924,-23.03265907,-4.121679554,-4.417413622,-4.197966606,-3.819073732,-3.59057347,-3.054894945,-1.544680775,-1.714996226,-0.6546146795,-1.122167023,0.03560102056,-0.549861425,-0.1386766648,-0.4443447336
1.019373777,-32.66515139,-31.60890085,-31.45874606,-31.35424552,-30.90138619,-30.80982822,-30.56007009,-30.4521588,-30.29985256,-30.02479764,-29.87471811,-29.75171993,-29.69275868,-29.6831584,-29.64700332,-29.59775127,-29.6069298,-29.67635096,-29.7161569,-11.56006464,-12.32192134,-12.90537077,-11.32815101,-27.56164114,-8.549786276,-8.879344102,-8.600271092,-8.213952021,-8.055428301,-7.581451644,-6.126837113,-6.317566076,-5.300910538,-5.875695641,-4.702398532,-5.248896081,-4.749945642,-4.850429824
1.025048924,-32.47583669,-31.4389772,-31.33404358,-31.20702625,-30.72252107,-30.6467395,-30.40958501,-30.29926669,-30.13674184,-29.85279069,-29.70021746,-29.58326289,-29.53192278,-29.52848908,-29.49141766,-29.45746727,-29.4783764,-29.55715563,-29.60082174,-15.33219748,-16.77522349,-17.26088631,-15.53535538,-32.14902015,-13.01749481,-13.36515712,-13.02823953,-12.6468273,-12.56686589,-12.15522235,-10.74528291,-10.94303543,-9.958655391,-10.64305574,-9.430443743,-9.918125298,-9.314863117,-9.197223877
1.03072407,-32.27796833,-31.2744488,-31.21014401,-31.05622642,-30.54432989,-30.48592239,-30.26029842,-30.14554842,-29.9728256,-29.68155325,-29.52808959,-29.41801236,-29.37375172,-29.37767974,-29.34346075,-29.32318432,-29.35329561,-29.43788847,-29.4771961,-19.1910564,-21.27843521,-21.6190103,-19.77329281,-36.79571384,-17.52284702,-17.87445627,-17.48409779,-17.11991161,-17.12513645,-16.77430084,-15.39699525,-15.58919325,-14.62361312,-15.41458299,-14.14055078,-14.55261828,-13.83315437,-13.49729518
1.036399217,-32.07329008,-31.11573283,-31.08645122,-30.90208971,-30.3675502,-30.32758404,-30.11207239,-29.99106689,-29.80851804,-29.51159743,-29.35871283,-29.25593439,-29.21782604,-29.22982248,-29.20200252,-29.19309707,-29.22934892,-29.31585634,-29.34275141,-23.1434471,-25.82584951,-25.97990095,-24.04663034,-41.50201392,-22.06386393,-22.40723424,-21.97020019,-21.63508094,-21.73005893,-21.43656026,-20.07929169,-20.25471802,-19.293103,-20.18233469,-18.82743759,-19.15110771,-18.30907157,-17.76832647
1.042074364,-31.86363351,-30.96311052,-30.96238041,-30.7449739,-30.19290468,-30.17187278,-29.96477555,-29.83595107,-29.64426929,-29.34340758,-29.19238736,-29.09691801,-29.06370692,-29.08395779,-29.06569344,-29.06526623,-29.10420457,-29.18858206,-29.195728,-27.19413218,-30.41168799,-30.34455273,-28.3597806,-46.2676197,-26.63861818,-26.96386873,-26.48894653,-26.19383738,-26.38107106,-26.13976621,-24.78993962,-24.93921637,-23.96611141,-24.94044004,-23.4888469,-23.71619044,-22.75131465,-22.03195418
1.047749511,-31.65085767,-30.81673065,-30.83738114,-30.58534014,-30.02108882,-30.01888322,-29.81829508,-29.68039574,-29.48055437,-29.17743271,-29.02933817,-28.94079421,-28.91096863,-28.93913267,-28.93303442,-28.93772533,-28.97568289,-29.05397944,-29.03527832,-31.34587658,-35.03021615,-34.71477838,-32.71677849,-51.09168457,-31.2452999,-31.54510286,-31.04269945,-30.79728669,-31.07728781,-30.88168367,-29.52724062,-29.6432157,-28.64332368,-29.68538325,-28.12573535,-28.25429595,-27.17260718,-26.31219042
1.053424658,-31.43679667,-30.6766143,-30.71095987,-30.42373942,-29.85276053,-29.86866272,-29.67254774,-29.52465894,-29.31786213,-29.01408109,-28.86972096,-28.78735671,-28.7592299,-28.79445951,-28.80245786,-28.80859759,-28.84190251,-28.91050835,-28.86152478,-35.59956635,-39.67585353,-39.09316195,-37.12117773,-55.97287211,-35.88227439,-36.15201109,-35.63370572,-35.44613081,-35.81756498,-35.6601742,-34.29008686,-34.36810997,-33.32706747,-34.41619241,-32.74228823,-32.77538428,-31.58892321,-30.63361104
1.059099804,-31.22321642,-30.54266106,-30.58270131,-30.2607967,-29.68853182,-29.72121929,-29.52748966,-29.36905726,-29.15668482,-28.85371709,-28.71363048,-28.63638387,-28.60818242,-28.64917207,-28.67241698,-28.67621491,-28.70141324,-28.75729077,-28.67552513,-39.95437884,-44.34327963,-43.48298277,-41.57597004,-60.90941919,-40.54813045,-40.78595193,-40.26402424,-40.1406741,-40.60056526,-40.4732805,-39.07798735,-39.11606104,-38.02116476,-39.13450681,-37.34572986,-37.29236475,-36.01841555,-35.01954293
1.064774951,-31.01178092,-30.41465669,-30.45228737,-30.09719385,-29.52896244,-29.57653044,-29.38312449,-29.21395922,-28.99750843,-28.69666,-28.56111106,-28.48766073,-28.45761514,-28.50267502,-28.54147862,-28.53922925,-28.55330091,-28.59417237,-28.47915434,-44.40798331,-49.0275362,-47.88811196,-46.08352809,-65.89920332,-45.24171777,-45.44850953,-44.93546345,-44.88084168,-45.42482362,-45.31929584,-43.89106312,-43.88986056,-42.73069694,-43.84450053,-41.9459184,-41.82026595,-40.48014915,-39.49047834
1.070450098,-30.80402759,-30.29228246,-30.31951278,-29.93365213,-29.37455557,-29.43455278,-29.2395095,-29.05977733,-28.84080421,-28.54318492,-28.4121687,-28.34100011,-28.30743283,-28.35458326,-28.40841331,-28.39670537,-28.3972516,-28.4217222,-28.27492557,-48.95675444,-53.72412569,-52.31288489,-50.64557218,-70.93981194,-49.96217278,-50.14142656,-49.64953002,-49.66620797,-50.2888099,-50.19681647,-48.73001161,-48.69276026,-47.4616955,-48.5526496,-46.55474009,-46.37522712,-44.99278001,-44.06288719
