Freq [GHz],"dB(S(1,1)) [] - $eps1='1' $eps2='0'","dB(S(1,1)) [] - $eps1='1.5' $eps2='0.05'","dB(S(1,1)) [] - $eps1='2' $eps2='0.1'","dB(S(1,1)) [] - $eps1='2.5' $eps2='0.15'","dB(S(1,1)) [] - $eps1='3' $eps2='0.2'","dB(S(1,1)) [] - $eps1='3.5' $eps2='0.25'","dB(S(1,1)) [] - $eps1='4' $eps2='0.3'","dB(S(1,1)) [] - $eps1='4.5' $eps2='0.35'","dB(S(1,1)) [] - $eps1='5' $eps2='0.6'","dB(S(1,1)) [] - $eps1='5.5' $eps2='0.75'","dB(S(1,1)) [] - $eps1='6' $eps2='0.9'","dB(S(1,1)) [] - $eps1='6.5' $eps2='1'","dB(S(1,1)) [] - $eps1='7' $eps2='1.1'","dB(S(1,1)) [] - $eps1='7.5' $eps2='1.25'","dB(S(1,1)) [] - $eps1='8' $eps2='1.4'","dB(S(1,1)) [] - $eps1='8.5' $eps2='1.6'","dB(S(1,1)) [] - $eps1='9' $eps2='1.8'","dB(S(1,1)) [] - $eps1='9.5' $eps2='1.95'","dB(S(1,1)) [] - $eps1='10' $eps2='2.1'","dB(S(1,1)) [] - $eps1='10.5' $eps2='2.3'","dB(S(1,1)) [] - $eps1='11' $eps2='2.5'","dB(S(1,1)) [] - $eps1='11.5' $eps2='2.65'","dB(S(1,1)) [] - $eps1='12' $eps2='2.8'","dB(S(1,1)) [] - $eps1='13' $eps2='3.1'","arg(S(1,1)) [deg] - $eps1='1' $eps2='0'","arg(S(1,1)) [deg] - $eps1='1.5' $eps2='0.05'","arg(S(1,1)) [deg] - $eps1='2' $eps2='0.1'","arg(S(1,1)) [deg] - $eps1='2.5' $eps2='0.15'","arg(S(1,1)) [deg] - $eps1='3' $eps2='0.2'","arg(S(1,1)) [deg] - $eps1='3.5' $eps2='0.25'","arg(S(1,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(1,1)) [deg] - $eps1='4.5' $eps2='0.35'","arg(S(1,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(1,1)) [deg] - $eps1='5.5' $eps2='0.75'","arg(S(1,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(1,1)) [deg] - $eps1='6.5' $eps2='1'","arg(S(1,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(1,1)) [deg] - $eps1='7.5' $eps2='1.25'","arg(S(1,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(1,1)) [deg] - $eps1='8.5' $eps2='1.6'","arg(S(1,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(1,1)) [deg] - $eps1='9.5' $eps2='1.95'","arg(S(1,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(1,1)) [deg] - $eps1='10.5' $eps2='2.3'","arg(S(1,1)) [deg] - $eps1='11' $eps2='2.5'","arg(S(1,1)) [deg] - $eps1='11.5' $eps2='2.65'","arg(S(1,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(1,1)) [deg] - $eps1='13' $eps2='3.1'"
0.1,-0.103890727524387,-0.106519485897614,-0.108579132248852,-0.110410341129699,-0.111054547485017,-0.111683070826637,-0.111653550968552,-0.11252021448479,-0.115013193556835,-0.114890870615121,-0.113558621804181,-0.11749676176852,-0.111903767227405,-0.110580123102172,-0.11219405071516,-0.107974752728745,-0.106922380918441,-0.106596815706793,-0.106243453913968,-0.105791337927484,-0.105871007361758,-0.10577907121888,-0.10746712408841,-0.105980110936738,-44.4765985733984,-44.5178570121052,-44.7337741822926,-45.132751538164,-45.1817823005595,-45.1689406356281,-45.1572639875645,-45.3533311878717,-45.5306018825476,-45.5386366290105,-45.527786466156,-47.2581582183125,-45.536699961447,-45.5516229305703,-46.6749910199591,-45.6246868003578,-45.5657030459504,-45.5591829319364,-45.5142720323292,-45.4670546865789,-45.4964082248348,-45.5241565031509,-46.3244855636467,-45.6820558550172
0.105675146771037,-0.109492252781286,-0.11230512452005,-0.114504727716581,-0.11642253169061,-0.117115762249425,-0.117800384006648,-0.1177822705023,-0.118690343131004,-0.121353499476818,-0.121273863524737,-0.119913759926848,-0.123963004591656,-0.118131207860966,-0.116716279211407,-0.118279723154699,-0.113834024864684,-0.112663321211645,-0.112303078955248,-0.111907890291364,-0.111418439252503,-0.111500774670414,-0.111390892751143,-0.113096920075348,-0.111553165238323,-46.8879269710579,-46.9334007327826,-47.1613747742912,-47.5779384801942,-47.6309108878964,-47.6197004567847,-47.6095176859447,-47.8157500776234,-48.0003417627316,-48.0110290794042,-48.0007757067432,-49.8036039176212,-48.0117689733569,-48.028291850867,-49.1988908146512,-48.1059174330116,-48.0441013265318,-48.0381438844523,-47.9911997905437,-47.941603702855,-47.9729137331822,-48.0016471734672,-48.834591105255,-48.1653020660543
0.111350293542074,-0.115033768640327,-0.118036359124258,-0.120379251467412,-0.122380714793045,-0.123124114460909,-0.123866761903321,-0.123860991405717,-0.124808074214367,-0.127640513497958,-0.127604901295005,-0.126216766564625,-0.130350843539895,-0.124302627900323,-0.122796806346382,-0.124293157050075,-0.119625792843673,-0.118329301552092,-0.117929094737192,-0.117492414960917,-0.116963879949166,-0.11704827795063,-0.116935254405676,-0.118632142666744,-0.117036517886743,-49.2850424642658,-49.3350905864685,-49.575171379671,-50.008663860384,-50.06577681883,-50.0565807640156,-50.0482279902702,-50.2645396422426,-50.4561617520354,-50.4698449221842,-50.4603349582448,-52.332085350263,-50.4736431022065,-50.491867215373,-51.7074174275497,-50.574129072832,-50.50954307575,-50.504300169762,-50.4554062813589,-50.403453169196,-50.4367624371866,-50.4666278430534,-51.330182123865,-50.6353688729772
0.117025440313112,-0.12051438914107,-0.123713060234625,-0.126202589682395,-0.128284948736219,-0.129079281390303,-0.129882313816682,-0.129889651986592,-0.130873608370694,-0.133874922591952,-0.133883215363247,-0.132485413064909,-0.136666698952689,-0.130418712552978,-0.128822578705029,-0.130235640033877,-0.12535136456019,-0.12392083188066,-0.123479604622362,-0.122997658507972,-0.122427878401395,-0.12251349823103,-0.122362628639197,-0.124072834144059,-0.122430765533682,-51.6676888318232,-51.7226918881489,-51.9749409634495,-52.4247008688374,-52.4861726669331,-52.4793841546748,-52.4732103477186,-52.6995259689749,-52.8978962510938,-52.9149324714149,-52.9063359979236,-54.8434111914402,-52.9222082015995,-52.9422366129669,-54.2004221609423,-53.0292203235306,-52.9619246035423,-52.9575298735859,-52.9068002504293,-52.8525085630261,-52.8878608842791,-52.9183189878617,-53.8111312442977,-53.0921598835857
0.122700587084149,-0.125934007015371,-0.129334869034083,-0.131975530673143,-0.134136040393268,-0.134982632030691,-0.135848132279912,-0.13586937002503,-0.136888072780245,-0.140058540725708,-0.140112146492998,-0.138671908514822,-0.142946896264019,-0.136482027232915,-0.134796197443939,-0.136110191454011,-0.131013294779503,-0.129440071178892,-0.128956050128916,-0.128425747355245,-0.127812250651973,-0.127897941551434,-0.127728754077782,-0.129420806178716,-0.127733257622318,-54.0356466193057,-54.0960004479142,-54.3604988189974,-54.8258638461756,-54.8919164542873,-54.8879533063113,-54.8843237855312,-55.1205764644712,-55.3254235615018,-55.3461888729021,-55.3386926810864,-57.3377282564644,-55.3573889651218,-55.379332709021,-56.6778104054571,-55.4711345027871,-55.4011890699955,-55.3978507782343,-55.3453374664181,-55.2887218239223,-55.3261620935857,-55.3574107817213,-56.2773674969509,-55.5356198713986
0.128375733855186,-0.131293237704572,-0.134903285514594,-0.13769938670542,-0.139935789300579,-0.140835911287795,-0.141766243565326,-0.141802416214689,-0.142853855677611,-0.146194403921339,-0.146294685692374,-0.144829415858756,-0.149146513662809,-0.142496328397102,-0.14072186534543,-0.141921702464074,-0.136616101658077,-0.13489081479232,-0.134361446180768,-0.133780645425464,-0.133120436025975,-0.133204745210843,-0.13300684027734,-0.134679601662071,-0.132955888678152,-56.3887333613753,-56.4548559765273,-56.731697059044,-57.2120083265042,-57.2828781372033,-57.2821732116908,-57.2814670561167,-57.5276039802761,-57.7386672033334,-57.7635528069584,-57.7573538740886,-59.814648561162,-57.779140000207,-57.8031353782777,-59.1395425437242,-57.8998649884848,-57.827328051968,-57.825190934366,-57.7710221381121,-57.7120929870101,-57.7516671872507,-57.7835181365593,-58.7288721157461,-57.9657595111717
0.134050880626223,-0.136593386423903,-0.140420223308588,-0.143376733480266,-0.145686823792579,-0.146641881906791,-0.14763969729685,-0.147691656003698,-0.14877421373339,-0.152286776082636,-0.15243560763513,-0.1509468750923,-0.155290932909362,-0.148469302223309,-0.146605554058807,-0.147676903088769,-0.142166023570784,-0.140278660717299,-0.139701778949743,-0.139068043741522,-0.13835763371924,-0.138438713636118,-0.138215164100894,-0.139854535659208,-0.138095719747526,-58.7268052334574,-58.7991339567142,-59.0884292378037,-59.5830328405965,-59.6589683701747,-59.6619713086977,-59.6645896529509,-59.9205633450705,-60.1375968676865,-60.1670102614539,-60.1623128258202,-62.2742893723566,-60.1875342347188,-60.2136723194784,-61.5856343921742,-60.3154535593044,-60.2403822953631,-60.2396336601741,-60.1839082948708,-60.1226713495193,-60.1644265429521,-60.1968461677995,-61.1656819247467,-60.3826154637851
0.13972602739726,-0.141836533554173,-0.145888323456621,-0.149010699832382,-0.151392692184886,-0.152404261233975,-0.153472478661803,-0.153541678774274,-0.154653502596628,-0.158341211912372,-0.15854105711995,-0.157029478766788,-0.161390101408927,-0.154406173447531,-0.152455006517817,-0.153384442356572,-0.147671160334201,-0.145610922453414,-0.144984538217182,-0.144295450515279,-0.143530813186958,-0.143606432435735,-0.143355185004212,-0.144952675856977,-0.143159538338722,-61.0497568052092,-61.1287487419713,-61.4306277381768,-61.9388784763063,-62.020140680743,-62.0273189541738,-62.0336678913197,-62.2994549783923,-62.5222294116776,-62.5565934161488,-62.5536249840296,-64.7167385491312,-62.5825503973771,-62.6110201780229,-64.0161585801495,-62.7179932708322,-62.6404431409324,-62.6412617262254,-62.5841002631217,-62.5205563318366,-62.5645410916785,-62.5974451039386,-63.5878896341477,-62.7862656426722
0.145401174168297,-0.147025471839025,-0.151311032937575,-0.154605352495801,-0.157057826996762,-0.158127752345159,-0.15926959332161,-0.159357282549942,-0.160497771936532,-0.164364549074133,-0.164618579270976,-0.163086614522119,-0.167449705197691,-0.160309678138257,-0.158279813317973,-0.159054942788519,-0.153141580214365,-0.150896846976947,-0.150218817281418,-0.149472382563583,-0.148648790725529,-0.148716293471748,-0.148438652769848,-0.149983128366508,-0.148167294322319,-63.3575211225681,-63.4436535625042,-63.7582654496181,-64.2795298209431,-64.3663925850412,-64.3782314094228,-64.3887388343697,-64.6643290989675,-64.8926292015106,-64.9323825547592,-64.9313779298498,-67.141986775422,-64.9643548882853,-64.9953052649256,-66.4312441077659,-65.1076284449205,-65.0276529654294,-65.0302365743918,-64.9717541711492,-64.9058989505358,-64.9521630324815,-64.9854752760195,-65.9956442669178,-65.1769271315737
0.151076320939335,-0.152163711434722,-0.156692609071375,-0.160165570057945,-0.162687600140107,-0.163817993310471,-0.165037171530866,-0.165144970168476,-0.166313404545699,-0.170365026630915,-0.170677257667123,-0.169142409142178,-0.173493228139212,-0.166316500277664,-0.164091481662078,-0.164701104441679,-0.158589310541074,-0.156147627147455,-0.155414131910118,-0.15461023628571,-0.153722372302308,-0.153778606304074,-0.153440790343274,-0.154956813261944,-0.15311831468527,-65.6500702671542,-65.7438406195973,-66.071355717523,-66.6050146712374,-66.6977655719491,-66.7147680968175,-66.7298762809251,-67.0152753088203,-67.2489089270873,-67.2945055113604,-67.2959649540851,-69.5505118729969,-67.3332491524663,-67.3667044732387,-68.8310772680977,-67.4845553186558,-67.4022065378513,-67.4067519324352,-67.347078805559,-67.2789023741773,-67.3274971194801,-67.36109682472,-68.3891530012315,-67.5547462635343
