Freq [GHz],"dB(S(2,1)) [] - $eps1='1' $eps2='0'","dB(S(2,1)) [] - $eps1='2' $eps2='0.1'","dB(S(2,1)) [] - $eps1='3' $eps2='0.2'","dB(S(2,1)) [] - $eps1='4' $eps2='0.3'","dB(S(2,1)) [] - $eps1='5' $eps2='0.6'","dB(S(2,1)) [] - $eps1='6' $eps2='0.9'","dB(S(2,1)) [] - $eps1='7' $eps2='1.1'","dB(S(2,1)) [] - $eps1='8' $eps2='1.4'","dB(S(2,1)) [] - $eps1='9' $eps2='1.8'","arg(S(2,1)) [deg] - $eps1='1' $eps2='0'","arg(S(2,1)) [deg] - $eps1='2' $eps2='0.1'","arg(S(2,1)) [deg] - $eps1='3' $eps2='0.2'","arg(S(2,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(2,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(2,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(2,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(2,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(2,1)) [deg] - $eps1='9' $eps2='1.8'"
1.01937377690802,-26.2050803421088,-22.6617442159435,-23.4925626047302,-23.5734317816504,-26.1561366869899,-28.5628723079053,-29.3327755837721,-30.7776785623716,-29.0402245087775,-175.763202140002,8.51362407427164,-113.38801753,147.726729556663,60.0052141311492,-25.0027404205074,-105.417828758725,-178.650288072969,124.74059943755
1.02504892367906,-26.1810173510954,-22.6307223701341,-23.4847163184045,-23.5824870036463,-26.0251169529408,-28.4380290823698,-29.2489566292982,-30.6907723139529,-28.9680248444755,178.789214942813,2.28034898135323,-119.56039602532,140.24271784169,51.8469499388513,-33.3788747783759,-114.41590579228,171.985278450624,114.961032009307
1.0307240704501,-26.1555635107187,-22.5938168732658,-23.4546889975136,-23.5945656473382,-25.900840868024,-28.3109020410384,-29.1633596933151,-30.6034278787278,-28.8959288508048,173.335630134268,-3.95569855666191,-125.685653798299,132.97981748211,43.6500783147579,-41.8248909415108,-123.424046270606,162.577631864488,105.158975963836
1.03639921722113,-26.1288038198891,-22.5510473383751,-23.4015546954868,-23.5971369145009,-25.7834978259873,-28.1831149193531,-29.0753752111169,-30.516238634737,-28.8237394612848,167.875635799299,-10.2000160856499,-131.79206950351,125.938101720859,35.4274351768545,-50.3404500125634,-132.446760863768,153.128595376474,95.3331452608482
1.04207436399217,-26.1008294558611,-22.5025749550361,-23.3252746169165,-23.5788460696631,-25.672844302229,-28.0561820582318,-28.9846677558068,-30.4296981372771,-28.7514602948299,162.40884660756,-16.4580562328777,-137.907227364356,119.087033857099,27.1921681413994,-58.922959230374,-141.489460107453,143.640500926092,85.4817299432724
1.04774951076321,-26.0717375758455,-22.4486996935386,-23.2265739755296,-23.5312331844049,-25.5681377088316,-27.9314386381984,-28.8911831731111,-30.3441889665702,-28.6792824468651,156.93490731394,-22.7350733483699,-144.057019583996,112.37325933482,18.9571103437237,-67.5678898119855,-150.557822968969,134.116003606155,75.6031165280702
1.05342465753425,-26.04163091814,-22.3898543586305,-23.1068119130444,-23.4495524427587,-25.4680941274842,-27.8099852803619,-28.7951248900901,-30.2599783677958,-28.6075238012203,151.453500165679,-29.0359749752861,-150.264996007013,105.731843671882,10.7338001265874,-76.2691673442748,-159.657239909681,124.557870995199,65.6963993105018
1.05909980430528,-26.0106172221043,-22.326595413319,-22.9678595135115,-23.3326862918174,-25.3709070490949,-27.6926479656985,-28.6969084986514,-30.1772239241867,-28.5365476562653,145.964351769931,-35.3651759167764,-156.551993646389,99.0971196846888,2.53120420092013,-85.0196200091826,-168.792390444484,114.96876217516,55.7615835230057
1.06477495107632,-25.9788084813226,-22.2595903270138,-22.8119947427963,-23.1824485460904,-25.2743588127273,-27.5799548355124,-28.5971057642316,-30.0959905431542,-28.4666875824514,140.467239216186,-41.7264612213852,-162.935965665074,92.4105755150357,-5.64562983100342,-93.8114673542702,-177.966979201545,105.351025706988,45.7994937534084
1.07045009784736,-25.9463200533555,-22.1896019307449,-22.6418178616291,-23.0026513676988,-25.1760325323805,-27.4721313477703,-28.4963882831369,-30.0162776530608,-28.3981973033957,134.961995323664,-48.1228579727761,-169.431930698985,85.6250329810087,-13.7966318267762,-102.636826123445,172.816380262719,95.7065510330229,35.8114800719591
