Freq [GHz],"dB(S(2,1)) [] - $eps1='1' $eps2='0'","dB(S(2,1)) [] - $eps1='2' $eps2='0.1'","dB(S(2,1)) [] - $eps1='3' $eps2='0.2'","dB(S(2,1)) [] - $eps1='4' $eps2='0.3'","dB(S(2,1)) [] - $eps1='5' $eps2='0.6'","dB(S(2,1)) [] - $eps1='6' $eps2='0.9'","dB(S(2,1)) [] - $eps1='7' $eps2='1.1'","dB(S(2,1)) [] - $eps1='8' $eps2='1.4'","dB(S(2,1)) [] - $eps1='9' $eps2='1.8'","dB(S(2,1)) [] - $eps1='10' $eps2='2.1'","dB(S(2,1)) [] - $eps1='21' $eps2='2.5'","dB(S(2,1)) [] - $eps1='12' $eps2='2.8'","dB(S(2,1)) [] - $eps1='13' $eps2='3.1'","arg(S(2,1)) [deg] - $eps1='1' $eps2='0'","arg(S(2,1)) [deg] - $eps1='2' $eps2='0.1'","arg(S(2,1)) [deg] - $eps1='3' $eps2='0.2'","arg(S(2,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(2,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(2,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(2,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(2,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(2,1)) [deg] - $eps1='9' $eps2='1.8'","arg(S(2,1)) [deg] - $eps1='10' $eps2='2.1'","arg(S(2,1)) [deg] - $eps1='21' $eps2='2.5'","arg(S(2,1)) [deg] - $eps1='12' $eps2='2.8'","arg(S(2,1)) [deg] - $eps1='13' $eps2='3.1'"
0.2,-0.496303028764375,-0.57561564865116,-0.637840669050296,-0.691166847991191,-0.817187941415252,-1.003192685725,-0.956981679217795,-0.969560105469035,-0.872049253928242,-0.882178005871943,-0.831889469445397,-0.828409681372574,-0.838636918601454,-94.5420619306351,-97.194976755995,-98.9137680018281,-100.700993716344,-103.054532894294,-108.106880181936,-108.013589663939,-109.121499611829,-108.993021446926,-110.099753372535,-110.269000346312,-109.513696799512,-109.965066524147
0.21,-0.531945562659032,-0.614260046568294,-0.67940339994514,-0.735555036793497,-0.869641060831924,-1.0699710254127,-1.02271411441195,-1.03938992608369,-0.933296397577344,-0.943809364777316,-0.888165842037727,-0.884433078596247,-0.895219218868653,-99.1314029811947,-101.896559626626,-103.721100836357,-105.602706572473,-108.082364901019,-113.390565816319,-113.330270444284,-114.597520364042,-114.504900614669,-115.696124839102,-115.825305360902,-115.055467487686,-115.538939620946
0.22,-0.569291314888875,-0.654591779430319,-0.722761335533134,-0.781892180095678,-0.924551334510976,-1.1401612374672,-1.09187802512012,-1.11310823817158,-0.997942475460061,-1.00878488197412,-0.947324238874565,-0.943346735596971,-0.954677331186646,-103.709917715559,-106.588149540897,-108.523629716588,-110.50290017891,-113.114260604074,-118.687424075133,-118.665337109107,-120.107227171698,-120.055697896374,-121.337865121376,-121.420643281983,-120.637802674622,-121.155615285654
0.23,-0.608396447470464,-0.696676197178847,-0.767997471050979,-0.830280991103229,-0.982084812975576,-1.21405720157178,-1.16475402719465,-1.19099442933592,-1.06615133504128,-1.07722704458887,-1.00945831691059,-1.00521578568785,-1.01705510821352,-108.277915802098,-111.270623496658,-113.322803777511,-115.403617043756,-118.153224718736,-124.002797070577,-124.024838571791,-125.658402729558,-125.653539592642,-127.034251077151,-127.063929979521,-126.269213436736,-126.824044047261
0.24,-0.649317038197079,-0.740581570932657,-0.815200414414781,-0.880832070592769,-1.04242565933938,-1.29200343610267,-1.24167446928812,-1.27339115483873,-1.13811308630663,-1.14927513754572,-1.07466871877919,-1.07009873421605,-1.08238567572515,-112.835823005657,-115.945050023725,-118.120335914967,-120.307256096062,-123.202775214362,-129.342958243949,-129.41593818616,-131.260396615152,-131.308304027667,-132.796614841461,-132.765989825597,-131.960077258595,-132.555178804986
0.25,-0.692110596544079,-0.786381595084372,-0.864467860797602,-0.933668296822677,-1.1057838014054,-1.37441330140525,-1.32304474869694,-1.36073551247668,-1.214070008724,-1.22511228310068,-1.14308278648221,-1.13806457933594,-1.15070980297174,-117.38418599722,-120.612700497765,-122.918226381029,-125.216613512024,-128.267014542206,-134.715258844313,-134.847110301322,-136.924432827507,-137.032014190295,-138.638827802631,-138.539999257726,-137.723088512569,-138.362466173406
0.26,-0.736837698340856,-0.834158169749072,-0.915910598695046,-0.988930107485539,-1.17240453521587,-1.46179249855902,-1.40937161444125,-1.45360133624699,-1.29435434804438,-1.30500622416865,-1.21488527339406,-1.20922063465602,-1.22210604745917,-121.923677109348,-125.27506113149,-127.718788967911,-130.134929633959,-133.350712371252,-140.128298576305,-140.328369878193,-142.663968355828,-142.839305719278,-144.577882342428,-144.402028138311,-143.573808445718,-144.262446146373
0.27,-0.783563815130622,-0.884004583393411,-0.969657254522098,-1.04678200576534,-1.24258071846814,-1.55476939471627,-1.50130044443916,-1.55275562428699,-1.37944163322282,-1.389368147091,-1.29036392426424,-1.28375486295731,-1.29673681805262,-126.455098863182,-129.933845528497,-132.524680020734,-135.065942809481,-138.459401345166,-145.592122981835,-145.87153848584,-148.495106932738,-148.747977451102,-150.634581972656,-150.371692897292,-149.531328188268,-150.275473870009
0.28,-0.832361402645467,-0.936029208974156,-1.02585997777114,-1.1074206542663,-1.31666829835813,-1.65413400831986,-1.59966386822691,-1.6592326126234,-1.47002363895112,-1.47883436664797,-1.36997442848911,-1.36199704533513,-1.37491495159857,-130.979388134478,-134.591007844202,-137.338930418813,-140.013950828565,-143.5994871749,-151.118450293044,-151.490550360946,-154.437072783306,-154.779632391073,-156.834351500678,-156.47293713672,-155.619059601267,-156.426579215549
0.29,-0.883312303133487,-0.990359826718627,-1.08470129679371,-1.17108497705782,-1.39510605803618,-1.7608878924801,-1.70554461751176,-1.77442966689387,-1.56710569555404,-1.57437627155349,-1.45442996481438,-1.44450364570298,-1.45719590187978,-135.497619659577,-139.248756196832,-142.164980591145,-144.983880664166,-148.778374347902,-156.72093045703,-157.201802715603,-160.51275071302,-160.960418656191,-163.208181847268,-162.734958068584,-161.865671603961,-162.74648274884
0.3,-0.936510505294677,-1.04714867769244,-1.14640238379674,-1.23806874672229,-1.47844062176976,-1.87630764978816,-1.82035615012036,-1.90023004199294,-1.67213377974059,-1.67744462332678,-1.54482135980313,-1.5321717870651,-1.54450109293026,-140.011008486453,-143.90956606387,-147.006718487432,-149.981367188399,-154.004608918055,-162.415439951265,-163.02455599418,-166.749301939002,-167.321884354347,-169.793730271745,-169.193303131065,-168.306195855966,-169.272794782226
0.31,-0.992065295370029,-1.10657836059959,-1.21123300584395,-1.30873622185105,-1.56735799960934,-2.00202551742442,-1.94594553569509,-2.03915880069297,-1.78715789994212,-1.79015531883296,-1.64277499350585,-1.62638859943592,-1.63827889950006,-144.520910980519,-148.576193327009,-151.868520444332,-155.012841554356,-159.288039803326,-168.220416413389,-168.981391457359,-173.178869236809,-173.90196687214,-176.636605960793,-175.89116914642,-174.983335179211,-176.051433624841
0.32,-1.05010481983546,-1.1688686786318,-1.27952346620439,-1.38354150346082,-1.66272323055518,-2.14013135537621,-2.08472434683819,-2.19457973981682,-1.91503975624421,-1.91552501156768,-1.75065701068302,-1.72922339207969,-1.74071077213693,-149.028823911057,-153.251686422891,-156.755294771921,-160.085630069937,-164.640000469186,-174.157238681661,-175.098736488054,-179.839391350073,179.253853551017,176.208117327264,177.119052210188,178.050978233513,176.861683542511
0.33,-1.11078006538387,-1.23428455571351,-1.3516788997714,-1.46305242972407,-1.76563009711706,-2.2933015823497,-2.23983499937462,-2.37094299981703,-2.05971440747129,-2.0577660995963,-1.87183401259647,-1.84367165826411,-1.85497164137336,-153.536381035054,-157.939397140091,-161.672527890128,-165.20806441297,-170.073513003746,179.749340665384,178.592528463807,173.224445591036,172.091195942912,168.674109324302,169.773928200896,170.733713448626,169.398610658487
0.34,-1.1742692550492,-1.30314514796552,-1.42819635310441,-1.54798001498379,-1.87746341277014,-2.46496212406261,-2.41536210598002,-2.5740945029598,-2.22651683250062,-2.22264970906538,-2.01100109545872,-1.97396099091583,-1.98555432251266,-158.045346668906,-162.642989412953,-166.62633269927,-170.389604370132,-175.60351717421,173.470700371551,172.056362091624,165.960079812094,164.545166163244,160.681655055621,161.996777839913,162.988489117612,161.476930418472
0.35,-1.24078264284329,-1.37583429730483,-1.50968517135849,-1.63921470988845,-1.99997711171161,-2.65949431450002,-2.6166008544857,-2.81165820034838,-2.42258259000277,-2.41793799549821,-2.17458486701393,-2.12592692384091,-2.13866383368801,-162.557605650604,-167.36644549597,-171.623498943702,-175.640974282193,178.752872593057,166.973779022705,165.250726544839,158.305708417027,156.538431482817,152.135142258471,153.695053656031,154.722874901205,152.996841242772
0.36,-1.31056768070739,-1.45281249478801,-1.59689134227495,-1.73787110001305,-2.13539233347627,-2.88249480048396,-2.85039677199138,-3.09349745604261,-2.65732206888859,-2.65386353179249,-2.37121457432409,-2.3074549995868,-2.32267113646185,-167.075149139715,-172.114068703307,-176.671545085631,179.025685189364,172.976078762371,160.220404426907,158.126581783611,150.188579873926,147.978912444874,142.920142572925,144.757300739747,145.82522163945,143.837783778727
0.37,-1.38391452460764,-1.5346305638617,-1.69072660965454,-1.84534313507797,-2.28652095206592,-3.14110260511013,-3.12557250850666,-3.43224722054103,-2.94293952455514,-2.94357420074268,-2.61221318871998,-2.52894965603861,-2.54856823097992,-171.60005566761,-176.890481831363,178.221228919065,173.596648410739,167.043736884412,153.166483599058,150.626636408663,141.522739149613,138.756991437934,132.900104748514,135.049764714536,136.161095452616,133.85476220028
0.38,-1.46116184082466,-1.62194531485271,-1.7923033850946,-1.96337259068768,-2.45692160712389,-3.4444080287534,-3.45345551387845,-3.84387340093095,-3.2949008620642,-3.30333081852422,-2.91196179477932,-2.80370227229795,-2.83025300964063,-176.134466873536,178.299379813867,173.045688884176,168.056417546765,160.930331920948,145.760974356555,142.683709501385,132.205789787468,128.742039067393,121.912706057193,124.412857002583,125.56957995748,122.874791988047
0.39,-1.54270286905706,-1.7155374875805,-1.90297675559835,-2.09413425667715,-2.65109727683886,-3.80395800269453,-3.84851190759105,-4.34813968574449,-3.73211086341572,-3.75198205111697,-3.28778168480319,-3.14783884232037,-3.18423244882449,179.319442679657,173.450282235551,167.791815259387,162.38751536163,154.606788626871,137.94447389436,134.218394904689,122.1137360807,117.777797898124,109.765897299732,112.657880805445,113.86002894958,110.694382847995
0.4,-1.62899170190555,-1.81633236782381,-2.0243952308793,-2.2403423517821,-2.87474581888339,-4.23436900677465,-4.32906919151954,-4.9687031454934,-4.27627663853296,-4.30876568548755,-3.7585816795606,-3.57915649261937,-3.62788791713016,174.759502210741,168.556715182072,162.44865583795,156.570256969647,148.040005623908,129.647073929858,125.135357057791,111.091951628624,105.675617940935,96.2337571892382,99.564735714544,100.810399308975,97.0797944870205
0.41,-1.72054973541959,-1.92542355584875,-2.15856229943996,-2.40538391623702,-3.13507764869312,-4.7540481477414,-4.91805833671805,-5.73222110811483,-4.94940214977485,-4.98773998167699,-4.34086786422831,-4.11354329620381,-4.17477096807142,170.183588644055,163.612925659553,157.004285910484,150.582500155866,141.192311408409,120.784737885944,115.316809183873,98.9384767140372,92.2038041471886,81.0534314180704,84.8822348571744,86.1695002034265,81.7736503607058
0.42,-1.81797225109015,-2.04410046524153,-2.30791138985138,-2.59348645918405,-3.4412178298774,-5.38599681760764,-5.64358574202545,-6.66508457685541,-5.76742071697706,-5.78632197687754,-5.03992561981112,-4.7569378525718,-4.82479480791458,165.589678566959,158.612965718729,151.445780893294,144.399373841093,134.020790859832,111.252633299488,104.610110261865,85.3731876893838,77.0717535381242,63.9304358293349,68.3362732867522,69.6690251005337,64.5164773991987
0.43,-1.92193508080423,-2.17388024254766,-2.47539748260067,-2.80992896874022,-3.80471337138102,-6.15860265049614,-6.53884321284077,-7.78456138011095,-6.72654850460083,-6.66577646894323,-5.83393322634746,-5.49078085114263,-5.5480377359171,160.975909186977,153.550758887332,145.759208636458,137.992982642443,126.476362531548,100.912166463567,92.8032180076935,69.9852407503508,59.9148689018875,44.5796064591004,49.663213873481,51.0615571484696,45.1044128271435
0.44,-2.03320130182491,-2.31654493598296,-2.66460942838723,-3.06130757494901,-4.24017097914033,-7.10612005440989,-7.64000530134707,-9.07696864180858,-7.77807684170671,-7.52767479740867,-6.65254197266541,-6.25247280221201,-6.26680226948995,156.340649450982,148.420190936148,139.929650811444,131.332078533777,118.502333049821,89.565041828499,79.575867238182,52.1645190329411,40.3168196882755,22.8690680850343,28.713267633865,30.2223500316465,23.5236281677797
0.45,-2.1526278918124,-2.4741848784015,-2.87990807376509,-3.35586982940239,-4.76605725840404,-8.26785281221707,-8.97810886290318,-10.4493773978261,-8.79371460111582,-8.21041402120772,-7.36522279366224,-6.92460133351906,-6.85522605682969,151.682582824925,143.215232565514,133.941264994201,124.381671539658,110.031823363033,76.9008567590577,64.4059025305378,31.1008888612077,17.9814154430365,-0.863138434716831,5.6852913265646,7.36222332661737,0.183457150413438
0.46,-2.28117224504825,-2.64924943332756,-3.12659672379832,-3.70393512743658,-5.40570487112557,-9.68262643612624,-10.5527383541485,-11.6539516458169,-9.55546357446549,-8.55000353683903,-7.81480344859325,-7.36372217238877,-7.185123946606,147.000803478044,137.930103768218,127.777400121817,117.102505548782,100.982759743633,62.3923963192309,46.4124711223047,6.18078644545019,-6.78948128433623,-25.4859303277295,-18.5702647551865,-16.7095151139798,-23.8942589914189
0.47,-2.41989840956344,-2.84460645560802,-3.4111325749682,-4.11842427548483,-6.18858465192989,-11.3665820072104,-12.2551316340307,-12.2931721247255,-9.84811612635944,-8.49268914042347,-7.90904053495108,-7.48035795544629,-7.20549898646168,142.294928090676,132.559492550371,121.420776267661,109.45022366319,91.2476418132724,45.100796356805,24.2252632066792,-21.7620565114276,-32.5476049630389,-49.3021891710693,-42.5707362746361,-40.6029181570574,-47.2783818423837
0.48,-2.56998284659434,-3.06361212216739,-3.74139118893918,-4.61553104458045,-7.15190234959734,-13.2358228302377,-13.7061240039066,-12.121927992784,-9.63393897961934,-8.13172580215805,-7.68681173334036,-7.30093951280896,-6.97335602026796,137.565225857201,127.09884405558,114.853731386213,101.373831830715,80.67212144779,23.4246856755671,-3.45209448445317,-49.5802748525259,-57.0857193450795,-70.9174139055926,-64.8389442487694,-62.9040503663376,-68.7530825926775
0.49,-2.73271942972004,-3.31019321594996,-4.12700209066827,-5.21558767892626,-8.34241412639843,-14.9018601856839,-14.2377326451665,-11.3390897513018,-9.07876963170727,-7.61898226657932,-7.27343560695353,-6.93476234414924,-6.5992506668746,132.812769806759,121.544740623599,108.058517265524,92.8126243121172,69.0093439579085,-4.53197781777603,-35.1799232460155,-74.0478115837637,-78.815599051389,-89.8035169850624,-84.5789224949474,-82.7984794502438,-87.7635724710645
0.5,-2.90952329409885,-3.5889446581109,-4.57978477520091,-5.94421322006231,-9.81731036124365,-15.5445007137256,-13.5915125065347,-10.3268318451302,-8.39105341959711,-7.07404511932762,-6.79107365373938,-6.49487816783442,-6.1800186163536,128.03961308748,115.895399045596,101.017583300456,83.6898170737674,55.8205302540204,-37.7503810014955,-65.2951819714598,-94.2638910349816,-97.3893018253141,-106.110275294745,-101.724135462976,-100.160172973365,-104.339576568323
