eps',eps'',Type,Diametre,bande freq 1,bande freq 2,bande freq 3,bande freq 4,bande freq 5,r_m surface bande_freq 1,r_m surface bande_freq 2,r_m surface bande_freq 3,r_m surface bande_freq 4,r_m minimum bande_freq 1,r_m minimum bande_freq 2,r_m minimum bande_freq 3,r_m minimum bande_freq 4,r_m freq minimum bande_freq 1,r_m freq minimum bande_freq 2,r_m freq minimum bande_freq 3,r_m freq minimum bande_freq 4,r_m minimum derivee bande_freq 1,r_m minimum derivee bande_freq 2,r_m minimum derivee bande_freq 3,r_m minimum derivee bande_freq 4,r_m maximum derivee bande_freq 1,r_m maximum derivee bande_freq 2,r_m maximum derivee bande_freq 3,r_m maximum derivee bande_freq 4,r_p freq montee bande_freq 1,r_p freq montee bande_freq 2,r_p freq montee bande_freq 3,t_m valeur a 1.5 GHz,t_m valeur a 3 GHz,t_p freq premiere montee,t_p periodicite
6,0.9,BOIS,20,0.1,0.8491193737769079,1.93874755381605,2.56868884540117,3.0,488.5836089773364,1614.2941342766906,1248.6108784575024,1255.5763908077688,-28.213518575997895,-16.625548136181,-21.907171824450803,-25.5190469906666,0.5256360078277891,1.4790606653620402,2.3814090019569503,2.78434442270059,-5.1656446169399,-0.23675763502830272,-0.6656195137625005,-0.7033982455091987,5.553704738496698,0.31177224037059936,0.5075923350678018,0.7772709429211027,0.41780821917808203,0.7299412915851271,1.97847358121331,-17.8209130207163,-31.089803403186398,0.372407045009785,9.0
6.5,1,BOIS,20,0.1,0.8264187866927591,1.9160469667319,2.54598825831703,3.0,475.09306207168987,1623.976597680119,1200.5366498617516,1325.815433182106,-29.9719129057768,-16.990206797641303,-20.207646523512302,-29.041543127579104,0.519960861056751,1.4790606653620402,2.3587084148727997,2.77299412915851,-5.415514852992903,-0.25094653546680057,-0.5641985313413009,-1.1516676259947047,6.310544495476403,0.3335586697705004,0.42696466776239816,1.209230445549501,0.41780821917808203,0.7299412915851271,1.97847358121331,-18.4360395436533,-32.0542979522411,0.366731898238748,9.0
7,1.1,BOIS,20,0.1,0.8150684931506851,1.97847358121331,2.56868884540117,3.0,478.98423335515446,1696.8387401360665,1180.9532156797127,1262.85155654616,-37.696148486012504,-17.6064734742895,-20.298451525129302,-25.8729644751661,0.519960861056751,1.4790606653620402,2.37005870841487,2.7956947162426604,-11.364061888278105,-0.270809518359302,-0.5794052453598049,-0.7558370924540014,14.310956590716003,0.33724525328909927,0.4242987351369045,0.7929414327514017,0.41780821917808203,0.7299412915851271,1.9841487279843402,-18.9827333265236,-33.3544436424108,0.36105675146771,9.0
7.5,1.25,BOIS,20,0.1,0.7923679060665358,1.9614481409002,2.56868884540117,3.0,463.21668083369013,1698.7893571067088,1192.9130490487707,1279.1663112211422,-34.6846506588904,-17.691869705019,-20.573981595338896,-27.7072872507796,0.5142857142857139,1.473385518591,2.37005870841487,2.7956947162426604,-7.433209753572601,-0.25893903427619946,-0.6000008479863013,-0.9629919284914017,12.294466132957595,0.3211862946421977,0.44100216823679617,1.0061432690610026,0.41780821917808203,0.7299412915851271,1.9841487279843402,-19.8678646540113,-35.797367202139895,0.355381604696673,9.5
8,1.4,BOIS,20,0.1,0.781017612524462,1.9444227005870802,2.56301369863014,3.0,458.304412038584,1742.265910531476,1204.8088807428003,1280.6327149311817,-31.4143561759972,-18.7672027688663,-20.4559518425114,-25.058182833131898,0.5086105675146769,1.4506849315068502,2.37005870841487,2.79001956947162,-8.3539736550381,-0.30280387515669815,-0.5750462690044991,-0.651953107170602,9.8706887229989,0.34351776541160106,0.41724452604369944,0.6966033734070969,0.412133072407045,0.7299412915851271,1.9727984344422702,-20.6571483850756,-37.7178069073101,0.34970645792563604,10.0
8.5,1.6,BOIS,20,0.1,0.7639921722113499,1.93874755381605,2.5573385518591003,3.0,444.8022683364133,1726.4223363574877,1157.3984875940728,1302.2311629753892,-34.935832009113305,-18.433335947478398,-19.001293716210498,-27.9384411571081,0.5086105675146769,1.4790606653620402,2.37005870841487,2.79001956947162,-7.894333094073907,-0.26249018530469925,-0.4933107197841995,-0.9966864681777992,12.900339882716406,0.37394617209090164,0.3422580599958991,1.0449917701240032,0.412133072407045,0.7299412915851271,1.9727984344422702,-21.1798328072323,-39.2571693898765,0.34970645792563604,10.0
9,1.8,BOIS,20,0.1,0.7526418786692759,1.9444227005870802,2.56301369863014,3.0,428.54338377065864,1782.5175767843155,1179.6446123475414,1243.5939657401786,-29.577662405386896,-19.8918234666453,-19.025041348211698,-23.6590146334736,0.50293542074364,1.473385518591,2.37573385518591,2.78434442270059,-8.781023451237093,-0.29108202340429656,-0.48121088942699863,-0.5540097031935005,7.362397079606598,0.4359323091368985,0.3241285235682021,0.6044449341245013,0.412133072407045,0.7299412915851271,1.97847358121331,-20.8089729109453,-39.6441130076705,0.34970645792563604,10.0
9.5,1.95,BOIS,20,0.1,0.7469667318982389,1.9614481409002,2.57436399217221,3.0,424.9584133776587,1793.5258470812892,1250.1967004759103,1186.8553277527958,-28.058289628371803,-20.2614950867261,-22.588903848344604,-21.5603438359968,0.4972602739726029,1.46203522504892,2.37573385518591,2.79001956947162,-7.659298397336201,-0.2978887609229055,-0.7384005832313036,-0.4031335666677016,7.283213447952598,0.46931684314290223,0.562559831815598,0.4502639307114009,0.406457925636008,0.72426614481409,1.97847358121331,-20.518806461442,-40.2032354263223,0.34403131115459895,10.0
10,2.1,BOIS,20,0.1,0.7356164383561641,1.96712328767123,2.56868884540117,3.0,412.2987295588131,1738.391405984143,1131.5879519772463,1188.5738467517563,-25.804939959920898,-19.4673236023971,-18.8761423236255,-22.902704922617804,0.5086105675146769,1.4790606653620402,2.37573385518591,2.79001956947162,-6.309080559209402,-0.34340805260289997,-0.5002877915144008,-0.5381170236776995,6.266711085580397,0.4398994106816012,0.34414815222449846,0.5925720096510965,0.412133072407045,0.72426614481409,1.9841487279843402,-20.0272609346842,-40.5261453033903,0.34403131115459895,10.0
10.5,2.3,BOIS,20,0.1,0.7356164383561641,1.9614481409002,2.55166340508806,3.0,405.8630878928862,1735.4092286598116,1120.5319110090902,1251.4163673198418,-26.594478336402897,-20.123045827060498,-18.8035619136194,-24.4219388606287,0.50293542074364,1.4677103718199598,2.3643835616438396,2.77299412915851,-5.3545891618355945,-0.41545950010930355,-0.4948117333929023,-0.6477397240612035,4.935736529807599,0.4996889794058994,0.33187241758160013,0.7115552909592004,0.412133072407045,0.72426614481409,1.9841487279843402,-18.0843602495285,-38.3114603943965,0.34403131115459895,10.0
11,2.5,BOIS,20,0.1,0.741291585127202,1.9727984344422702,2.56301369863014,3.0,398.01436058013303,1788.4593209685827,1147.963693438269,1237.5877384830342,-23.972231777399696,-21.867428983148198,-19.9080762876915,-22.6253690879115,0.50293542074364,1.473385518591,2.3814090019569503,2.79001956947162,-4.353595169998197,-0.5717989513219024,-0.5440778708398959,-0.4677843483553019,4.468937639197804,0.6649790279284034,0.38581995855309614,0.5203781384878994,0.412133072407045,0.7299412915851271,1.97847358121331,-16.0722964893746,-34.9374218208888,0.34970645792563604,10.0
11.5,2.65,BOIS,20,0.1,0.741291585127202,1.96712328767123,2.56868884540117,3.0,397.2101358064436,1781.7368932099341,1147.536977178465,1175.332531041261,-23.5812265456287,-22.463708206205602,-20.076291849477602,-21.277965360436,0.50293542074364,1.473385518591,2.37573385518591,2.8013698630137003,-4.126379297854097,-0.696632106653599,-0.5625838146515001,-0.42211998139239526,4.312938742085304,0.7110643161890025,0.44532313837549964,0.4499578975251026,0.412133072407045,0.7299412915851271,1.97847358121331,-15.425756276953098,-33.7574808419443,0.34970645792563604,10.0
12,2.8,BOIS,20,0.1,0.7356164383561641,1.95577299412916,2.56301369863014,3.0,395.14804687493387,1794.1027270483614,1111.2564234097263,1181.216455716859,-23.867526861764997,-23.6021732006437,-18.1036919459518,-21.7232384302266,0.50293542074364,1.4677103718199598,2.37005870841487,2.7956947162426604,-3.9288066574253975,-0.8878214762303962,-0.43931657297060056,-0.465593280121702,4.211962990728399,0.8109417373690988,0.3204689871781987,0.49724957154399974,0.412133072407045,0.72426614481409,1.97847358121331,-14.898686305745098,-33.0732634189286,0.34403131115459895,10.0
12.5,2.95,BOIS,20,0.1,0.7299412915851271,1.9444227005870802,2.56301369863014,3.0,393.5107081026463,1796.1739573564546,1164.5043342906995,1232.3110671801362,-26.7947475580156,-24.209307109835898,-19.9084794454934,-23.2431328409826,0.4972602739726029,1.4563600782778898,2.37005870841487,2.78434442270059,-6.193378565483901,-0.9923479362604049,-0.5383207142738016,-0.5401901434610004,5.447570516706801,0.9104398984318003,0.4200427402201967,0.5660913080552028,0.406457925636008,0.72426614481409,1.9614481409002,-14.377066351684402,-32.8198419869524,0.34403131115459895,10.5
13,3.1,BOIS,20,0.1,0.7299412915851271,1.28610567514677,1.93307240704501,2.58003913894325,393.72117653731164,461.83681363985744,1273.0435220841669,1176.717054842906,-24.572374046406498,-11.783899914143099,-23.373034248912,-18.9100891626912,0.50293542074364,1.2747553816047,1.4506849315068502,2.37005870841487,-4.523214368197301,-0.3819602253572203,-1.006041734016204,-0.49284990082849944,4.419224488126897,0.10083226422349023,0.7811595075964028,0.3773605100114992,0.412133072407045,0.72426614481409,1.9727984344422702,-14.1274761360637,-30.898073977034898,0.34403131115459895,11.0
